idx,item_id,title,family,eval_count_global,r720b_output_sid,r720b_top1_sid,r720b_hit1,r720b_hit10,r720b_hit50,r720b_top1_item_ids,r720b_top1_titles,orig_align_output_sid,orig_align_top1_sid,orig_align_hit1,orig_align_hit10,orig_align_hit50,orig_align_top1_item_ids,orig_align_top1_titles,orig_best_output_sid,orig_best_top1_sid,orig_best_hit1,orig_best_hit10,orig_best_hit50,orig_best_top1_item_ids,orig_best_top1_titles
353,2311,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED",adhesive_epoxy,3,<a_254><b_114><c_14>,<a_65><b_157><c_0>,0,1,1,216|217,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG | Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,<a_228><b_198><c_249>,<a_228><b_45><c_149>,0,0,1,170,URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),<a_228><b_198><c_249>,<a_17><b_217><c_0>,0,0,1,216|217,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG | Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG
406,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,18,<a_241><b_85><c_125>,<a_131><b_6><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_104><b_186><c_66>,<a_107><b_93><c_0>,0,0,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_104><b_186><c_66>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
420,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,8,<a_58><b_115><c_198>,<a_58><b_115><c_196>,0,1,1,3460,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple",<a_223><b_198><c_114>,<a_223><b_20><c_170>,0,0,1,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_223><b_198><c_114>,<a_223><b_198><c_114>,1,1,1,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
425,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_225><b_69><c_13>,0,1,1,2172,Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz,<a_107><b_93><c_0>,<a_173><b_197><c_47>,0,0,1,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_107><b_93><c_0>,<a_66><b_107><c_142>,0,0,1,2172,Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz
469,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",other,17,<a_47><b_252><c_221>,<a_202><b_177><c_50>,0,1,1,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",<a_173><b_93><c_124>,<a_224><b_114><c_148>,0,0,0,603,"The Hillman Group 591519 Small Small Wood Screw Assortment, 195-Pack",<a_173><b_93><c_124>,<a_224><b_44><c_65>,0,0,0,917,Reliable Hardware Company RH-5112BO-A 1/2-Inch Wood Screw with Black Oxide and Wax
478,37,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",other,1,<a_153><b_214><c_71>,<a_6><b_214><c_68>,0,1,1,914,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_224><b_81><c_180>,<a_193><b_33><c_227>,0,0,1,335,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",<a_224><b_81><c_180>,<a_193><b_67><c_19>,0,0,0,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel
479,796,Hillman Toggle Bolt 90 Lb. 5 / Card,fastener,1,<a_250><b_84><c_158>,<a_6><b_214><c_68>,0,1,1,914,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_224><b_47><c_27>,<a_193><b_33><c_227>,0,0,0,335,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",<a_224><b_47><c_27>,<a_193><b_67><c_19>,0,0,0,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel
516,331,"Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack",fastener,4,<a_81><b_221><c_90>,<a_81><b_251><c_157>,0,1,1,1886,"Arrow Fastener 256 Genuine T25 3/8-Inch Staples, 1,000-Pack",<a_42><b_112><c_143>,<a_224><b_81><c_234>,0,0,0,571,"The Hillman Group 591516 Small Anchors with Screws Assortment, 95-Pack",<a_42><b_112><c_143>,<a_42><b_251><c_149>,0,0,0,1886,"Arrow Fastener 256 Genuine T25 3/8-Inch Staples, 1,000-Pack"
526,54,"Industrial & Scientific"" />",metadata_placeholder,7,<a_191><b_70><c_137>,<a_42><b_199><c_193>,0,1,1,1042,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,<a_15><b_206><c_230>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_15><b_206><c_230>,<a_193><b_76><c_133>,0,0,1,822,"Anytime Tools 24 pc Wire Brush Wheel & Cup - Brass & Stainless Steel 1/8"" Shank for Rotary Tools"
541,1553,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,8,<a_237><b_122><c_30>,<a_237><b_122><c_152>,0,1,1,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158><b_72><c_191>,<a_158><b_72><c_219>,0,0,0,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158><b_72><c_191>,<a_158><b_72><c_88>,0,1,1,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
577,2869,"13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper",other,3,<a_63><b_191><c_105>,<a_72><b_64><c_74>,0,1,1,296,"EISCO CH0688 Labs Clamp Retort, 3 PVC Coated Prongs (opens to 90mm in dia.) with Boss Head",<a_94><b_93><c_57>,<a_87><b_150><c_0>,0,0,1,295,"American Educational 7-G15-A Cast Iron Support Ring Stand with Acid Resistant Finish, 8"" Length x 5"" Width Base Size",<a_94><b_93><c_57>,<a_94><b_93><c_171>,0,1,1,183,SEOH GLASS FUNNEL Neutral glass 100 mm 100 mm stem
613,1881,Phantom YoYo 170 Points Mini Breadboard for Arduino Proto Shield (6 PCS),other,1,<a_143><b_166><c_218>,<a_5><b_117><c_80>,0,1,1,3266,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,<a_73><b_108><c_83>,<a_30><b_127><c_83>,0,0,1,2880,Texas Instruments LM358N LM358 Dual Operational Amplifier DIP8 1 Pack,<a_73><b_108><c_83>,<a_73><b_58><c_117>,0,1,1,2229,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket
644,1285,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",connector_fitting,3,<a_242><b_59><c_188>,<a_109><b_54><c_213>,0,1,1,42,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",<a_108><b_244><c_167>,<a_108><b_58><c_1>,0,0,1,2301,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD",<a_108><b_244><c_167>,<a_108><b_58><c_1>,0,1,1,2301,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD"
714,3266,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,other,1,<a_5><b_117><c_80>,<a_5><b_117><c_80>,1,1,1,3266,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,<a_30><b_1><c_249>,<a_158><b_217><c_2>,0,0,0,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_30><b_1><c_249>,<a_158><b_211><c_119>,0,0,0,3151,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply
727,970,Wixey WR25 Mini Digital Height Gauge,gauge_meter,5,<a_181><b_70><c_89>,<a_241><b_85><c_125>,0,1,1,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_104><b_25><c_13>,<a_224><b_163><c_205>,0,0,1,359,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,<a_104><b_25><c_13>,<a_224><b_238><c_205>,0,0,1,1395,KREG Tools SSW Kreg Screw Selector Wheel. Woodworking
777,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,19,<a_50><b_235><c_31>,<a_131><b_183><c_101>,0,1,1,1703,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)",<a_107><b_90><c_50>,<a_107><b_35><c_115>,0,0,1,1703,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)",<a_107><b_90><c_50>,<a_107><b_35><c_115>,0,0,1,1703,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)"
785,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,19,<a_50><b_235><c_31>,<a_222><b_45><c_68>,0,1,1,395,Arctic Silver 5 AS5-3.5G Thermal Paste,<a_107><b_90><c_50>,<a_165><b_247><c_68>,0,0,0,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",<a_107><b_90><c_50>,<a_165><b_59><c_20>,0,0,0,326,J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.
851,265,"ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]",other,1,<a_78><b_244><c_152>,<a_35><b_199><c_130>,0,1,1,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",<a_193><b_113><c_101>,<a_67><b_185><c_54>,0,0,1,201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",<a_193><b_113><c_101>,<a_193><b_42><c_1>,0,1,1,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack"
853,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",tape,15,<a_59><b_226><c_154>,<a_48><b_79><c_140>,0,1,1,117,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",<a_202><b_52><c_171>,<a_165><b_52><c_74>,0,0,1,172,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_202><b_52><c_171>,<a_165><b_107><c_20>,0,1,1,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown"
855,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,5,<a_59><b_28><c_15>,<a_59><b_183><c_212>,0,1,1,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_202><b_52><c_122>,<a_165><b_15><c_16>,0,0,1,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),<a_202><b_52><c_122>,<a_165><b_107><c_20>,0,1,1,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown"
861,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_197><b_132><c_32>,0,0,0,679,iRobot Braava 380t Robot Mop,<a_107><b_93><c_0>,<a_165><b_59><c_69>,0,0,0,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
879,2624,"Uxcell a13060500ux0042 3 Pins Split Shaft Rotary Linear Taper Potentiometers with Knob, 10 Kohm, 10 Piece, 6 mm",tape,1,<a_121><b_21><c_209>,<a_99><b_213><c_161>,0,1,1,2229,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket,<a_73><b_123><c_104>,<a_73><b_100><c_27>,0,0,0,1778,"Solderless Plug-in BreadBoard, 830 tie-points, 2 Power lanes, 200PTS, 16.5 x 5.4 x 0.85 cm by Haobase",<a_73><b_123><c_104>,<a_73><b_231><c_56>,0,0,0,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)"
925,42,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",connector_fitting,4,<a_109><b_54><c_213>,<a_51><b_20><c_226>,0,1,1,857,"Dixon FBVG100 Brass Ball Valve, 1"" NPT Female",<a_71><b_242><c_21>,<a_108><b_83><c_114>,0,0,1,857,"Dixon FBVG100 Brass Ball Valve, 1"" NPT Female",<a_71><b_242><c_21>,<a_108><b_215><c_36>,0,0,1,1772,"Dixon Valve HHP2M Brass Fitting, Hex Head Plug, 1/4"" NPT Male"
977,417,American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects,connector_fitting,1,<a_247><b_121><c_3>,<a_186><b_0><c_1>,0,1,1,593,"Gardner Bender 10-106 50PK Ring Terminal, Yellow",<a_67><b_56><c_2>,<a_67><b_49><c_7>,0,0,1,1265,"Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue",<a_67><b_56><c_2>,<a_67><b_49><c_7>,0,1,1,1265,"Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue"
1001,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",gauge_meter,3,<a_202><b_177><c_50>,<a_202><b_177><c_50>,1,1,1,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",<a_224><b_188><c_21>,<a_224><b_239><c_0>,0,0,0,524,"Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)",<a_224><b_188><c_21>,<a_224><b_188><c_21>,1,1,1,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)"
