anchor_item_id,anchor_title,anchor_brand,anchor_family,neighbor_item_id,neighbor_title,neighbor_brand,semantic_sim,context_affinity,direct_support,direct_zero,coarse_purified_affinity,coarse_purified_visible,coarse_seq2g_ctx_only_affinity,coarse_seq2g_ctx_only_visible,coarse_seq2g_rel_affinity,coarse_seq2g_rel_visible,coarse_seq2g_rel_masked_affinity,coarse_seq2g_rel_masked_visible,coarse_delta_ctx_only,coarse_delta_rel,coarse_delta_rel_masked
3522,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",3D,3d_filament,3493,"3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3D Solutech,0.9878324270248413,0.0,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,monitor_gauge,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,1.0,0.0,1480.183837890625,0,0.06562553346157074,1,0.04265659675002098,1,0.04265659302473068,1,0.04265660047531128,1,-0.02296893671154976,-0.022968940436840057,-0.02296893298625946
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,monitor_gauge,2644,Vktech Home Appliance DHT22/AM2302 Digital Temperature And Humidity Measurement Sensor,Vktech,0.8748481273651123,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,monitor_gauge,2645,SMAKN&reg; DHT22 AM2302 Digital Temperature And Humidity Measurement Sensor,SMAKN,0.8671731948852539,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,monitor_gauge,1423,Uxcell a12080200ux0383 LCD Display Resettable Refrigerator Freezer Digital Thermometer,uxcell,0.864712119102478,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,monitor_gauge,1740,Chunshop WH5001 Celsius/Fahrenheit Digital Thermometer Temperature Meter Gauge C/F,Chunshop,0.8632623553276062,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,monitor_gauge,2971,"Taylor Precision Products Digital Panel Mount Thermometer (-40- to 300-Degrees Fahrenheit, -40- to 150-Degrees Celsius)",Taylor Precision Products,0.8576246500015259,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,3453,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9923450946807861,0.2573825418949127,0.0,1,0.0,0,0.0,0,0.007635022513568401,1,0.02079758420586586,1,0.0,0.007635022513568401,0.02079758420586586
3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3D Solutech,0.9918257594108582,0.31146150827407837,4.0,0,0.0,0,0.010203094221651554,1,0.014796295203268528,1,0.0,0,0.010203094221651554,0.014796295203268528,0.0
3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,3599,"3D Solutech Aqua Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9909731149673462,0.2855512201786041,0.0,1,0.0,0,0.0093543054535985,1,0.01042807288467884,1,0.028405772522091866,1,0.0093543054535985,0.01042807288467884,0.028405772522091866
3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,2993,"3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9908884763717651,0.24274979531764984,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9908247590065002,0.34897753596305847,0.0,1,0.0,0,0.011432073079049587,1,0.014438181184232235,1,0.03932919353246689,1,0.011432073079049587,0.014438181184232235,0.03932919353246689
3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9906147718429565,0.3882477283477783,1.5,0,0.0,0,0.012718516401946545,1,0.020751869305968285,1,0.0,0,0.012718516401946545,0.020751869305968285,0.0
2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9942942261695862,0.22618050873279572,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,2993,"3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9915000796318054,0.0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,3599,"3D Solutech Aqua Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9912272691726685,0.0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3D Solutech,0.9912228584289551,0.2836506962776184,5.214285373687744,0,0.01825978048145771,1,0.022843940183520317,1,0.022019151598215103,1,0.0,0,0.004584159702062607,0.003759371116757393,-0.01825978048145771
2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.9910509586334229,0.0,2.3333332538604736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,0.99016934633255,0.4822203814983368,9.97499942779541,0,0.04840784892439842,1,0.050123292952775955,1,0.06026113033294678,1,0.03146510198712349,1,0.001715444028377533,0.011853281408548355,-0.016942746937274933
