item_a,item_b,semantic_sim,graph_affinity,user_overlap,reliability,coarse_affinity,mid_affinity,local_affinity,rule
1399,3041,0.03717290237545967,0.0,0.0,0.03717290237545967,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1072,2528,0.03715992346405983,0.0,0.0,0.03715992346405983,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2676,3081,0.03715281933546066,0.0,0.0,0.03715281933546066,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1072,1082,0.03713150694966316,0.0,0.0,0.03713150694966316,0.0,0.0,0.0,semantic_near_graph_non_neighbor
330,3337,0.03710290417075157,0.0,0.0,0.03710290417075157,0.0,0.0,0.0,semantic_near_graph_non_neighbor
306,489,0.03709637373685837,0.0,0.0,0.03709637373685837,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1970,3315,0.0370945930480957,0.0,0.0,0.0370945930480957,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1082,1389,0.03707405552268028,0.0,0.0,0.03707405552268028,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2648,3337,0.037033334374427795,0.0,0.0,0.037033334374427795,0.0,0.0,0.0,semantic_near_graph_non_neighbor
636,1805,0.03702307865023613,0.0,0.0,0.03702307865023613,0.0,0.0,0.0,semantic_near_graph_non_neighbor
993,1085,0.03701391443610191,0.0,0.0,0.03701391443610191,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1389,2528,0.036988355219364166,0.0,0.0,0.036988355219364166,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1890,2810,0.03698369488120079,0.0,0.0,0.03698369488120079,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1747,2991,0.036930400878190994,0.0,0.0,0.036930400878190994,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1000,1078,0.036913275718688965,0.0,0.0,0.036913275718688965,0.0,0.0,0.0,semantic_near_graph_non_neighbor
121,3427,0.03690122067928314,0.0,0.0,0.03690122067928314,0.0,0.0,0.0,semantic_near_graph_non_neighbor
287,2777,0.03687469661235809,0.0,0.0,0.03687469661235809,0.0,0.0,0.0,semantic_near_graph_non_neighbor
852,3336,0.0368705652654171,0.0,0.0,0.0368705652654171,0.0,0.0,0.0,semantic_near_graph_non_neighbor
635,2931,0.03675566986203194,0.0,0.0,0.03675566986203194,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1068,2812,0.03672950714826584,0.0,0.0,0.03672950714826584,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2086,2087,0.036716707050800323,0.0,0.0,0.036716707050800323,0.0,0.0,0.0,semantic_near_graph_non_neighbor
753,2459,0.0366995669901371,0.0,0.0,0.0366995669901371,0.0,0.0,0.0,semantic_near_graph_non_neighbor
645,3269,0.03664785623550415,0.0,0.0,0.03664785623550415,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1758,3471,0.03663386031985283,0.0,0.0,0.03663386031985283,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2179,2352,0.03663133084774017,0.0,0.0,0.03663133084774017,0.0,0.0,0.0,semantic_near_graph_non_neighbor
207,2352,0.03659677878022194,0.0,0.0,0.03659677878022194,0.0,0.0,0.0,semantic_near_graph_non_neighbor
416,798,0.0365932434797287,0.0,0.0,0.0365932434797287,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2067,3640,0.03659201040863991,0.0,0.0,0.03659201040863991,0.0,0.0,0.0,semantic_near_graph_non_neighbor
70,2349,0.036555930972099304,0.0,0.0,0.036555930972099304,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2931,3206,0.03647535294294357,0.0,0.0,0.03647535294294357,0.0,0.0,0.0,semantic_near_graph_non_neighbor
850,2391,0.036461543291807175,0.0,0.0,0.036461543291807175,0.0,0.0,0.0,semantic_near_graph_non_neighbor
645,2029,0.03643329069018364,0.0,0.0,0.03643329069018364,0.0,0.0,0.0,semantic_near_graph_non_neighbor
777,1496,0.03643070161342621,0.0,0.0,0.03643070161342621,0.0,0.0,0.0,semantic_near_graph_non_neighbor
395,2637,0.036354973912239075,0.0,0.0,0.036354973912239075,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1882,2625,0.03634721413254738,0.0,0.0,0.03634721413254738,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1472,3502,0.036346435546875,0.0,0.0,0.036346435546875,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1566,1814,0.03632650151848793,0.0,0.0,0.03632650151848793,0.0,0.0,0.0,semantic_near_graph_non_neighbor
746,1993,0.036318883299827576,0.0,0.0,0.036318883299827576,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1072,1389,0.036318618804216385,0.0,0.0,0.036318618804216385,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1779,2503,0.03631341829895973,0.0,0.0,0.03631341829895973,0.0,0.0,0.0,semantic_near_graph_non_neighbor
558,3502,0.03631184995174408,0.0,0.0,0.03631184995174408,0.0,0.0,0.0,semantic_near_graph_non_neighbor
874,1748,0.03631114587187767,0.0,0.0,0.03631114587187767,0.0,0.0,0.0,semantic_near_graph_non_neighbor
381,2025,0.03630201518535614,0.0,0.0,0.03630201518535614,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2123,2495,0.036296047270298004,0.0,0.0,0.036296047270298004,0.0,0.0,0.0,semantic_near_graph_non_neighbor
838,3502,0.03629196807742119,0.0,0.0,0.03629196807742119,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3092,3289,0.03627454489469528,0.0,0.0,0.03627454489469528,0.0,0.0,0.0,semantic_near_graph_non_neighbor
501,1333,0.036242954432964325,0.0,0.0,0.036242954432964325,0.0,0.0,0.0,semantic_near_graph_non_neighbor
962,2435,0.036240413784980774,0.0,0.0,0.036240413784980774,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1522,2676,0.03622819483280182,0.0,0.0,0.03622819483280182,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2547,3464,0.03621218726038933,0.0,0.0,0.03621218726038933,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2938,3018,0.03778397664427757,0.0,0.041666666666666664,0.03620964428409934,0.0,0.0,0.0,semantic_near_graph_non_neighbor
515,2235,0.03619544953107834,0.0,0.0,0.03619544953107834,0.0,0.0,0.0,semantic_near_graph_non_neighbor
956,1805,0.0361921489238739,0.0,0.0,0.0361921489238739,0.0,0.0,0.0,semantic_near_graph_non_neighbor
231,2256,0.036181773990392685,0.0,0.0,0.036181773990392685,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2503,2563,0.036163076758384705,0.0,0.0,0.036163076758384705,0.0,0.0,0.0,semantic_near_graph_non_neighbor
825,998,0.03615763038396835,0.0,0.0,0.03615763038396835,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2555,3570,0.03613985329866409,0.0,0.0,0.03613985329866409,0.0,0.0,0.0,semantic_near_graph_non_neighbor
307,2195,0.036132656037807465,0.0,0.0,0.036132656037807465,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1619,2450,0.03612552583217621,0.0,0.0,0.03612552583217621,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1312,1622,0.03609886392951012,0.0,0.0,0.03609886392951012,0.0,0.0,0.0,semantic_near_graph_non_neighbor
998,1916,0.03609123080968857,0.0,0.0,0.03609123080968857,0.0,0.0,0.0,semantic_near_graph_non_neighbor
455,3327,0.03607756644487381,0.0,0.0,0.03607756644487381,0.0,0.0,0.0,semantic_near_graph_non_neighbor
580,1567,0.03607526049017906,0.0,0.0,0.03607526049017906,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2179,2351,0.03606105223298073,0.0,0.0,0.03606105223298073,0.0,0.0,0.0,semantic_near_graph_non_neighbor
672,1854,0.03605608642101288,0.0,0.0,0.03605608642101288,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1462,3463,0.036051660776138306,0.0,0.0,0.036051660776138306,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1520,3170,0.03605144843459129,0.0,0.0,0.03605144843459129,0.0,0.0,0.0,semantic_near_graph_non_neighbor
455,3328,0.03604612499475479,0.0,0.0,0.03604612499475479,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2840,3177,0.036042239516973495,0.0,0.0,0.036042239516973495,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2839,3177,0.036041438579559326,0.0,0.0,0.036041438579559326,0.0,0.0,0.0,semantic_near_graph_non_neighbor
494,1578,0.03603673726320267,0.0,0.0,0.03603673726320267,0.0,0.0,0.0,semantic_near_graph_non_neighbor
576,3280,0.036036621779203415,0.0,0.0,0.036036621779203415,0.0,0.0,0.0,semantic_near_graph_non_neighbor
840,3161,0.036028917878866196,0.0,0.0,0.036028917878866196,0.0,0.0,0.0,semantic_near_graph_non_neighbor
833,3092,0.03602588176727295,0.0,0.0,0.03602588176727295,0.0,0.0,0.0,semantic_near_graph_non_neighbor
636,956,0.03602325916290283,0.0,0.0,0.03602325916290283,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2195,2196,0.03600526601076126,0.0,0.0,0.03600526601076126,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1492,3129,0.03600459545850754,0.0,0.0,0.03600459545850754,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2139,2342,0.03600403666496277,0.0,0.0,0.03600403666496277,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1333,2798,0.0359773188829422,0.0,0.0,0.0359773188829422,0.0,0.0,0.0,semantic_near_graph_non_neighbor
449,2798,0.03597583621740341,0.0,0.0,0.03597583621740341,0.0,0.0,0.0,semantic_near_graph_non_neighbor
25,2540,0.03596920892596245,0.0,0.0,0.03596920892596245,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3271,3396,0.035944003611803055,0.0,0.0,0.035944003611803055,0.0,0.0,0.0,semantic_near_graph_non_neighbor
301,2670,0.03594336286187172,0.0,0.0,0.03594336286187172,0.0,0.0,0.0,semantic_near_graph_non_neighbor
292,1854,0.03793427348136902,0.0,0.05263157894736842,0.035937732771823286,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1123,2738,0.035935401916503906,0.0,0.0,0.035935401916503906,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1830,3219,0.0359337143599987,0.0,0.0,0.0359337143599987,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2377,2390,0.03592563048005104,0.0,0.0,0.03592563048005104,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3315,3351,0.035925012081861496,0.0,0.0,0.035925012081861496,0.0,0.0,0.0,semantic_near_graph_non_neighbor
295,1624,0.035921014845371246,0.0,0.0,0.035921014845371246,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1970,3351,0.03591904416680336,0.0,0.0,0.03591904416680336,0.0,0.0,0.0,semantic_near_graph_non_neighbor
319,2868,0.035918813198804855,0.0,0.0,0.035918813198804855,0.0,0.0,0.0,semantic_near_graph_non_neighbor
384,3536,0.0359061025083065,0.0,0.0,0.0359061025083065,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2680,2913,0.03590041399002075,0.0,0.0,0.03590041399002075,0.0,0.0,0.0,semantic_near_graph_non_neighbor
70,1995,0.037224218249320984,0.0,0.03571428571428571,0.03589478188327381,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1522,3081,0.03589290753006935,0.0,0.0,0.03589290753006935,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1069,2812,0.035891275852918625,0.0,0.0,0.035891275852918625,0.0,0.0,0.0,semantic_near_graph_non_neighbor
301,2176,0.03588517755270004,0.0,0.0,0.03588517755270004,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1814,2558,0.03584935888648033,0.0,0.0,0.03584935888648033,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1619,2451,0.03584648668766022,0.0,0.0,0.03584648668766022,0.0,0.0,0.0,semantic_near_graph_non_neighbor
432,2705,0.03583380952477455,0.0,0.0,0.03583380952477455,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2067,3117,0.035832952708005905,0.0,0.0,0.035832952708005905,0.0,0.0,0.0,semantic_near_graph_non_neighbor
501,2690,0.03582743555307388,0.0,0.0,0.03582743555307388,0.0,0.0,0.0,semantic_near_graph_non_neighbor
709,2295,0.035822220146656036,0.0,0.0,0.035822220146656036,0.0,0.0,0.0,semantic_near_graph_non_neighbor
396,1565,0.03580988571047783,0.0,0.0,0.03580988571047783,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1802,3170,0.03580934926867485,0.0,0.0,0.03580934926867485,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1521,3301,0.03579194098711014,0.0,0.0,0.03579194098711014,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1089,1253,0.035788703709840775,0.0,0.0,0.035788703709840775,0.0,0.0,0.0,semantic_near_graph_non_neighbor
449,1333,0.035788439214229584,0.0,0.0,0.035788439214229584,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2771,3646,0.03578654304146767,0.0,0.0,0.03578654304146767,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1966,2309,0.03578432649374008,0.0,0.0,0.03578432649374008,0.0,0.0,0.0,semantic_near_graph_non_neighbor
563,3508,0.03577680140733719,0.0,0.0,0.03577680140733719,0.0,0.0,0.0,semantic_near_graph_non_neighbor
124,2002,0.03577618673443794,0.0,0.0,0.03577618673443794,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1316,2637,0.03577297180891037,0.0,0.0,0.03577297180891037,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1901,3383,0.0357649028301239,0.0,0.0,0.0357649028301239,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1424,2446,0.035760682076215744,0.0,0.0,0.035760682076215744,0.0,0.0,0.0,semantic_near_graph_non_neighbor
871,2068,0.03575645759701729,0.0,0.0,0.03575645759701729,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2999,3415,0.03575393930077553,0.0,0.0,0.03575393930077553,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2928,3172,0.03574668616056442,0.0,0.0,0.03574668616056442,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1314,2762,0.03573872148990631,0.0,0.0,0.03573872148990631,0.0,0.0,0.0,semantic_near_graph_non_neighbor
307,2196,0.03573813661932945,0.0,0.0,0.03573813661932945,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2838,3177,0.035736024379730225,0.0,0.0,0.035736024379730225,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1588,1670,0.03573505952954292,0.0,0.0,0.03573505952954292,0.0,0.0,0.0,semantic_near_graph_non_neighbor
280,978,0.03573198243975639,0.0,0.0,0.03573198243975639,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1562,3473,0.03571975603699684,0.0,0.0,0.03571975603699684,0.0,0.0,0.0,semantic_near_graph_non_neighbor
833,3289,0.035719625651836395,0.0,0.0,0.035719625651836395,0.0,0.0,0.0,semantic_near_graph_non_neighbor
840,2131,0.03571411222219467,0.0,0.0,0.03571411222219467,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2163,3606,0.03571226820349693,0.0,0.0,0.03571226820349693,0.0,0.0,0.0,semantic_near_graph_non_neighbor
670,2295,0.03571121767163277,0.0,0.0,0.03571121767163277,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2026,3463,0.03570857644081116,0.0,0.0,0.03570857644081116,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1683,3175,0.03570759668946266,0.0,0.0,0.03570759668946266,0.0,0.0,0.0,semantic_near_graph_non_neighbor
560,911,0.035706400871276855,0.0,0.0,0.035706400871276855,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1184,3483,0.03569994494318962,0.0,0.0,0.03569994494318962,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1420,3199,0.035692013800144196,0.0,0.0,0.035692013800144196,0.0,0.0,0.0,semantic_near_graph_non_neighbor
860,1019,0.03568609431385994,0.0,0.0,0.03568609431385994,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2928,3037,0.03568399325013161,0.0,0.0,0.03568399325013161,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3102,3398,0.035683054476976395,0.0,0.0,0.035683054476976395,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1241,1635,0.03567972406744957,0.0,0.0,0.03567972406744957,0.0,0.0,0.0,semantic_near_graph_non_neighbor
63,1523,0.03567638620734215,0.0,0.0,0.03567638620734215,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1351,1653,0.035675618797540665,0.0,0.0,0.035675618797540665,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1891,3024,0.03566625341773033,0.0,0.0,0.03566625341773033,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2151,3457,0.035664986819028854,0.0,0.0,0.035664986819028854,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1333,2690,0.035661984235048294,0.0,0.0,0.035661984235048294,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3037,3172,0.035649556666612625,0.0,0.0,0.035649556666612625,0.0,0.0,0.0,semantic_near_graph_non_neighbor
449,501,0.03564770147204399,0.0,0.0,0.03564770147204399,0.0,0.0,0.0,semantic_near_graph_non_neighbor
600,1648,0.035639792680740356,0.0,0.0,0.035639792680740356,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1989,3427,0.035639774054288864,0.0,0.0,0.035639774054288864,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1892,2068,0.035633355379104614,0.0,0.0,0.035633355379104614,0.0,0.0,0.0,semantic_near_graph_non_neighbor
911,1776,0.03562524914741516,0.0,0.0,0.03562524914741516,0.0,0.0,0.0,semantic_near_graph_non_neighbor
479,560,0.03562406450510025,0.0,0.0,0.03562406450510025,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2067,2790,0.0356217585504055,0.0,0.0,0.0356217585504055,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1974,3445,0.03562018647789955,0.0,0.0,0.03562018647789955,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1551,1974,0.035618726164102554,0.0,0.0,0.035618726164102554,0.0,0.0,0.0,semantic_near_graph_non_neighbor
787,1458,0.03561410307884216,0.0,0.0,0.03561410307884216,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1657,3063,0.03561392426490784,0.0,0.0,0.03561392426490784,0.0,0.0,0.0,semantic_near_graph_non_neighbor
292,672,0.03560594841837883,0.0,0.0,0.03560594841837883,0.0,0.0,0.0,semantic_near_graph_non_neighbor
82,1557,0.03560074791312218,0.0,0.0,0.03560074791312218,0.0,0.0,0.0,semantic_near_graph_non_neighbor
513,2148,0.03559228032827377,0.0,0.0,0.03559228032827377,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2086,2217,0.03559177368879318,0.0,0.0,0.03559177368879318,0.0,0.0,0.0,semantic_near_graph_non_neighbor
149,2725,0.0355844683945179,0.0,0.0,0.0355844683945179,0.0,0.0,0.0,semantic_near_graph_non_neighbor
653,1342,0.03558260574936867,0.0,0.0,0.03558260574936867,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1508,3111,0.035579875111579895,0.0,0.0,0.035579875111579895,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2698,3370,0.03557748347520828,0.0,0.0,0.03557748347520828,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2738,3089,0.03556415066123009,0.0,0.0,0.03556415066123009,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2573,2784,0.03556166961789131,0.0,0.0,0.03556166961789131,0.0,0.0,0.0,semantic_near_graph_non_neighbor
375,2110,0.03555959090590477,0.0,0.0,0.03555959090590477,0.0,0.0,0.0,semantic_near_graph_non_neighbor
219,769,0.0355570949614048,0.0,0.0,0.0355570949614048,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3370,3662,0.03555708006024361,0.0,0.0,0.03555708006024361,0.0,0.0,0.0,semantic_near_graph_non_neighbor
3367,3532,0.035555947571992874,0.0,0.0,0.035555947571992874,0.0,0.0,0.0,semantic_near_graph_non_neighbor
277,1273,0.03554416820406914,0.0,0.0,0.03554416820406914,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1995,2349,0.0355437807738781,0.0,0.0,0.0355437807738781,0.0,0.0,0.0,semantic_near_graph_non_neighbor
485,2366,0.035540804266929626,0.0,0.0,0.035540804266929626,0.0,0.0,0.0,semantic_near_graph_non_neighbor
2163,3605,0.035538721829652786,0.0,0.0,0.035538721829652786,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1566,2558,0.035534657537937164,0.0,0.0,0.035534657537937164,0.0,0.0,0.0,semantic_near_graph_non_neighbor
1112,1173,0.03553231433033943,0.0,0.0,0.03553231433033943,0.0,0.0,0.0,semantic_near_graph_non_neighbor
