item_a,item_b,semantic_sim,graph_affinity,user_overlap,reliability,coarse_affinity,mid_affinity,local_affinity,rule
1601,2028,0.03430935740470886,0.0017141852295026183,0.0,0.03425054481101199,0.0,0.0034283704590052366,0.0,semantic_near_graph_weak
1648,2357,0.03427564352750778,0.0018516401760280132,0.0,0.03421217736889304,0.0,0.0037032803520560265,0.0,semantic_near_graph_weak
2028,2983,0.0342555046081543,0.0016968697309494019,0.0,0.03419737747926632,0.0,0.0,0.0,semantic_near_graph_weak
1363,2240,0.034221045672893524,0.0017616476397961378,0.0,0.03416076024855252,0.0,0.0035232952795922756,0.0,semantic_near_graph_weak
2633,3545,0.034194640815258026,0.0016028046375140548,0.0,0.0341398334863812,0.0,0.0032056092750281096,0.0,semantic_near_graph_weak
25,1165,0.03413671627640724,0.0009587312233634293,0.0,0.034103988340649954,0.0,0.0019174624467268586,0.0,semantic_near_graph_weak
2654,2991,0.034151289612054825,0.0017278320156037807,0.0,0.03409228192048896,0.0,0.0,0.0,semantic_near_graph_weak
3125,3545,0.034145813435316086,0.0016753701493144035,0.0,0.0340886065587625,0.0,0.003350740298628807,0.0,semantic_near_graph_weak
662,1162,0.034057892858982086,0.0009379383991472423,0.0,0.03402594865347561,0.0,0.0018758767982944846,0.0,semantic_near_graph_weak
1747,2654,0.034083042293787,0.0017742887139320374,0.0,0.03402256913650867,0.0,0.0035485774278640747,0.0,semantic_near_graph_weak
1965,3057,0.03407317399978638,0.0014910483732819557,0.0,0.03402236924912144,0.0,0.0,0.0,semantic_near_graph_weak
2847,3366,0.0340707004070282,0.00194074516184628,0.0,0.034004577860052544,0.0,0.00388149032369256,0.0,semantic_near_graph_weak
1864,3104,0.03405212610960007,0.0015092594549059868,0.0,0.0340007326163095,0.0,0.0030185189098119736,0.0,semantic_near_graph_weak
600,2357,0.03406423702836037,0.0019412232795730233,0.0,0.03399811073844002,0.0,0.0038824465591460466,0.0,semantic_near_graph_weak
2666,2879,0.03404567390680313,0.0017596399411559105,0.0,0.03398576577917315,0.0,0.003519279882311821,0.0,semantic_near_graph_weak
1491,1722,0.034031711518764496,0.0015851343050599098,0.0,0.0339777666853762,0.0,0.0,0.0,semantic_near_graph_weak
955,1902,0.034019824117422104,0.0017900048987939954,0.0,0.03395892846559581,0.0,0.0,0.0,semantic_near_graph_weak
104,3277,0.03398026525974274,0.001362294889986515,0.0,0.033933974118019,0.0,0.0,0.0,semantic_near_graph_weak
1648,2645,0.03397765010595322,0.0015966282226145267,0.0,0.03392340043085593,0.0,0.0031932564452290535,0.0,semantic_near_graph_weak
355,2520,0.03395337611436844,0.0009725077543407679,0.0,0.03392035619281117,0.0,0.0,0.0,semantic_near_graph_weak
491,1166,0.033936500549316406,0.0013193059712648392,0.0,0.03389172792149786,0.0,0.0026386119425296783,0.0,semantic_near_graph_weak
1491,2387,0.03391560539603233,0.001625659642741084,0.0,0.03386047016508087,0.0,0.0,0.0,semantic_near_graph_weak
2503,2880,0.03391676023602486,0.0018106874777004123,0.0,0.03385534758298132,0.0,0.0036213749554008245,0.0,semantic_near_graph_weak
1646,2781,0.03389272093772888,0.0016848144587129354,0.0,0.033835617991447874,0.0,0.003369628917425871,0.0,semantic_near_graph_weak
355,710,0.03386792913079262,0.0010209778556600213,0.0,0.033833350725133014,0.0,0.0,0.0,semantic_near_graph_weak
748,1540,0.033849216997623444,0.0009561303886584938,0.0,0.03381685273261972,0.0,0.0,0.0,semantic_near_graph_weak
366,3501,0.03385407477617264,0.0016285870224237442,0.0,0.033798940469336,0.0,0.0032571740448474884,0.0,semantic_near_graph_weak
1639,2244,0.033842191100120544,0.0014628339558839798,0.0,0.033792685593837773,0.0,0.0,0.0,semantic_near_graph_weak
2565,3104,0.03384069353342056,0.0017496432410553098,0.0,0.03378148439270719,0.0,0.0034992864821106195,0.0,semantic_near_graph_weak
3125,3382,0.033821914345026016,0.001663525472395122,0.0,0.0337656507289879,0.0,0.003327050944790244,0.0,semantic_near_graph_weak
1164,3582,0.03381939232349396,0.0016133295139297843,0.0,0.03376483049971529,0.0,0.0,0.0,semantic_near_graph_weak
1868,3180,0.03382178395986557,0.0019789503421634436,0.0,0.03375485232892562,0.0,0.003957900684326887,0.0,semantic_near_graph_weak
1594,2978,0.03381268307566643,0.0018456459511071444,0.0,0.033750276834051754,0.0,0.0036912919022142887,0.0,semantic_near_graph_weak
1491,2650,0.033793434500694275,0.0013261022977530956,0.0,0.033748620949553935,0.0,0.0,0.0,semantic_near_graph_weak
111,507,0.03376146778464317,0.0008167007472366095,0.0,0.03373389476867565,0.0,0.001633401494473219,0.0,semantic_near_graph_weak
1337,1491,0.03379085659980774,0.00171659083571285,0.0,0.03373285152503762,0.0,0.0034331816714257,0.0,semantic_near_graph_weak
3125,3340,0.03376033902168274,0.0017244904302060604,0.0,0.033702119640119335,0.0,0.003448980860412121,0.0,semantic_near_graph_weak
825,2845,0.033677853643894196,0.0007562451064586639,0.0,0.03365238493187997,0.0,0.0015124902129173279,0.0,semantic_near_graph_weak
1489,2666,0.033696189522743225,0.0017990412889048457,0.0,0.033635568686513045,0.0,0.0,0.0,semantic_near_graph_weak
2631,3512,0.033679716289043427,0.001410878379829228,0.0,0.03363219830549243,0.0,0.0,0.0,semantic_near_graph_weak
1723,3104,0.03368489071726799,0.0016179970698431134,0.0,0.033630388662789466,0.0,0.003235994139686227,0.0,semantic_near_graph_weak
2632,2781,0.03367476537823677,0.0016588735161349177,0.0,0.03361890320178876,0.0,0.0033177470322698355,0.0,semantic_near_graph_weak
1491,3032,0.033668506890535355,0.0016580357914790511,0.0,0.03361268330106519,0.0,0.0,0.0,semantic_near_graph_weak
1868,3623,0.033620625734329224,0.0018641368951648474,0.0,0.03355795228545933,0.0,0.0037282737903296947,0.0,semantic_near_graph_weak
2231,3389,0.033606238663196564,0.0014581071445718408,0.0,0.03355723716649957,0.0,0.0,0.0,semantic_near_graph_weak
1491,3251,0.033608656376600266,0.0016909749247133732,0.0,0.033551824981414125,0.0,0.0,0.0,semantic_near_graph_weak
355,2071,0.03358152508735657,0.0009741720859892666,0.0,0.03354881090301152,0.0,0.0,0.0,semantic_near_graph_weak
1951,2184,0.033577293157577515,0.0018534510163590312,0.0,0.03351505928944802,0.0,0.0037069020327180624,0.0,semantic_near_graph_weak
2230,2666,0.03356689214706421,0.0017178545240312815,0.0,0.033509229109531705,0.0,0.0,0.0,semantic_near_graph_weak
3381,3545,0.03356236219406128,0.001594525296241045,0.0,0.033508846158541244,0.0,0.00318905059248209,0.0,semantic_near_graph_weak
2397,2781,0.03355056419968605,0.0016418159939348698,0.0,0.03349548034677747,0.0,0.0032836319878697395,0.0,semantic_near_graph_weak
1308,2845,0.033520374447107315,0.0007968795252963901,0.0,0.033493662747030147,0.0,0.0015937590505927801,0.0,semantic_near_graph_weak
1916,2845,0.03351367637515068,0.0007657829555682838,0.0,0.03348801217300416,0.0,0.0015315659111365676,0.0,semantic_near_graph_weak
663,1151,0.03483765572309494,0.0018400660483166575,0.037037037037037035,0.03348564279724053,0.0,0.003680132096633315,0.0,semantic_near_graph_weak
573,651,0.03351830691099167,0.0010240307310596108,0.0,0.03348398313466173,0.0,0.0,0.0,semantic_near_graph_weak
3501,3502,0.033508505672216415,0.0008885340066626668,0.0,0.033478732225414205,0.0,0.0,0.0,semantic_near_graph_weak
2028,2803,0.0335218720138073,0.001684432034380734,0.0,0.03346540669873483,0.0,0.0,0.0,semantic_near_graph_weak
2028,2649,0.033516231924295425,0.0016764182364568114,0.0,0.03346004470188022,0.0,0.0,0.0,semantic_near_graph_weak
3005,3335,0.03351513296365738,0.0019815322011709213,0.0,0.03344872164846337,0.0,0.0,0.0,semantic_near_graph_weak
2036,3005,0.0335022397339344,0.0019702238496392965,0.0,0.033436232822194274,0.0,0.003940447699278593,0.0,semantic_near_graph_weak
2780,3104,0.03349300101399422,0.0017066099680960178,0.0,0.033435841524602286,0.0,0.0034132199361920357,0.0,semantic_near_graph_weak
241,2325,0.03346754610538483,0.001527004293166101,0.0,0.03341644101880017,0.0,0.003054008586332202,0.0,semantic_near_graph_weak
988,3603,0.03343227505683899,0.0010748374043032527,0.0,0.03339634079709694,0.0,0.0021496748086065054,0.0,semantic_near_graph_weak
686,914,0.033443525433540344,0.0014572445070371032,0.0,0.03339479003980636,0.0,0.0,0.0,semantic_near_graph_weak
2879,3299,0.03345116600394249,0.001765466178767383,0.0,0.033392109101722196,0.0,0.0,0.0,semantic_near_graph_weak
2028,2951,0.033431608229875565,0.0016924694646149874,0.0,0.03337502625379353,0.0,0.0,0.0,semantic_near_graph_weak
2028,2612,0.03342917189002037,0.0017150371568277478,0.0,0.033371839618107,0.0,0.0,0.0,semantic_near_graph_weak
1489,2229,0.033426012843847275,0.0017599513521417975,0.0,0.033367184687346035,0.0,0.0,0.0,semantic_near_graph_weak
73,1151,0.033408988267183304,0.0014528417959809303,0.0,0.03336045029266731,0.0,0.0029056835919618607,0.0,semantic_near_graph_weak
403,2301,0.03340780735015869,0.0019136507762596011,0.0,0.03334387647368993,0.0,0.0038273015525192022,0.0,semantic_near_graph_weak
2961,3050,0.033395152539014816,0.001596578280441463,0.0,0.033341834563798994,0.0,0.0,0.0,semantic_near_graph_weak
3461,3554,0.0333714634180069,0.001161785563454032,0.0,0.03333269293357652,0.0,0.0,0.0,semantic_near_graph_weak
3462,3554,0.03337657451629639,0.0017282700864598155,0.0,0.033318890780971375,0.0,0.0,0.0,semantic_near_graph_weak
2752,3554,0.033368371427059174,0.0015467879129573703,0.0,0.033316757633460724,0.0,0.0,0.0,semantic_near_graph_weak
629,2835,0.033336982131004333,0.0012425723252817988,0.0,0.033295558519599935,0.0,0.0024851446505635977,0.0,semantic_near_graph_weak
246,1148,0.03334256261587143,0.0015259836800396442,0.0,0.033291682409468906,0.0,0.0030519673600792885,0.0,semantic_near_graph_weak
622,1873,0.03331397473812103,0.0008587812772020698,0.0,0.03328536532034675,0.0,0.0017175625544041395,0.0,semantic_near_graph_weak
1701,1899,0.03331165015697479,0.0009807598544284701,0.0,0.03327897942781607,0.0,0.0019615197088569403,0.0,semantic_near_graph_weak
687,2359,0.03330278769135475,0.0007951318402774632,0.0,0.033276307584491356,0.0,0.0,0.0,semantic_near_graph_weak
1810,2783,0.033326148986816406,0.001531898626126349,0.0,0.03327509670496942,0.0,0.003063797252252698,0.0,semantic_near_graph_weak
395,3221,0.033311568200588226,0.0015121953329071403,0.0,0.03326119460262348,0.0,0.0030243906658142805,0.0,semantic_near_graph_weak
246,1149,0.03330663591623306,0.0015138707822188735,0.0,0.033256213973265475,0.0,0.003027741564437747,0.0,semantic_near_graph_weak
1491,2973,0.03330015763640404,0.0016376174753531814,0.0,0.033245624716326645,0.0,0.0,0.0,semantic_near_graph_weak
1815,2879,0.033290330320596695,0.0016515635652467608,0.0,0.03323534922396417,0.0,0.0033031271304935217,0.0,semantic_near_graph_weak
25,1166,0.03327633813023567,0.0012518282746896148,0.0,0.03323468186928611,0.0,0.0025036565493792295,0.0,semantic_near_graph_weak
1419,2854,0.033283133059740067,0.0018877648981288075,0.0,0.03322030232945014,0.0,0.003775529796257615,0.0,semantic_near_graph_weak
507,2366,0.0332493782043457,0.0010599539382383227,0.0,0.03321413539497403,0.0,0.0,0.0,semantic_near_graph_weak
531,644,0.033244021236896515,0.0009440974681638181,0.0,0.033212635640615176,0.0,0.0018881949363276362,0.0,semantic_near_graph_weak
2357,2991,0.03326082602143288,0.0018679191125556827,0.0,0.033198697488808056,0.0,0.0,0.0,semantic_near_graph_weak
2963,3604,0.033258333802223206,0.0018098547589033842,0.0,0.03319814104851805,0.0,0.0036197095178067684,0.0,semantic_near_graph_weak
2978,3057,0.03324740007519722,0.0016535668401047587,0.0,0.03319242327691318,0.0,0.0,0.0,semantic_near_graph_weak
782,1332,0.03324083983898163,0.0015544169582426548,0.0,0.03318916971382969,0.0,0.0031088339164853096,0.0,semantic_near_graph_weak
403,2300,0.03323402255773544,0.0016713312361389399,0.0,0.03317847749773215,0.0,0.0033426624722778797,0.0,semantic_near_graph_weak
685,914,0.033210836350917816,0.0012224589008837938,0.0,0.03317023746841484,0.0,0.0,0.0,semantic_near_graph_weak
358,710,0.03319650888442993,0.0009050960070453584,0.0,0.033166462856790785,0.0,0.0,0.0,semantic_near_graph_weak
354,446,0.033193204551935196,0.0009352525230497122,0.0,0.03316216052362989,0.0,0.0,0.0,semantic_near_graph_weak
332,969,0.03318936750292778,0.0010625245049595833,0.0,0.03315410298665181,0.0,0.0021250490099191666,0.0,semantic_near_graph_weak
1545,2028,0.033205725252628326,0.0017116520320996642,0.0,0.03314888860552232,0.0,0.0034233040641993284,0.0,semantic_near_graph_weak
2894,3526,0.03321005776524544,0.0019303811714053154,0.0,0.03314594969503412,0.0,0.003860762342810631,0.0,semantic_near_graph_weak
38,3145,0.03318784013390541,0.001368556171655655,0.0,0.03314242071046623,0.0,0.00273711234331131,0.0,semantic_near_graph_weak
484,730,0.03318598121404648,0.0013462925562635064,0.0,0.033141303174565706,0.0,0.002692585112527013,0.0,semantic_near_graph_weak
403,1918,0.03318341448903084,0.0014078161912038922,0.0,0.03313669834083375,0.0,0.0028156323824077845,0.0,semantic_near_graph_weak
3407,3533,0.033189646899700165,0.0017479503294453025,0.0,0.03313163304546766,0.0,0.003495900658890605,0.0,semantic_near_graph_weak
1881,3426,0.03318053111433983,0.0016416137805208564,0.0,0.03312606149721753,0.0,0.0032832275610417128,0.0,semantic_near_graph_weak
1685,1899,0.03318895027041435,0.0020008732099086046,0.0,0.03312254338895329,0.0,0.004001746419817209,0.0,semantic_near_graph_weak
1502,3139,0.03315883129835129,0.001124137663282454,0.0,0.033121556207218385,0.0,0.002248275326564908,0.0,semantic_near_graph_weak
76,2221,0.033162180334329605,0.0013272601645439863,0.0,0.03311816549340243,0.0,0.0026545203290879726,0.0,semantic_near_graph_weak
1016,2133,0.03313899412751198,0.0010902611538767815,0.0,0.0331028639695362,0.0,0.0,0.0,semantic_near_graph_weak
2028,3065,0.033146996051073074,0.0017216586275026202,0.0,0.03308992823934595,0.0,0.0,0.0,semantic_near_graph_weak
1964,3005,0.03313997760415077,0.0019286598544567823,0.0,0.03307606185976805,0.0,0.0038573197089135647,0.0,semantic_near_graph_weak
355,2011,0.03309354931116104,0.0009457814740017056,0.0,0.03306225004531358,0.0,0.0,0.0,semantic_near_graph_weak
1646,2952,0.033120181411504745,0.0019979362841695547,0.0,0.03305400939932442,0.0,0.003995872568339109,0.0,semantic_near_graph_weak
2631,2639,0.03310736268758774,0.0016524422680959105,0.0,0.03305265468209759,0.0,0.0,0.0,semantic_near_graph_weak
517,2053,0.033073972910642624,0.0010319171706214547,0.0,0.03303984331009546,0.0,0.0020638343412429094,0.0,semantic_near_graph_weak
1601,3545,0.033094119280576706,0.001693679834716022,0.0,0.03303806843810351,0.0,0.003387359669432044,0.0,semantic_near_graph_weak
2983,3545,0.033080656081438065,0.001674374914728105,0.0,0.033025266660732557,0.0,0.00334874982945621,0.0,semantic_near_graph_weak
814,1379,0.03305424749851227,0.0009200935019180179,0.0,0.033023834500178095,0.0,0.0,0.0,semantic_near_graph_weak
354,362,0.03305228799581528,0.0009374106884934008,0.0,0.033021304427768836,0.0,0.0,0.0,semantic_near_graph_weak
422,1885,0.03305977210402489,0.0012319027446210384,0.0,0.033019045680033395,0.0,0.002463805489242077,0.0,semantic_near_graph_weak
135,1027,0.03306074067950249,0.0016114831669256091,0.0,0.03300746385241138,0.0,0.0032229663338512182,0.0,semantic_near_graph_weak
2393,2959,0.0330551452934742,0.001452792203053832,0.0,0.03300712303612103,0.0,0.002905584406107664,0.0,semantic_near_graph_weak
2574,2755,0.03306596353650093,0.0019987206906080246,0.0,0.032999873911025636,0.0,0.003997441381216049,0.0,semantic_near_graph_weak
642,644,0.033029474318027496,0.0008962369756773114,0.0,0.03299987208185649,0.0,0.0017924739513546228,0.0,semantic_near_graph_weak
1815,2230,0.033041782677173615,0.001658007618971169,0.0,0.03298699914975047,0.0,0.003316015237942338,0.0,semantic_near_graph_weak
2153,2954,0.03303494676947594,0.0015140227042138577,0.0,0.032984931110034456,0.0,0.0,0.0,semantic_near_graph_weak
1599,2978,0.0330447182059288,0.001811931375414133,0.0,0.03298484344421976,0.0,0.003623862750828266,0.0,semantic_near_graph_weak
364,598,0.03301554545760155,0.0010323935421183705,0.0,0.0329814604216816,0.0,0.0,0.0,semantic_near_graph_weak
364,1786,0.033012647181749344,0.0009493456454947591,0.0,0.0329813067689011,0.0,0.0,0.0,semantic_near_graph_weak
1207,2522,0.03302702680230141,0.0014351146528497338,0.0,0.03297962923219736,0.0,0.0028702293056994677,0.0,semantic_near_graph_weak
1152,3615,0.03302644565701485,0.0014721512561663985,0.0,0.032977825733554164,0.0,0.0,0.0,semantic_near_graph_weak
2536,3050,0.03302545100450516,0.001450387411750853,0.0,0.032977551306100826,0.0,0.002900774823501706,0.0,semantic_near_graph_weak
2043,3426,0.03302965685725212,0.001651315251365304,0.0,0.03297511448113638,0.0,0.003302630502730608,0.0,semantic_near_graph_weak
2487,3237,0.0330316498875618,0.0017522864509373903,0.0,0.03297376897501172,0.0,0.0,0.0,semantic_near_graph_weak
644,2079,0.03300540894269943,0.0012069656513631344,0.0,0.032965572547796404,0.0,0.0,0.0,semantic_near_graph_weak
354,1411,0.03299201279878616,0.0009414706146344543,0.0,0.032960951788218465,0.0,0.0,0.0,semantic_near_graph_weak
2692,3005,0.03302353248000145,0.0019093543523922563,0.0,0.03296047885452939,0.0,0.0038187087047845125,0.0,semantic_near_graph_weak
534,968,0.032992638647556305,0.0010757875861600041,0.0,0.0329571455764646,0.0,0.0021515751723200083,0.0,semantic_near_graph_weak
1067,1151,0.032991793006658554,0.0010745141189545393,0.0,0.03295634285926327,0.0,0.0021490282379090786,0.0,semantic_near_graph_weak
985,2568,0.03299391269683838,0.0012065783375874162,0.0,0.03295410295650612,0.0,0.0024131566751748323,0.0,semantic_near_graph_weak
2028,3047,0.03300655260682106,0.0016947027761489153,0.0,0.03295061631048717,0.0,0.0,0.0,semantic_near_graph_weak
1617,2961,0.03399745374917984,0.0016778541030362248,0.029411764705882353,0.03294216360009299,0.0,0.0033557082060724497,0.0,semantic_near_graph_weak
956,3104,0.032989006489515305,0.0017953818896785378,0.0,0.032929778624705544,0.0,0.0035907637793570757,0.0,semantic_near_graph_weak
651,3641,0.03296417370438576,0.0011529542971402407,0.0,0.032926167518661606,0.0,0.0023059085942804813,0.0,semantic_near_graph_weak
2230,3299,0.032981447875499725,0.0017238238360732794,0.0,0.03292459366950373,0.0,0.0,0.0,semantic_near_graph_weak
364,2133,0.03295369818806648,0.0009472008096054196,0.0,0.03292248441846325,0.0,0.0,0.0,semantic_near_graph_weak
1820,2782,0.0329764224588871,0.001655379543080926,0.0,0.032921833963744665,0.0,0.003310759086161852,0.0,semantic_near_graph_weak
1791,3462,0.032954346388578415,0.0010868936078622937,0.0,0.03291852852013739,0.0,0.0021737872157245874,0.0,semantic_near_graph_weak
2028,3002,0.032969411462545395,0.0015734490007162094,0.0,0.03291753577502545,0.0,0.0,0.0,semantic_near_graph_weak
1791,3526,0.03296693414449692,0.0015553092816844583,0.0,0.0329156603658333,0.0,0.0031106185633689165,0.0,semantic_near_graph_weak
3462,3498,0.03295574709773064,0.001281589618884027,0.0,0.03291351135436762,0.0,0.0,0.0,semantic_near_graph_weak
2752,3498,0.03295261040329933,0.00122211838606745,0.0,0.03291233841225654,0.0,0.0,0.0,semantic_near_graph_weak
642,646,0.03293120115995407,0.0008627941715531051,0.0,0.03290278831153102,0.0,0.0017255883431062102,0.0,semantic_near_graph_weak
1790,2752,0.0329405777156353,0.001151589211076498,0.0,0.03290264370173135,0.0,0.002303178422152996,0.0,semantic_near_graph_weak
1790,3462,0.0329432338476181,0.0012592313578352332,0.0,0.032901750694528685,0.0,0.0025184627156704664,0.0,semantic_near_graph_weak
3467,3534,0.032960522919893265,0.0018229931592941284,0.0,0.03290043611208354,0.0,0.0,0.0,semantic_near_graph_weak
3498,3526,0.03296151012182236,0.0019316149409860373,0.0,0.032897841176393584,0.0,0.0038632298819720745,0.0,semantic_near_graph_weak
