item_a,item_b,semantic_sim,graph_affinity,user_overlap,reliability,coarse_affinity,mid_affinity,local_affinity
1482,2964,0.03733158856630325,0.0,0.05555555555555555,0.03525761142373085,0.0,0.0,0.0
163,3167,0.037322863936424255,0.0,0.0,0.037322863936424255,0.0,0.0,0.0
302,1085,0.03730215132236481,0.0660165399312973,0.09375,0.031573380576312184,0.05209457874298096,0.0,0.043945614248514175
1082,2528,0.03723471611738205,0.0,0.0,0.03723471611738205,0.0,0.0,0.0
68,1661,0.03723249211907387,0.13083738088607788,0.06666666666666667,0.030203684341929195,0.049899376928806305,0.0,0.0
70,1995,0.037224218249320984,0.0,0.03571428571428571,0.03589478188327381,0.0,0.0,0.0
2256,2257,0.037199247628450394,0.36747822165489197,0.2857142857142857,0.016806667330748204,0.3847886919975281,0.0,0.34626057744026184
1399,3041,0.03717290237545967,0.0,0.0,0.03717290237545967,0.0,0.0,0.0
2964,3436,0.037172846496105194,0.0,0.08333333333333333,0.03407510928809643,0.0,0.0,0.0
1072,2528,0.03715992346405983,0.0,0.0,0.03715992346405983,0.0,0.0,0.0
2676,3081,0.03715281933546066,0.0,0.0,0.03715281933546066,0.0,0.0,0.0
282,483,0.03713316470384598,0.0,0.05263157894736842,0.03517878761416988,0.0,0.0,0.0
3541,3576,0.03713170811533928,0.11007105559110641,0.058823529411764705,0.031100782877348736,0.12787653505802155,0.008228691294789314,0.0
1072,1082,0.03713150694966316,0.0,0.0,0.03713150694966316,0.0,0.0,0.0
3160,3161,0.037117715924978256,0.5032398700714111,0.6666666666666666,0.006146200461848218,0.35027989745140076,0.0,0.4856499135494232
805,959,0.03711050748825073,0.027198100462555885,0.03614457831325301,0.034796310532403715,0.013475597836077213,0.0,0.05439620092511177
330,3337,0.03710290417075157,0.0,0.0,0.03710290417075157,0.0,0.0,0.0
306,489,0.03709637373685837,0.0,0.0,0.03709637373685837,0.0,0.0,0.0
1970,3315,0.0370945930480957,0.0,0.0,0.0370945930480957,0.0,0.0,0.0
1082,1389,0.03707405552268028,0.0,0.0,0.03707405552268028,0.0,0.0,0.0
1663,1664,0.037047725170850754,0.571580708026886,1.0,0.0,0.5030235052108765,0.002830372890457511,1.0
2648,3337,0.037033334374427795,0.0,0.0,0.037033334374427795,0.0,0.0,0.0
636,1805,0.03702307865023613,0.0,0.0,0.03702307865023613,0.0,0.0,0.0
993,1085,0.03701391443610191,0.0,0.0,0.03701391443610191,0.0,0.0,0.0
1389,2528,0.036988355219364166,0.0,0.0,0.036988355219364166,0.0,0.0,0.0
1890,2810,0.03698369488120079,0.0,0.0,0.03698369488120079,0.0,0.0,0.0
2631,3266,0.036978937685489655,0.0016322077717632055,0.0,0.03691858037600785,0.0,0.0,0.0
1714,3425,0.036969076842069626,0.008925569243729115,0.0,0.03663910678683899,0.0,0.010517134331166744,0.0
558,838,0.036955080926418304,0.005286090541630983,0.08333333333333333,0.033696421937445625,0.0,0.004528385121375322,0.0
1761,1995,0.03694119304418564,0.029082629829645157,0.027777777777777776,0.03487054472359901,0.0,0.0,0.0
1747,2991,0.036930400878190994,0.0,0.0,0.036930400878190994,0.0,0.0,0.0
1000,1078,0.036913275718688965,0.0,0.0,0.036913275718688965,0.0,0.0,0.0
513,1626,0.03691083937883377,0.0031099440529942513,0.025974025974025976,0.035840307207873255,0.0,0.0,0.0
1706,2976,0.036905623972415924,0.0,0.0625,0.03459902247413993,0.0,0.0,0.0
121,3427,0.03690122067928314,0.0,0.0,0.03690122067928314,0.0,0.0,0.0
287,2777,0.03687469661235809,0.0,0.0,0.03687469661235809,0.0,0.0,0.0
852,3336,0.0368705652654171,0.0,0.0,0.0368705652654171,0.0,0.0,0.0
838,1472,0.03678659722208977,0.002399296499788761,0.0,0.036698335268135665,0.0,0.0,0.0
47,2265,0.03677510470151901,0.13080793619155884,0.06666666666666667,0.02983365387546583,0.12712937593460083,0.0,0.0
2644,2645,0.03676911070942879,0.2207803726196289,0.08333333333333333,0.026263611683932986,0.18480457365512848,0.0033755649346858263,0.17455682158470154
2838,2839,0.036761436611413956,0.10186119377613068,0.07142857142857142,0.030658524736589077,0.09565452486276627,0.0,0.1919945329427719
635,2931,0.03675566986203194,0.0,0.0,0.03675566986203194,0.0,0.0,0.0
1068,2812,0.03672950714826584,0.0,0.0,0.03672950714826584,0.0,0.0,0.0
2086,2087,0.036716707050800323,0.0,0.0,0.036716707050800323,0.0,0.0,0.0
753,2459,0.0366995669901371,0.0,0.0,0.0366995669901371,0.0,0.0,0.0
959,1499,0.036684490740299225,0.015961481258273125,0.018518518518518517,0.0354304528190846,0.0,0.0,0.03192296251654625
2631,3564,0.0366772897541523,0.0017017109785228968,0.0,0.03661487560751519,0.0,0.0,0.0
3327,3328,0.03667699173092842,0.4598182737827301,0.8333333333333334,0.003302040117611574,0.4241076707839966,0.011435460299253464,0.6994872093200684
1258,3322,0.03667384386062622,0.4990357756614685,0.5555555555555556,0.008165459441400458,0.3526722490787506,0.007979822345077991,0.20647472143173218
825,1916,0.03665674105286598,0.18235063552856445,0.15384615384615385,0.025361228560012952,0.16914579272270203,0.0,0.0
1715,2854,0.03665194287896156,0.014191781170666218,0.0,0.036131786526143586,0.0,0.015689531341195107,0.0
645,3269,0.03664785623550415,0.0,0.0,0.03664785623550415,0.0,0.0,0.0
558,1472,0.036635592579841614,0.06753046065568924,0.03125,0.03309402494476417,0.049084585160017014,0.0,0.13506092131137848
1758,3471,0.03663386031985283,0.0,0.0,0.03663386031985283,0.0,0.0,0.0
2179,2352,0.03663133084774017,0.0,0.0,0.03663133084774017,0.0,0.0,0.0
123,1354,0.036622870713472366,0.03244391828775406,0.0375,0.034105880740259685,0.01656971126794815,0.0,0.03988555446267128
1531,1544,0.03661613538861275,0.02760416828095913,0.05,0.03382510855426974,0.013516311533749104,0.0,0.0
207,2179,0.036614712327718735,0.0,0.0625,0.034326292807236314,0.0,0.0,0.0
207,2352,0.03659677878022194,0.0,0.0,0.03659677878022194,0.0,0.0,0.0
416,798,0.0365932434797287,0.0,0.0,0.0365932434797287,0.0,0.0,0.0
2067,3640,0.03659201040863991,0.0,0.0,0.03659201040863991,0.0,0.0,0.0
805,1499,0.036569368094205856,0.024916695430874825,0.019230769230769232,0.03497244605100869,0.01573985442519188,0.0,0.042357463389635086
1559,2754,0.03656625747680664,0.41911280155181885,0.1,0.01911678377709336,0.4470515847206116,0.0,0.0
70,2349,0.036555930972099304,0.0,0.0,0.036555930972099304,0.0,0.0,0.0
1761,2349,0.03655300661921501,0.0,0.041666666666666664,0.035029964676747724,0.0,0.0,0.0
2450,2451,0.03655199706554413,0.5886898636817932,1.0,0.0,0.4096929132938385,0.0030730399303138256,0.8595178723335266
1475,1476,0.03653445839881897,0.4963139295578003,1.0,0.0,0.4880542755126953,0.0,0.8862321972846985
1746,2880,0.03652961179614067,0.07327644526958466,0.17391304347826086,0.027965399227660448,0.09531550854444504,0.0036711341235786676,0.0
1920,2002,0.03650255128741264,0.2655816376209259,0.2,0.021446515151327807,0.30285292863845825,0.0,0.4236544668674469
2029,3269,0.03650126978754997,0.1553308069705963,0.18181818181818182,0.025225771169453227,0.12316051870584488,0.0,0.0
2280,3516,0.03649658337235451,0.22492077946662903,0.18181818181818182,0.023144517321034678,0.21346843242645264,0.0,0.1766950637102127
2931,3206,0.03647535294294357,0.0,0.0,0.03647535294294357,0.0,0.0,0.0
850,2391,0.036461543291807175,0.0,0.0,0.036461543291807175,0.0,0.0,0.0
2142,2143,0.03645825386047363,0.2542304992675781,0.13636363636363635,0.023481800991042044,0.16911384463310242,0.010714570991694927,0.4427812397480011
645,2029,0.03643329069018364,0.0,0.0,0.03643329069018364,0.0,0.0,0.0
777,1496,0.03643070161342621,0.0,0.0,0.03643070161342621,0.0,0.0,0.0
2654,3366,0.0364200733602047,0.12302878499031067,0.42857142857142855,0.01825106056310899,0.1290193647146225,0.003947003744542599,0.0
2847,3623,0.03641768917441368,0.0018688644049689174,0.0,0.036349629451404394,0.0,0.0037377288099378347,0.0
13,715,0.03641514107584953,0.12275177240371704,0.03571428571428571,0.030804220896226975,0.1642855703830719,0.0,0.0
877,1318,0.036401115357875824,0.004326898138970137,0.06666666666666667,0.0338273706769389,0.0,0.0,0.0
2838,2840,0.03639433532953262,0.1107541099190712,0.15384615384615385,0.02738451109647341,0.11128512024879456,0.0,0.21273119747638702
2163,2190,0.03639362007379532,0.16027022898197174,0.19047619047619047,0.02473970029849759,0.133946493268013,0.006193754728883505,0.051501885056495667
731,1981,0.036386050283908844,0.37777596712112427,0.08333333333333333,0.020753585369171712,0.2686103582382202,0.0,0.2127382606267929
1727,2853,0.036358874291181564,0.056829117238521576,0.037037037037037035,0.03302253409618929,0.04202597588300705,0.018034353852272034,0.0
395,2637,0.036354973912239075,0.0,0.0,0.036354973912239075,0.0,0.0,0.0
1882,2625,0.03634721413254738,0.0,0.0,0.03634721413254738,0.0,0.0,0.0
1472,3502,0.036346435546875,0.0,0.0,0.036346435546875,0.0,0.0,0.0
2202,2581,0.03634391725063324,0.29945868253707886,0.375,0.015912759795326248,0.19830359518527985,0.0,0.0
1566,1814,0.03632650151848793,0.0,0.0,0.03632650151848793,0.0,0.0,0.0
746,1993,0.036318883299827576,0.0,0.0,0.036318883299827576,0.0,0.0,0.0
1072,1389,0.036318618804216385,0.0,0.0,0.036318618804216385,0.0,0.0,0.0
2410,2977,0.036318521946668625,0.04709649085998535,0.09302325581395349,0.03138869379954901,0.021554771810770035,0.0,0.0941929817199707
1779,2503,0.03631341829895973,0.0,0.0,0.03631341829895973,0.0,0.0,0.0
558,3502,0.03631184995174408,0.0,0.0,0.03631184995174408,0.0,0.0,0.0
874,1748,0.03631114587187767,0.0,0.0,0.03631114587187767,0.0,0.0,0.0
381,2025,0.03630201518535614,0.0,0.0,0.03630201518535614,0.0,0.0,0.0
1159,2202,0.03629898652434349,0.1814182549715042,0.3684210526315789,0.018766539620123965,0.09164722263813019,0.0,0.0
2123,2495,0.036296047270298004,0.0,0.0,0.036296047270298004,0.0,0.0,0.0
838,3502,0.03629196807742119,0.0,0.0,0.03629196807742119,0.0,0.0,0.0
3092,3289,0.03627454489469528,0.0,0.0,0.03627454489469528,0.0,0.0,0.0
76,3588,0.03627185523509979,0.17199525237083435,0.13333333333333333,0.026028832561316377,0.11378278583288193,0.0,0.0
2847,3180,0.03625385835766792,0.07953827828168869,0.125,0.029199002772476956,0.04836996644735336,0.003967869095504284,0.15907655656337738
501,1333,0.036242954432964325,0.0,0.0,0.036242954432964325,0.0,0.0,0.0
962,2435,0.036240413784980774,0.0,0.0,0.036240413784980774,0.0,0.0,0.0
420,421,0.0362381637096405,0.10115427523851395,0.2777777777777778,0.02352459671150131,0.0814521312713623,0.0,0.2023085504770279
1602,1779,0.03623196855187416,0.0,0.02564102564102564,0.03530294371721072,0.0,0.0,0.0
1522,2676,0.03622819483280182,0.0,0.0,0.03622819483280182,0.0,0.0,0.0
680,1644,0.03622635453939438,0.1225464940071106,0.11764705882352941,0.028047301588176195,0.05900391563773155,0.0,0.24023553729057312
2839,2840,0.036226194351911545,0.12268524616956711,0.16666666666666666,0.026484812316717246,0.0,0.0,0.0
871,1892,0.036225441843271255,0.07443354278802872,0.06666666666666667,0.03129378360996055,0.09729522466659546,0.0,0.14311450719833374
1599,1965,0.03621919825673103,0.0,0.07142857142857142,0.03363211266696453,0.0,0.0,0.0
2547,3464,0.03621218726038933,0.0,0.0,0.03621218726038933,0.0,0.0,0.0
515,2235,0.03619544953107834,0.0,0.0,0.03619544953107834,0.0,0.0,0.0
956,1805,0.0361921489238739,0.0,0.0,0.0361921489238739,0.0,0.0,0.0
2532,3129,0.03618498891592026,0.0025355066172778606,0.0,0.03609324163707782,0.0,0.0,0.0
231,2256,0.036181773990392685,0.0,0.0,0.036181773990392685,0.0,0.0,0.0
480,2447,0.03617990016937256,0.1743621677160263,0.25,0.0224036207610685,0.048558253794908524,0.013973137363791466,0.3487243354320526
2503,2563,0.036163076758384705,0.0,0.0,0.036163076758384705,0.0,0.0,0.0
284,1333,0.03615899756550789,0.0,0.022222222222222223,0.03535546428627438,0.0,0.0,0.0
825,998,0.03615763038396835,0.0,0.0,0.03615763038396835,0.0,0.0,0.0
2351,2352,0.036157310009002686,0.05188403278589249,0.047619047619047616,0.032648879000996105,0.0,0.0,0.10376806557178497
1462,2026,0.03614693507552147,0.04771474003791809,0.07142857142857142,0.0319634653605665,0.05879950523376465,0.0,0.0
2555,3570,0.03613985329866409,0.0,0.0,0.03613985329866409,0.0,0.0,0.0
2458,3137,0.03613505885004997,0.0,0.0625,0.03387661767192185,0.0,0.0,0.0
2278,3307,0.03613342344760895,0.39857447147369385,0.5714285714285714,0.009313527126189873,0.3722485303878784,0.0,0.0
3180,3623,0.036133136600255966,0.17906808853149414,0.1,0.026696560406940684,0.0,0.003680275287479162,0.0
307,2195,0.036132656037807465,0.0,0.0,0.036132656037807465,0.0,0.0,0.0
1068,1069,0.036127734929323196,0.1453995406627655,0.09090909090909091,0.028067980786739503,0.14752377569675446,0.0,0.290799081325531
1619,2450,0.03612552583217621,0.0,0.0,0.03612552583217621,0.0,0.0,0.0
2230,2879,0.03610634803771973,0.0034392201341688633,0.0,0.03598217035857709,0.0,0.0034162357915192842,0.0
1624,3249,0.03610435500741005,0.002286324044689536,0.0,0.0360218087524386,0.0,0.004572648089379072,0.0
1312,1622,0.03609886392951012,0.0,0.0,0.03609886392951012,0.0,0.0,0.0
1602,2503,0.036098118871450424,0.022068578749895096,0.05555555555555555,0.03334029109838982,0.0,0.0,0.0
998,1916,0.03609123080968857,0.0,0.0,0.03609123080968857,0.0,0.0,0.0
207,2351,0.036086421459913254,0.0,0.02631578947368421,0.035136778789915536,0.0,0.0,0.0
455,3327,0.03607756644487381,0.0,0.0,0.03607756644487381,0.0,0.0,0.0
580,1567,0.03607526049017906,0.0,0.0,0.03607526049017906,0.0,0.0,0.0
2179,2351,0.03606105223298073,0.0,0.0,0.03606105223298073,0.0,0.0,0.0
672,1854,0.03605608642101288,0.0,0.0,0.03605608642101288,0.0,0.0,0.0
1462,3463,0.036051660776138306,0.0,0.0,0.036051660776138306,0.0,0.0,0.0
1520,3170,0.03605144843459129,0.0,0.0,0.03605144843459129,0.0,0.0,0.0
2730,2732,0.03605123609304428,0.0975240096449852,0.05555555555555555,0.03072785416344856,0.09918724000453949,0.004794946406036615,0.1950480192899704
