case_type,idx,family,item_id,target_title,original_rank,r693_rank,r693_failure_type,r693_top1_history_repeat,r693_top10_history_repeat_count,original_top5,r693_top5
r693_lost_vs_original_at10,677,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",7.0,23.0,L1_miss,1,2,"<a_202><b_198><c_218> :: ids=[950] :: fam=tape :: X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear
<a_202><b_62><c_182> :: ids=[116] :: fam=tape :: Rescue Tape RT1000201202USCO
<a_244><b_59><c_105> :: ids=[517] :: fam=other :: Dap 18370 Self-Leveling Concrete 3.0 Sealant 9.0-Ounce
<a_202><b_198><c_76> :: ids=[1373] :: fam=tape :: X-Treme Tape TPE-XZLBRD Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Bright Red
<a_244><b_185><c_140> :: ids=[1432] :: fam=other :: Sashco Pre-Caulking Filler Rope Backer Rod Roll, 100' Length x 3/8"" Width, Grey","<a_31><b_171><c_120> :: ids=[950] :: fam=tape :: X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear
<a_31><b_171><c_89> :: ids=[2596] :: fam=tape :: X-Treme Tape TPE-XZLYEL Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Yellow
<a_31><b_171><c_9> :: ids=[450] :: fam=tape :: X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black
<a_31><b_171><c_67> :: ids=[1373] :: fam=tape :: X-Treme Tape TPE-XZLBRD Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Bright Red
<a_31><b_171><c_232> :: ids=[975] :: fam=tape :: X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black"
r693_lost_vs_original_at10,826,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",5.0,19.0,L1_miss,1,1,"<a_193><b_104><c_2> :: ids=[534] :: fam=other :: Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch
<a_193><b_104><c_0> :: ids=[907] :: fam=other :: Century Drill and Tool 76423 Fine Drill Radial Wire Brush, 2-1/2-Inch
<a_159><b_169><c_154> :: ids=[2180] :: fam=other :: Jonard Tools Mid Span Slitter (1.2mm-3.3mm)
<a_71><b_106><c_76> :: ids=[245] :: fam=other :: Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2)
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer","<a_238><b_46><c_23> :: ids=[534] :: fam=other :: Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch
<a_92><b_200><c_192> :: ids=[341] :: fam=other :: Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack
<a_238><b_232><c_129> :: ids=[335] :: fam=other :: Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch
<a_31><b_155><c_192> :: ids=[168] :: fam=tape :: Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft
<a_238><b_57><c_66> :: ids=[333] :: fam=other :: DEWALT DW4930 4-Inch by 5/8-Inch-11 Full Cable Twist Wire Wheel/Carbon Steel .020-Inch"
r693_lost_vs_original_at10,1001,gauge_meter,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",1.0,,leaf_or_rank_miss_after_L2_hit,1,1,"<a_224><b_188><c_21> :: ids=[339] :: fam=gauge_meter :: Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)
<a_73><b_231><c_56> :: ids=[734] :: fam=other :: microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)
<a_73><b_58><c_117> :: ids=[2229] :: fam=other :: Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket
<a_73><b_110><c_3> :: ids=[1824] :: fam=other :: DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10
<a_17><b_80><c_8> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size","<a_7><b_134><c_167> :: ids=[1171] :: fam=other :: Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_92><b_110><c_254> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool
<a_7><b_110><c_167> :: ids=[1152] :: fam=other :: Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF
<a_7><b_91><c_0> :: ids=[663] :: fam=other :: Anytime Tools 1-2-3 Blocks Matched Pair Hardened Steel 1 Hole (1""x2""x3"") 123 Set Precision Machinist Milling"
r693_lost_vs_original_at10,1532,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",3.0,42.0,L1_miss,1,2,"<a_44><b_12><c_201> :: ids=[3240] :: fam=other :: C-Clear 44 Lens Cleaning Cleaner Solution, 1 Gallon Capacity
<a_44><b_9><c_168> :: ids=[283] :: fam=other :: Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_210><b_12><c_10> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply
<a_44><b_9><c_196> :: ids=[780] :: fam=other :: Dynarex 2513 SafeTouch Nitrile Exam Gloves, Non-Latex, Powder Free, Large, Blue (Pack of 100)","<a_214><b_200><c_245> :: ids=[3240] :: fam=other :: C-Clear 44 Lens Cleaning Cleaner Solution, 1 Gallon Capacity
<a_62><b_124><c_12> :: ids=[207] :: fam=other :: iRobot Roomba 880 Robot Vacuum
<a_211><b_154><c_68> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply
<a_214><b_77><c_172> :: ids=[515] :: fam=other :: Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz)
<a_62><b_146><c_118> :: ids=[3145] :: fam=other :: Dirt Devil Vacuum Cleaner Pro Power Bagless Corded Upright Vacuum UD70172"
r693_lost_vs_original_at10,2804,gauge_meter,266,"iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy",9.0,,L1_miss,1,4,"<a_251><b_198><c_188> :: ids=[1158] :: fam=gauge_meter :: 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 24"" Length
<a_17><b_217><c_0> :: ids=[216, 217] :: fam=other :: Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG / Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG
<a_15><b_206><c_230> :: ids=[54] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_104><b_186><c_66> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_224><b_153><c_5> :: ids=[2733] :: fam=fastener :: Hilitchi 210pcs M3 Stainless Steel Hex Socket Head Cap Screws Nuts Assortment Kit with Box (M3)","<a_162><b_228><c_221> :: ids=[1158] :: fam=gauge_meter :: 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 24"" Length
<a_162><b_228><c_177> :: ids=[1157] :: fam=gauge_meter :: 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length
<a_162><b_228><c_133> :: ids=[1156] :: fam=gauge_meter :: 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length
<a_243><b_159><c_162> :: ids=[1125] :: fam=gauge_meter :: 304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.625"" Diameter, 60"" Length
<a_81><b_167><c_6> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100"
r693_lost_vs_original_at10,3590,gauge_meter,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",9.0,,L1_miss,1,2,"<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_109><b_74><c_57> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_94><b_35><c_31> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100
<a_229><b_166><c_248> :: ids=[1834] :: fam=other :: General Hydroponics Ph 7.0 Calibration Solution - 8 Ounces, 1 bottle
<a_229><b_95><c_66> :: ids=[1499] :: fam=other :: Smart Weigh CW-500G Carbon Steel 500g OIML Class M1: &plusmn; 25 mg Calibration Weight with Chrome Finish","<a_153><b_222><c_166> :: ids=[1834] :: fam=other :: General Hydroponics Ph 7.0 Calibration Solution - 8 Ounces, 1 bottle
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_153><b_36><c_53> :: ids=[2774] :: fam=other :: HM Digital PH-80 pH HydroTester, 0-14 pH Range, 1 pH Resolution, 2% Readout Accuracy
<a_153><b_36><c_55> :: ids=[1946] :: fam=gauge_meter :: New Mini Digital Pen Type PH Meter PH-009 I Multimeter Tester Hydro
<a_153><b_36><c_155> :: ids=[821] :: fam=other :: Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit"
r693_lost_vs_original_at10,3595,gauge_meter,2929,"Install Bay 3MHST34 3M Heat Shrink Tubing 3/4"" Diameter 4G 4-Ft",8.0,32.0,L2_miss_after_L1_hit,1,1,"<a_228><b_153><c_0> :: ids=[3019] :: fam=other :: Install Bay Heat Shrink 3/8 Inch x 4 Feet
<a_228><b_137><c_88> :: ids=[1911] :: fam=gauge_meter :: uxcell 1 Meter 65 Flat width 40mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black
<a_228><b_153><c_146> :: ids=[1293] :: fam=other :: Install Bay Heat Shrink 1/8 Inch x 4 Feet
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_228><b_187><c_137> :: ids=[399] :: fam=other :: Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES","<a_115><b_179><c_232> :: ids=[3397] :: fam=gauge_meter :: Install Bay 3MHST1 Heat Shrink 1 Inch (diameter) x 4 Foot
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size
<a_115><b_155><c_242> :: ids=[1839] :: fam=gauge_meter :: Bare Copper Wire, Bright, 14 AWG, 0.064"" Diameter, 80' Length (Pack of 1)
<a_115><b_213><c_222> :: ids=[399] :: fam=other :: Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES
<a_31><b_155><c_192> :: ids=[168] :: fam=tape :: Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft"
r693_lost_vs_original_at10,3803,gauge_meter,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8.0,42.0,L1_miss,1,2,"<a_108><b_93><c_55> :: ids=[1314] :: fam=other :: Kerick Valve MA052 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/2"" NPT Male
<a_108><b_201><c_3> :: ids=[1421] :: fam=connector_fitting :: Banjo HB075 Polypropylene Hose Fitting, Adapter, 3/4"" NPT Male x 3/4"" Barbed
<a_108><b_3><c_204> :: ids=[980] :: fam=connector_fitting :: Anderson Metals Brass Pipe Fitting, Adapter, 1/8"" Male Pipe x 1/8"" Female Pipe
<a_108><b_42><c_9> :: ids=[101] :: fam=connector_fitting :: Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass
<a_108><b_49><c_206> :: ids=[2005] :: fam=connector_fitting :: Thogus Polypropylene Tube Fitting, Tee, Black, 3/4"" x 3/4"" x 1/2"" Barbed (Pack of 10)","<a_231><b_44><c_73> :: ids=[1421] :: fam=connector_fitting :: Banjo HB075 Polypropylene Hose Fitting, Adapter, 3/4"" NPT Male x 3/4"" Barbed
<a_231><b_44><c_28> :: ids=[2529] :: fam=connector_fitting :: Dixon TCF73 Nylon Tuff-Lite Fitting, Short Shank Coupling, 3/4"" GHT Female x 3/8"" Hose ID Barbed
<a_181><b_82><c_28> :: ids=[742] :: fam=other :: Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female
<a_181><b_246><c_255> :: ids=[1772] :: fam=connector_fitting :: Dixon Valve HHP2M Brass Fitting, Hex Head Plug, 1/4"" NPT Male
<a_231><b_44><c_48> :: ids=[3339] :: fam=connector_fitting :: Eaton Weatherhead 3220X12X8 Brass CA360 Fitting, Bushing, 1/2"" NPT Female x 3/4"" NPT Male"
r693_lost_vs_original_at10,4183,gauge_meter,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",10.0,39.0,L2_miss_after_L1_hit,1,1,"<a_180><b_226><c_0> :: ids=[2956, 2957] :: fam=other :: DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head) / DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Came
<a_210><b_156><c_39> :: ids=[119] :: fam=other :: Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)
<a_236><b_71><c_179> :: ids=[2706] :: fam=other :: Uxcell a11090800ux0200 Key Lock on/off Switch Red Mushroom Push Button Station
<a_210><b_156><c_215> :: ids=[526] :: fam=ventilation_fan :: Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G
<a_236><b_106><c_37> :: ids=[869] :: fam=connector_fitting :: Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal","<a_8><b_182><c_0> :: ids=[2956, 2957] :: fam=other :: DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head) / DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Came
<a_134><b_254><c_47> :: ids=[145] :: fam=other :: Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_190><b_26><c_155> :: ids=[2670] :: fam=other :: FLIR ONE Thermal Imager for iOS
<a_190><b_26><c_4> :: ids=[263] :: fam=other :: FLIR ONE Thermal Imager for Android"
r693_lost_vs_original_at10,702,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",2.0,29.0,L1_miss,0,0,"<a_150><b_224><c_58> :: ids=[3431] :: fam=fastener :: 1/4 Dram AMBER Glass Vial - Screw Cap w/ Orifice Reducer - Pack of 24
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_150><b_14><c_0> :: ids=[385] :: fam=other :: Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)
<a_107><b_90><c_50> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black
<a_107><b_90><c_68> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black","<a_148><b_162><c_3> :: ids=[385] :: fam=other :: Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)
<a_89><b_47><c_141> :: ids=[2688] :: fam=other :: Forney 70487 Tube Brush, Nylon with Wire Loop Handle, 15-1/2-Inch-by-1-1/4-Inch
<a_211><b_154><c_68> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply
<a_159><b_181><c_184> :: ids=[240] :: fam=other :: Plant Therapy 2 ml (5/8 dram) Amber Glass Essential Oil Bottle with Orifice Reducer and cap- 12 pack
<a_81><b_167><c_6> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100"
r693_lost_vs_original_at10,942,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",2.0,19.0,L1_miss,0,0,"<a_165><b_59><c_69> :: ids=[675] :: fam=adhesive_epoxy :: J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_165><b_107><c_20> :: ids=[257] :: fam=adhesive_epoxy :: Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown
<a_165><b_247><c_68> :: ids=[57] :: fam=adhesive_epoxy :: Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear
<a_165><b_234><c_74> :: ids=[2600] :: fam=adhesive_epoxy :: PC Products 80115 PC-11 Two-Part Marine Grade Epoxy Adhesive Paste, 1/2 lb in Two Cans, Off White","<a_180><b_43><c_250> :: ids=[3259] :: fam=adhesive_epoxy :: System Three 1-Quart SculpWood Moldable Epoxy Putty, 90301
<a_180><b_137><c_100> :: ids=[749] :: fam=other :: BSI Bob Smith 152 Insta Set Accelerator, 8 oz.
<a_180><b_49><c_141> :: ids=[1721] :: fam=adhesive_epoxy :: Bob Smith 206 Slow-Cure 9oz Epoxy
<a_180><b_213><c_37> :: ids=[958] :: fam=other :: Bob Smith Industries BSI-109 Insta-Cure Gap Filling, 8 oz.
<a_180><b_169><c_217> :: ids=[2370] :: fam=adhesive_epoxy :: K & R S-320 E-Z Bond Thick Big Gap Filling Instant Glue, 2 oz Bottle"
r693_lost_vs_original_at10,994,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",9.0,29.0,L1_miss,0,1,"<a_44><b_124><c_167> :: ids=[2793] :: fam=other :: First Aid Only Splinter Out, 10 Per Box
<a_44><b_131><c_6> :: ids=[3001] :: fam=other :: Waterjel 2421 Water-Jel Unit Dose Burn Gel, 3.5 gm Packet (Pack of 6)
<a_44><b_98><c_14> :: ids=[787] :: fam=other :: Covidien 6818 Webcol Alcohol Prep, Sterile, Medium, 2-Ply (Pack of 200)
<a_44><b_131><c_128> :: ids=[1442] :: fam=other :: First Aid Only 4"" X 4"" Water Jel Burn Dressing, Sterile (Pack of 3)
<a_210><b_156><c_39> :: ids=[119] :: fam=other :: Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)","<a_17><b_5><c_140> :: ids=[1532] :: fam=other :: First Voice TS-3183 Sterile Self-Adherent Stretch Sensi-Wrap Bandage, 5 yds Length x 3"" Width (Pack of 10)
<a_31><b_50><c_138> :: ids=[116] :: fam=tape :: Rescue Tape RT1000201202USCO
<a_214><b_77><c_172> :: ids=[515] :: fam=other :: Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz)
<a_144><b_91><c_251> :: ids=[2793] :: fam=other :: First Aid Only Splinter Out, 10 Per Box
<a_133><b_157><c_200> :: ids=[2328] :: fam=other :: iMBAPrice iMBA-100-4x6 Reclosable Bags"
r693_lost_vs_original_at10,1112,gauge_meter,2278,"GREX P6/35L 23 Gauge 1-3/8-Inch Length Headless Pins (10,000 per box)",1.0,,L1_miss,0,1,"<a_42><b_117><c_0> :: ids=[2278] :: fam=gauge_meter :: GREX P6/35L 23 Gauge 1-3/8-Inch Length Headless Pins (10,000 per box)
<a_173><b_93><c_124> :: ids=[40] :: fam=other :: Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon
<a_173><b_93><c_136> :: ids=[74] :: fam=other :: Hot Max 27050 Tap Magic Cutting Fluid, 4 oz.
<a_42><b_117><c_237> :: ids=[92] :: fam=gauge_meter :: GREX P6/MP-3 23 Gauge Multi-Pack Headless Pins (3,000 per box)
<a_193><b_113><c_101> :: ids=[265] :: fam=other :: ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]","<a_185><b_83><c_203> :: ids=[457] :: fam=other :: CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle
<a_185><b_22><c_219> :: ids=[40] :: fam=other :: Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon
<a_209><b_33><c_25> :: ids=[577] :: fam=other :: Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel
<a_185><b_2><c_12> :: ids=[123] :: fam=other :: Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size"
r693_lost_vs_original_at10,1923,gauge_meter,2278,"GREX P6/35L 23 Gauge 1-3/8-Inch Length Headless Pins (10,000 per box)",2.0,,L2_miss_after_L1_hit,0,1,"<a_42><b_117><c_237> :: ids=[92] :: fam=gauge_meter :: GREX P6/MP-3 23 Gauge Multi-Pack Headless Pins (3,000 per box)
<a_42><b_117><c_0> :: ids=[2278] :: fam=gauge_meter :: GREX P6/35L 23 Gauge 1-3/8-Inch Length Headless Pins (10,000 per box)
<a_42><b_117><c_14> :: ids=[2277] :: fam=gauge_meter :: GREX P6/20L 23 Gauge 3/4-Inch Length Headless Pins (10,000 per box)
<a_42><b_117><c_6> :: ids=[3307] :: fam=gauge_meter :: GREX P6/12L 23 Gauge 1/2-Inch Length Headless Pins (10,000 per box)
<a_15><b_155><c_49> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />","<a_100><b_87><c_24> :: ids=[659] :: fam=other :: Stanley MR100CG Contractor Grade Riveter
<a_100><b_170><c_136> :: ids=[2277] :: fam=gauge_meter :: GREX P6/20L 23 Gauge 3/4-Inch Length Headless Pins (10,000 per box)
<a_124><b_153><c_37> :: ids=[675] :: fam=adhesive_epoxy :: J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
<a_78><b_171><c_172> :: ids=[114] :: fam=adhesive_epoxy :: Super Glue 15187 Super Glue, 12-Pack
<a_78><b_165><c_1> :: ids=[202] :: fam=adhesive_epoxy :: Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882)"
r693_lost_vs_original_at10,2303,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",7.0,16.0,L1_miss,0,1,"<a_52><b_156><c_106> :: ids=[1667] :: fam=other :: CloSYS Trial Size Intro Kit TSA Compliant
<a_193><b_203><c_191> :: ids=[1255] :: fam=other :: SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150
<a_193><b_37><c_133> :: ids=[1415] :: fam=other :: SE 8436MVC 3"" Universal Table Vise
<a_71><b_127><c_119> :: ids=[516] :: fam=other :: 100pc 1/4"" Grommets Eyelets for Clothes, Leather, Canvas - Self-Backing
<a_193><b_113><c_248> :: ids=[1030] :: fam=other :: SE DT220R 180 Grit Diamond Burr Set with 1/8"" Shank, 20-Piece","<a_92><b_168><c_225> :: ids=[1255] :: fam=other :: SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150
<a_209><b_171><c_16> :: ids=[516] :: fam=other :: 100pc 1/4"" Grommets Eyelets for Clothes, Leather, Canvas - Self-Backing
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_92><b_110><c_254> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool
<a_118><b_59><c_100> :: ids=[281] :: fam=other :: SE TL10 10-Piece Test Lead Set with Alligator Clips"
