item_a,item_b,coarse_affinity,mid_affinity,reliability,rule,weak_threshold
2320,3081,0.1901574432849884,0.0018626671517267823,0.1771553834014487,coarse_candidate_mid_graph_weak,0.027241839095950127
1552,3023,0.17713379859924316,0.0,0.17713379859924316,coarse_candidate_mid_graph_weak,0.017682488542050123
934,2025,0.17522168159484863,0.0,0.17522168159484863,coarse_candidate_mid_graph_weak,0.012771007139235735
1776,3388,0.17504337430000305,0.0,0.17504337430000305,coarse_candidate_mid_graph_weak,0.04788282699882984
1490,3407,0.26482921838760376,0.004445887636393309,0.17465290643028403,coarse_candidate_mid_graph_weak,0.01305665448307991
878,2901,0.17397619783878326,0.0,0.17397619783878326,coarse_candidate_mid_graph_weak,0.008112413110211492
1470,2570,0.18910042941570282,0.007562299259006977,0.17352009850057876,coarse_candidate_mid_graph_weak,0.09178457409143448
409,3290,0.1726941168308258,0.0,0.1726941168308258,coarse_candidate_mid_graph_weak,0.0
129,3171,0.4064059853553772,0.19129076600074768,0.16985967658394638,coarse_candidate_mid_graph_weak,0.3286532461643219
1209,3056,0.1696815937757492,0.0,0.1696815937757492,coarse_candidate_mid_graph_weak,0.006699046120047569
1176,1933,0.17896848917007446,0.003751522395759821,0.16869701302184062,coarse_candidate_mid_graph_weak,0.06536590121686459
795,1335,0.18318484723567963,0.001856864895671606,0.168207010857598,coarse_candidate_mid_graph_weak,0.022710190154612064
1502,1504,0.21883022785186768,0.00370430457405746,0.1680551483037444,coarse_candidate_mid_graph_weak,0.015964796533808112
835,2870,0.19620968401432037,0.008665061555802822,0.1675335010838133,coarse_candidate_mid_graph_weak,0.05928853899240494
324,469,0.21419492363929749,0.0021749064326286316,0.16694946999355298,coarse_candidate_mid_graph_weak,0.009860290912911296
287,3336,0.16692687571048737,0.0,0.16692687571048737,coarse_candidate_mid_graph_weak,0.02215819014236331
381,1743,0.16516514122486115,0.0,0.16516514122486115,coarse_candidate_mid_graph_weak,0.026415950153023005
524,1448,0.16418969631195068,0.0,0.16418969631195068,coarse_candidate_mid_graph_weak,0.0
948,1943,0.1641252040863037,0.0,0.1641252040863037,coarse_candidate_mid_graph_weak,0.0013190536410547793
486,487,0.16373847424983978,0.0,0.16373847424983978,coarse_candidate_mid_graph_weak,0.052638184279203415
1247,1537,0.17056220769882202,0.004100759979337454,0.16265746313551732,coarse_candidate_mid_graph_weak,0.08848289400339127
1622,2824,0.161889910697937,0.0,0.161889910697937,coarse_candidate_mid_graph_weak,0.0
2962,3657,0.16781508922576904,0.0008258118177764118,0.16187061467521763,coarse_candidate_mid_graph_weak,0.023313025012612343
781,3015,0.16144879162311554,0.0,0.16144879162311554,coarse_candidate_mid_graph_weak,0.06433223839849234
1385,2348,0.19196262955665588,0.004845051094889641,0.16126370073142662,coarse_candidate_mid_graph_weak,0.030296456068754196
69,2020,0.1603044867515564,0.0,0.1603044867515564,coarse_candidate_mid_graph_weak,0.003653338411822915
861,1704,0.16026996076107025,0.0,0.16026996076107025,coarse_candidate_mid_graph_weak,0.02941575739532709
380,2481,0.17463408410549164,0.01362840086221695,0.15879569329501358,coarse_candidate_mid_graph_weak,0.15026673674583435
2289,2290,0.15872250497341156,0.0,0.15872250497341156,coarse_candidate_mid_graph_weak,0.014914924278855324
471,1799,0.16838385164737701,0.0016997267957776785,0.15770742809079957,coarse_candidate_mid_graph_weak,0.026807342655956745
276,3140,0.15759113430976868,0.0,0.15759113430976868,coarse_candidate_mid_graph_weak,0.011874805204570293
1914,2885,0.5505102276802063,0.2852332592010498,0.1570753904935096,coarse_candidate_mid_graph_weak,0.3991101235151291
415,3290,0.15694747865200043,0.0,0.15694747865200043,coarse_candidate_mid_graph_weak,0.013600811827927828
2917,3554,0.4690798819065094,0.24787262082099915,0.15575382529229512,coarse_candidate_mid_graph_weak,0.3710896596312523
127,2481,0.15569332242012024,0.0,0.15569332242012024,coarse_candidate_mid_graph_weak,0.0
2204,3472,0.15562939643859863,0.0,0.15562939643859863,coarse_candidate_mid_graph_weak,0.03377303434535861
1702,2760,0.1548977494239807,0.0,0.1548977494239807,coarse_candidate_mid_graph_weak,0.009067734004929662
1207,1606,0.1611240655183792,0.0007863520877435803,0.15476464102667978,coarse_candidate_mid_graph_weak,0.019923225045204163
2879,2881,0.15462598204612732,0.0,0.15462598204612732,coarse_candidate_mid_graph_weak,0.0
2502,3589,0.1540328413248062,0.0,0.1540328413248062,coarse_candidate_mid_graph_weak,0.02937333844602108
740,749,0.16658638417720795,0.0012847724137827754,0.1537088078874043,coarse_candidate_mid_graph_weak,0.016620021197013557
826,2107,0.15281756222248077,0.0,0.15281756222248077,coarse_candidate_mid_graph_weak,0.02662336267530918
21,491,0.15276877582073212,0.0,0.15276877582073212,coarse_candidate_mid_graph_weak,0.03462311066687107
1736,3153,0.15220120549201965,0.0,0.15220120549201965,coarse_candidate_mid_graph_weak,0.011238516541197896
1358,3586,0.27976280450820923,0.033434052020311356,0.1519518133134974,coarse_candidate_mid_graph_weak,0.0731830969452858
1527,3112,0.1519165188074112,0.0,0.1519165188074112,coarse_candidate_mid_graph_weak,0.030706007033586502
3101,3102,0.15140683948993683,0.0,0.15140683948993683,coarse_candidate_mid_graph_weak,0.007520235143601894
2550,3106,0.15121550858020782,0.0,0.15121550858020782,coarse_candidate_mid_graph_weak,0.0
160,2245,0.15094570815563202,0.0,0.15094570815563202,coarse_candidate_mid_graph_weak,0.017551910132169724
3013,3498,0.1498935967683792,0.0,0.1498935967683792,coarse_candidate_mid_graph_weak,0.003986652474850416
2624,3107,0.149489164352417,0.0,0.149489164352417,coarse_candidate_mid_graph_weak,0.026205729693174362
728,2366,0.149380162358284,0.0,0.149380162358284,coarse_candidate_mid_graph_weak,0.051887378096580505
898,1057,0.14863334596157074,0.0,0.14863334596157074,coarse_candidate_mid_graph_weak,0.005168371892068535
2853,3428,0.15464161336421967,0.001490681548602879,0.1479143642034863,coarse_candidate_mid_graph_weak,0.03426681458950043
731,3270,0.189839705824852,0.0038675477262586355,0.14716170880333804,coarse_candidate_mid_graph_weak,0.017203575000166893
2041,3143,0.1464761197566986,0.0,0.1464761197566986,coarse_candidate_mid_graph_weak,0.0
1184,3336,0.1464647799730301,0.0,0.1464647799730301,coarse_candidate_mid_graph_weak,0.0020522678387351334
2224,3195,0.15008307993412018,0.001130040385760367,0.14645539884684092,coarse_candidate_mid_graph_weak,0.046751612797379494
677,1428,0.1456545889377594,0.0,0.1456545889377594,coarse_candidate_mid_graph_weak,0.027602253947407007
3271,3368,0.14510469138622284,0.0,0.14510469138622284,coarse_candidate_mid_graph_weak,0.04219362325966358
2088,3477,0.1447059065103531,0.0,0.1447059065103531,coarse_candidate_mid_graph_weak,0.008389747701585293
509,2279,0.16062401235103607,0.0018234491581097245,0.14445690819016502,coarse_candidate_mid_graph_weak,0.01811639964580536
1460,1720,0.1440872699022293,0.0,0.1440872699022293,coarse_candidate_mid_graph_weak,0.0011091949418187141
672,3117,0.1433544009923935,0.0,0.1433544009923935,coarse_candidate_mid_graph_weak,0.06214470416307449
330,2226,0.14294999837875366,0.0,0.14294999837875366,coarse_candidate_mid_graph_weak,0.01582813262939453
1891,2040,0.14279286563396454,0.0,0.14279286563396454,coarse_candidate_mid_graph_weak,0.0
210,3334,0.199631005525589,0.011645066551864147,0.14239149621723796,coarse_candidate_mid_graph_weak,0.04061384126543999
2086,2823,0.15931276977062225,0.018416931852698326,0.14147772238694897,coarse_candidate_mid_graph_weak,0.16451049223542213
379,2836,0.169215127825737,0.006148253567516804,0.14126744173820205,coarse_candidate_mid_graph_weak,0.03722589090466499
2,952,0.14113149046897888,0.0,0.14113149046897888,coarse_candidate_mid_graph_weak,0.002012732205912471
2638,3180,0.1886100023984909,0.009761760011315346,0.1410703809934014,coarse_candidate_mid_graph_weak,0.03872907534241676
2641,3368,0.15961846709251404,0.012224273756146431,0.14101016237832423,coarse_candidate_mid_graph_weak,0.10485747456550598
2092,2605,0.32461607456207275,0.08946751803159714,0.14086397474282344,coarse_candidate_mid_graph_weak,0.15805312991142273
2711,3193,0.14080195128917694,0.0,0.14080195128917694,coarse_candidate_mid_graph_weak,0.0
583,1399,0.16211223602294922,0.004128752276301384,0.14062942475612614,coarse_candidate_mid_graph_weak,0.031156130135059357
1381,3364,0.14056101441383362,0.0,0.14056101441383362,coarse_candidate_mid_graph_weak,0.0
203,788,0.13996075093746185,0.0,0.13996075093746185,coarse_candidate_mid_graph_weak,0.009264239575713873
2243,2376,0.1952095478773117,0.006586612202227116,0.13924487205738145,coarse_candidate_mid_graph_weak,0.02297466341406107
2027,2557,0.1390886753797531,0.0,0.1390886753797531,coarse_candidate_mid_graph_weak,0.0066981876734644175
1142,1937,0.13877516984939575,0.0,0.13877516984939575,coarse_candidate_mid_graph_weak,0.05544396676123142
2081,3473,0.1459272801876068,0.007215294986963272,0.13859969002320424,coarse_candidate_mid_graph_weak,0.14369094744324684
241,2822,0.1382584571838379,0.0,0.1382584571838379,coarse_candidate_mid_graph_weak,0.03065398707985878
255,473,0.1528625786304474,0.004293045960366726,0.13688754486885737,coarse_candidate_mid_graph_weak,0.04107947973534465
1634,2919,0.1368476301431656,0.0,0.1368476301431656,coarse_candidate_mid_graph_weak,0.022324624471366405
1128,2757,0.13668309152126312,0.0,0.13668309152126312,coarse_candidate_mid_graph_weak,0.02538264449685812
2826,2828,0.13660307228565216,0.0,0.13660307228565216,coarse_candidate_mid_graph_weak,0.0512935109436512
688,1117,0.18263894319534302,0.0035219297278672457,0.13649657640074186,coarse_candidate_mid_graph_weak,0.013940366916358471
1924,3395,0.14175504446029663,0.0037583932280540466,0.1363982545491542,coarse_candidate_mid_graph_weak,0.09945717640221119
2546,3549,0.1361703723669052,0.0,0.1361703723669052,coarse_candidate_mid_graph_weak,0.04339626617729664
506,2817,0.19711613655090332,0.015212571248412132,0.13567364925023126,coarse_candidate_mid_graph_weak,0.04880406707525253
1503,2112,0.1354634016752243,0.0,0.1354634016752243,coarse_candidate_mid_graph_weak,0.0
437,1729,0.9261986613273621,0.4424445927143097,0.135328650850203,coarse_candidate_mid_graph_weak,0.5181529000401497
1937,2048,0.13522203266620636,0.0,0.13522203266620636,coarse_candidate_mid_graph_weak,0.0
1455,2022,0.13517819344997406,0.0,0.13517819344997406,coarse_candidate_mid_graph_weak,0.005712167359888554
394,1295,0.1348273754119873,0.0,0.1348273754119873,coarse_candidate_mid_graph_weak,0.019552113488316536
2383,2888,0.134754478931427,0.0,0.134754478931427,coarse_candidate_mid_graph_weak,0.02850154507905245
1427,3274,0.13465268909931183,0.0,0.13465268909931183,coarse_candidate_mid_graph_weak,0.005642565665766597
1820,2043,0.1345696747303009,0.0,0.1345696747303009,coarse_candidate_mid_graph_weak,0.017036060336977243
1875,1884,0.13431204855442047,0.0,0.13431204855442047,coarse_candidate_mid_graph_weak,0.03362543508410454
1789,2220,0.22723591327667236,0.007863017730414867,0.13377522470721978,coarse_candidate_mid_graph_weak,0.019117770716547966
435,958,0.13341525197029114,0.0,0.13341525197029114,coarse_candidate_mid_graph_weak,0.0
2348,3400,0.1332729160785675,0.0,0.1332729160785675,coarse_candidate_mid_graph_weak,0.01611728174611926
1828,2228,0.13306067883968353,0.0,0.13306067883968353,coarse_candidate_mid_graph_weak,0.035847753286361694
1270,2780,0.13250240683555603,0.0,0.13250240683555603,coarse_candidate_mid_graph_weak,0.008445282001048326
2294,2532,0.39743584394454956,0.12959414720535278,0.13201232090290088,coarse_candidate_mid_graph_weak,0.19404971599578857
1872,2000,0.1307048350572586,0.0,0.1307048350572586,coarse_candidate_mid_graph_weak,0.007462500827386975
740,972,0.13066990673542023,0.0,0.13066990673542023,coarse_candidate_mid_graph_weak,0.016620021197013557
416,1503,0.129696324467659,0.0,0.129696324467659,coarse_candidate_mid_graph_weak,0.029023680835962296
623,2235,0.12959444522857666,0.0,0.12959444522857666,coarse_candidate_mid_graph_weak,0.029255323112010956
1797,1812,0.162327378988266,0.006124160252511501,0.12942598733385202,coarse_candidate_mid_graph_weak,0.030215101316571236
498,1300,0.12899410724639893,0.0,0.12899410724639893,coarse_candidate_mid_graph_weak,0.0
448,2127,0.14662668108940125,0.004424510523676872,0.12890345644295403,coarse_candidate_mid_graph_weak,0.03660458559170365
1419,3250,0.1287645846605301,0.0,0.1287645846605301,coarse_candidate_mid_graph_weak,0.013643192127346992
3215,3416,0.12856316566467285,0.0,0.12856316566467285,coarse_candidate_mid_graph_weak,0.0006044032052159309
1304,1668,0.4754520654678345,0.0923769548535347,0.1284695816214943,coarse_candidate_mid_graph_weak,0.12657934054732323
1665,1827,0.12795411050319672,0.0,0.12795411050319672,coarse_candidate_mid_graph_weak,0.010499195428565145
1701,2587,0.12776891887187958,0.0,0.12776891887187958,coarse_candidate_mid_graph_weak,0.0
1957,2860,0.1275184601545334,0.0,0.1275184601545334,coarse_candidate_mid_graph_weak,0.0562627911567688
3051,3274,0.1693645566701889,0.006246418226510286,0.1270899207068566,coarse_candidate_mid_graph_weak,0.025024978443980217
28,755,0.17974986135959625,0.008633991703391075,0.12629308948086465,coarse_candidate_mid_graph_weak,0.029032033868134022
1426,3569,0.12609760463237762,0.0,0.12609760463237762,coarse_candidate_mid_graph_weak,0.03133364953100681
1028,2033,0.12607339024543762,0.0,0.12607339024543762,coarse_candidate_mid_graph_weak,0.0
453,584,0.12539042532444,0.0,0.12539042532444,coarse_candidate_mid_graph_weak,0.0
153,489,0.12536993622779846,0.0,0.12536993622779846,coarse_candidate_mid_graph_weak,0.023304753005504608
1771,3507,0.1557130068540573,0.005318427924066782,0.12478147058363787,coarse_candidate_mid_graph_weak,0.026773594319820404
2438,2446,0.12446652352809906,0.0,0.12446652352809906,coarse_candidate_mid_graph_weak,0.02862526662647724
1167,1611,0.12358726561069489,0.0,0.12358726561069489,coarse_candidate_mid_graph_weak,0.042051258496940136
1710,3124,0.12356522679328918,0.0,0.12356522679328918,coarse_candidate_mid_graph_weak,0.0016742487205192447
2065,3587,0.12353096902370453,0.0,0.12353096902370453,coarse_candidate_mid_graph_weak,0.01696612173691392
2876,3149,0.12347136437892914,0.0,0.12347136437892914,coarse_candidate_mid_graph_weak,0.023416094481945038
2672,3321,0.13870693743228912,0.010859418660402298,0.12306648216256197,coarse_candidate_mid_graph_weak,0.09630644880235195
1870,1980,0.12306644767522812,0.0,0.12306644767522812,coarse_candidate_mid_graph_weak,0.0052428836934268475
2087,2217,0.14708125591278076,0.005622207652777433,0.12225733020826011,coarse_candidate_mid_graph_weak,0.033311466220766306
1406,3106,0.14610059559345245,0.006156021263450384,0.1214679610352679,coarse_candidate_mid_graph_weak,0.03651247173547745
1667,2269,0.12102825194597244,0.0,0.12102825194597244,coarse_candidate_mid_graph_weak,0.0
2775,2807,0.14076566696166992,0.005425610113888979,0.12078905254289102,coarse_candidate_mid_graph_weak,0.03823168482631445
2474,3520,0.1572827249765396,0.015820790082216263,0.12073271919607112,coarse_candidate_mid_graph_weak,0.06808034423738718
1435,3215,0.12070004642009735,0.0,0.12070004642009735,coarse_candidate_mid_graph_weak,0.041846610605716705
258,470,0.12032642215490341,0.0,0.12032642215490341,coarse_candidate_mid_graph_weak,0.0
590,3436,0.11946502327919006,0.0,0.11946502327919006,coarse_candidate_mid_graph_weak,0.0
249,3480,0.11879370361566544,0.0,0.11879370361566544,coarse_candidate_mid_graph_weak,0.0
1648,2358,0.11849583685398102,0.0,0.11849583685398102,coarse_candidate_mid_graph_weak,0.042053026147186756
560,3010,0.11832328885793686,0.0,0.11832328885793686,coarse_candidate_mid_graph_weak,0.03165895817801356
649,2488,0.11825655400753021,0.0,0.11825655400753021,coarse_candidate_mid_graph_weak,0.044846308417618275
2714,2724,0.1194562315940857,0.0003812539507634938,0.11815074389547554,coarse_candidate_mid_graph_weak,0.034885935951024294
2339,2919,0.11801041662693024,0.0,0.11801041662693024,coarse_candidate_mid_graph_weak,0.0005815353360958397
517,657,0.11792811751365662,0.0,0.11792811751365662,coarse_candidate_mid_graph_weak,0.008486191858537495
48,515,0.11764498800039291,0.0,0.11764498800039291,coarse_candidate_mid_graph_weak,0.13735255599021912
329,2514,0.12699639797210693,0.0007955508772283792,0.11727188945647005,coarse_candidate_mid_graph_weak,0.01038942951709032
2731,3658,0.11705098301172256,0.0,0.11705098301172256,coarse_candidate_mid_graph_weak,0.032935287337750196
1065,1168,0.11701015383005142,0.0,0.11701015383005142,coarse_candidate_mid_graph_weak,0.04429897665977478
768,1495,0.11659855395555496,0.0,0.11659855395555496,coarse_candidate_mid_graph_weak,0.0019025058718398213
1163,1164,0.11624293774366379,0.0,0.11624293774366379,coarse_candidate_mid_graph_weak,0.012230558320879936
2401,2985,0.11607358604669571,0.0,0.11607358604669571,coarse_candidate_mid_graph_weak,0.030663219280540943
1127,3199,0.15230640769004822,0.005018041934818029,0.11599730150291841,coarse_candidate_mid_graph_weak,0.021049263421446085
1301,1356,0.1194002777338028,0.00111570511944592,0.11584271520925746,coarse_candidate_mid_graph_weak,0.037445723079144955
1980,3350,0.11554993689060211,0.0,0.11554993689060211,coarse_candidate_mid_graph_weak,0.0
920,2257,0.11550331860780716,0.0,0.11550331860780716,coarse_candidate_mid_graph_weak,0.0
1859,2865,0.11539091914892197,0.0,0.11539091914892197,coarse_candidate_mid_graph_weak,0.0
432,1483,0.11537507176399231,0.0,0.11537507176399231,coarse_candidate_mid_graph_weak,0.04210663679987192
445,1051,0.1153436228632927,0.0,0.1153436228632927,coarse_candidate_mid_graph_weak,0.00697780423797667
634,666,0.13876909017562866,0.018740467727184296,0.11534254079713314,coarse_candidate_mid_graph_weak,0.11101070046424866
1349,1890,0.11518343538045883,0.0,0.11518343538045883,coarse_candidate_mid_graph_weak,0.0003944336494896561
1600,2876,0.1151648461818695,0.0,0.1151648461818695,coarse_candidate_mid_graph_weak,0.02218419872224331
439,1440,0.11844484508037567,0.0011537406826391816,0.11487221383780614,coarse_candidate_mid_graph_weak,0.038250417448580265
43,1349,0.11471099406480789,0.0,0.11471099406480789,coarse_candidate_mid_graph_weak,0.0
1085,2199,0.11466093361377716,0.0,0.11466093361377716,coarse_candidate_mid_graph_weak,0.031918526627123356
465,2107,0.11390350013971329,0.0,0.11390350013971329,coarse_candidate_mid_graph_weak,0.0
2461,2483,0.12758061289787292,0.004038607235997915,0.11375511972592452,coarse_candidate_mid_graph_weak,0.03726796433329582
2425,2938,0.3756718039512634,0.2834724187850952,0.11366350432267452,coarse_candidate_mid_graph_weak,0.4064474105834961
564,742,0.11345034092664719,0.0,0.11345034092664719,coarse_candidate_mid_graph_weak,0.027518531307578087
1722,2375,0.1304037719964981,0.005823857616633177,0.11341628648820633,coarse_candidate_mid_graph_weak,0.044706616550683975
619,621,0.11252812296152115,0.0,0.11252812296152115,coarse_candidate_mid_graph_weak,0.009985544718801975
1660,1661,0.1434769481420517,0.01204120647162199,0.1124940605883813,coarse_candidate_mid_graph_weak,0.05576096009463072
930,2339,0.11231615394353867,0.0,0.11231615394353867,coarse_candidate_mid_graph_weak,0.00568714109249413
1852,2918,0.11228598654270172,0.0,0.11228598654270172,coarse_candidate_mid_graph_weak,0.0
3075,3493,0.1122581958770752,0.0,0.1122581958770752,coarse_candidate_mid_graph_weak,0.0342145012691617
1070,2824,0.11209658533334732,0.0,0.11209658533334732,coarse_candidate_mid_graph_weak,0.004610522068105638
254,2414,0.1116899698972702,0.0,0.1116899698972702,coarse_candidate_mid_graph_weak,0.0
1436,3554,0.1116069033741951,0.0,0.1116069033741951,coarse_candidate_mid_graph_weak,0.0258646123111248
127,2482,0.11146081984043121,0.0,0.11146081984043121,coarse_candidate_mid_graph_weak,0.0
1553,2655,0.19421827793121338,0.0030284004751592875,0.11133995018791423,coarse_candidate_mid_graph_weak,0.007096797693520784
254,2359,0.11045562475919724,0.0,0.11045562475919724,coarse_candidate_mid_graph_weak,0.0
902,2888,0.10974951088428497,0.0,0.10974951088428497,coarse_candidate_mid_graph_weak,0.016965289833024144
2,2293,0.10938224196434021,0.0,0.10938224196434021,coarse_candidate_mid_graph_weak,0.002012732205912471
12,373,0.10905803740024567,0.0,0.10905803740024567,coarse_candidate_mid_graph_weak,0.0069858357310295105
3059,3471,0.10905764997005463,0.0,0.10905764997005463,coarse_candidate_mid_graph_weak,0.027989228256046772
2930,3285,0.10896161943674088,0.0,0.10896161943674088,coarse_candidate_mid_graph_weak,0.0
422,2428,0.19539083540439606,0.001353365951217711,0.10885253863341413,coarse_candidate_mid_graph_weak,0.0030557026620954275
247,2426,0.10873181372880936,0.0,0.10873181372880936,coarse_candidate_mid_graph_weak,0.021706472150981426
2441,2819,0.10870280861854553,0.0,0.10870280861854553,coarse_candidate_mid_graph_weak,0.0
971,3322,0.10867293924093246,0.0,0.10867293924093246,coarse_candidate_mid_graph_weak,0.0
1003,3294,0.10866518318653107,0.0,0.10866518318653107,coarse_candidate_mid_graph_weak,0.0
867,868,0.10865406692028046,0.0,0.10865406692028046,coarse_candidate_mid_graph_weak,0.0
2338,2667,0.10805019736289978,0.0,0.10805019736289978,coarse_candidate_mid_graph_weak,0.0018514241091907024
2353,2395,0.10801005363464355,0.0,0.10801005363464355,coarse_candidate_mid_graph_weak,0.029964803718030453
193,713,0.10800787061452866,0.0,0.10800787061452866,coarse_candidate_mid_graph_weak,0.0029793009161949158
110,2900,0.12175889313220978,0.010453798808157444,0.10782193257625,coarse_candidate_mid_graph_weak,0.09132859110832214
1540,2712,0.10777609050273895,0.0,0.10777609050273895,coarse_candidate_mid_graph_weak,0.06655896455049515
297,3071,0.10777296125888824,0.0,0.10777296125888824,coarse_candidate_mid_graph_weak,0.022623656317591667
561,3147,0.11464065313339233,0.002504803240299225,0.10768891010013432,coarse_candidate_mid_graph_weak,0.04130651522427797
741,1343,0.10745283961296082,0.0,0.10745283961296082,coarse_candidate_mid_graph_weak,0.005234719254076481
897,2499,0.1149924173951149,0.0033825165592134,0.10733899645049287,coarse_candidate_mid_graph_weak,0.050822208635509014
3232,3321,0.3934222161769867,0.18021205067634583,0.10707289024550413,coarse_candidate_mid_graph_weak,0.24759766459465027
