item_id,title,baseline_l2_leaf_count,hierarchy_l2_leaf_count,baseline_l2_prefix,semantic_density,semantic_collab_disagreement,graph_competition,offline_combined,online_uncertainty,offline_plus_online,leaf_reduction,count,improved_at_1_rate,worsened_at_1_rate,improved_at_3_rate,worsened_at_3_rate,improved_at_5_rate,worsened_at_5_rate,improved_at_10_rate,worsened_at_10_rate,improved_at_20_rate,worsened_at_20_rate,improved_at_50_rate,worsened_at_50_rate,baseline_target_l2_fanout_mean,hierarchy_target_l2_fanout_mean
10,"Scotch Foil Tape, 2-Inch by 50-Yard",1,2,<a_191><b_22>,0.9249969,1.0,0.8914663,0.8156069,0.27101406,0.69398695,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,"T&Uuml;RLEN DIAL INDICATOR 0-1"" AGD SPEC 0.001"" w/LUG BACK",1,2,<a_120><b_244>,0.8974439,1.0,0.9709447,0.8488126,0.07891803,0.467191,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
12,"Eclipse Quick Release Woodworking Vise, Gray Cast Iron, 9"" Size",1,1,<a_195><b_123>,0.8804376,1.0,0.9875142,0.84054154,0.3010705,0.75147504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"Amprobe TL36A Test Leads with Alligator Clips, 1000V",4,2,<a_247><b_189>,0.88032365,1.0,0.9153692,0.77650386,0.28027996,0.6775416,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Titan Tools 11185 Telescoping Inspection Mirror,1,1,<a_24><b_2>,0.87375236,0.984127,0.81503993,0.66416955,0.05694675,0.30364335,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15,"Kreg SML-C2-250 Pocket Screws 2-Inch, 8 Coarse, Washer Head, 250 Count",11,10,<a_254><b_206>,0.93526584,1.0,0.9911749,0.9177521,0.3778557,0.9082055,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0
16,PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll,2,1,<a_195><b_97>,0.8922063,1.0,0.952673,0.82556707,0.26360968,0.69158375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
17,"BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box",8,6,<a_254><b_133>,0.91326684,1.0,0.9840056,0.88172466,0.29524517,0.77393574,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0
18,Shop-Vac 9064900 2-1/2-to-1-1/2-Inch Conversion Unit,4,3,<a_223><b_167>,0.91373193,1.0,0.8421743,0.75676155,0.27568385,0.65711844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
19,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",8,6,<a_254><b_133>,0.9120667,0.984127,0.99033636,0.87108344,0.3104592,0.7860478,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,6.0
20,"PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack",7,5,<a_254><b_156>,0.9382259,0.9677419,0.9918055,0.8925759,0.3013617,0.78985333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7.0,5.0
21,"Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece",1,1,<a_230><b_215>,0.9160855,1.0,0.8388111,0.75695866,0.3292558,0.7272738,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag-less Canister. Floor Care",4,3,<a_253><b_146>,0.9085138,1.0,0.9893453,0.88004065,0.28249815,0.7560474,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,4.0,3.0
23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",2,2,<a_184><b_77>,0.90424514,1.0,0.9159941,0.8093298,0.29594374,0.72198296,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,2.0,2.0
24,Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10,5,1,<a_65><b_108>,0.8250854,0.63829786,0.9711054,0.41800237,0.21480973,0.33018786,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Wixey WR300 Digital Angle Gauge,1,1,<a_195><b_250>,0.87438023,0.9677419,0.9918035,0.80643964,0.24824725,0.6575394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Shark Navigator Lift-Away Professional NV356E,1,2,<a_223><b_33>,0.88543105,1.0,0.87744683,0.7498143,0.28204104,0.66035324,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
27,Uxcell a11060700ux0191 RG6 F-Type Coax Coaxial Cable RF Connector Male (Pack of 5),1,1,<a_130><b_81>,0.9052667,1.0,0.9580845,0.84797883,0.3047978,0.7617772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"A World Of Deals 1 oz. Non-Sterile Graduated Plastic Medicine Cups, 100 Piece",1,1,<a_142><b_165>,0.86954105,1.0,0.9676923,0.8082888,0.21445303,0.6147252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"System Three 1100K16 T-88 Kit, 1 quart Bottle, Amber",1,1,<a_31><b_153>,0.88254464,1.0,0.95490795,0.81451154,0.2702538,0.69219357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30,"Ludell 11604 High Grade Steel Splitting Wedge, 4lb",1,1,<a_98><b_113>,0.8456573,1.0,0.97427917,0.7818997,0.2796651,0.6806783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Set of Rubber Magnetic Vise Jaws. Protection for your Projects,1,1,<a_195><b_39>,0.86576223,1.0,0.98092824,0.8149111,0.27252048,0.69544756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",1,1,<a_254><b_225>,0.9151149,0.984127,0.9948115,0.87915844,0.26071638,0.72693723,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,1.0
33,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),1,1,<a_195><b_119>,0.8756338,0.984127,0.9756763,0.8089502,0.112258755,0.48165375,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0
34,Racor LDL-1B Ladder Lift,2,3,<a_253><b_8>,0.9048574,1.0,0.98284936,0.8693557,0.25444734,0.71158606,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
35,Olympia Tools 38-644 5-Inch Open End Multi-Purpose Vise,1,1,<a_195><b_189>,0.88077086,0.984127,0.98123384,0.8208019,0.27553716,0.70369166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"Neiko 50463A SAE Hydraulic Grease Fitting Kit, 110 Piece | Straight and Angled | 1/4"", 1/8",1,1,<a_226><b_1>,0.8707855,0.984127,0.98743606,0.8128225,0.28555545,0.71095735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",3,1,<a_230><b_75>,0.9223636,0.9677419,0.9903632,0.8698988,0.35773066,0.8469603,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0
38,"SharkNinja Rocket DeluxePro Ultra-Light Upright Corded Stick Vacuum, Bordeaux",1,3,<a_223><b_194>,0.91061383,0.984127,0.98708653,0.8662457,0.2637094,0.7214192,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
39,"Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack",2,1,<a_161><b_193>,0.8576589,1.0,0.9299655,0.7588517,0.28617084,0.6723498,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",4,2,<a_128><b_182>,0.8726114,0.984127,0.9935816,0.82072777,0.2787055,0.70777816,2.0,17.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.17647058823529413,0.11764705882352941,4.0,2.0
41,"Loctite 1329837 243 Blue Medium Strength Threadlockers, 0.34 oz., 10 mL, 3/4"" Thread",4,2,<a_174><b_170>,0.90592325,1.0,0.9322742,0.82600975,0.35390815,0.80991524,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",3,1,<a_226><b_188>,0.90411603,0.9508197,0.99175286,0.8309164,0.33432093,0.7879004,2.0,4.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.75,0.0,0.5,3.0,1.0
43,4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake),3,2,<a_122><b_175>,0.90239567,1.0,0.9885861,0.87111443,0.31916076,0.7974422,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,3.0,2.0
44,"Permatex 51813 Anaerobic Gasket Maker, 50 ml Tube",2,1,<a_227><b_225>,0.9047012,1.0,0.98232216,0.8686781,0.33705,0.8190421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
45,"Permatex 80050 Clear RTV Silicone Adhesive Sealant, 3 oz",2,1,<a_227><b_34>,0.92792785,1.0,0.9842611,0.90173024,0.27582052,0.7631593,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
46,POR-15 40204 Metal Prep - 1 quart,1,1,<a_128><b_50>,0.8453423,1.0,0.9633612,0.77180696,0.2842188,0.6792592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47,"Brush Research FLEX-HONE Cylinder Hone, GB Series, Silicon Carbide Abrasive, 3-1/4"" (83 mm) Diameter, 240 Grit Size",2,2,<a_128><b_200>,0.8725492,0.984127,0.8563192,0.6990988,0.25730073,0.5909864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
48,New 12V 5A 12V 19mm Red LED Momentary Push Button Metal Switch Car Boat Speakers Bells Horn,1,1,<a_36><b_3>,0.9389551,0.984127,0.98343366,0.9012465,0.10967168,0.54567134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49,"Geeetech I3 Pro C, Dual Extruder,double Head,reprap Pursa I3 3d Printer,two-color Printing, High Resolution",4,2,<a_237><b_15>,0.9119785,0.984127,0.9708161,0.85367936,0.27554348,0.7277084,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",25,26,<a_237><b_245>,0.99066794,0.984127,0.96981305,0.9589515,0.25751922,0.7810272,-1.0,13.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.23076923076923078,0.0,0.15384615384615385,0.0,0.07692307692307693,25.0,26.0
51,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack,3,3,<a_237><b_215>,0.8999225,0.984127,0.98682684,0.8515919,0.25795913,0.70320356,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,3.0,3.0
52,"HATCHBOX Glow in the Dark PLA 3D Printer Filament, Dimension Accuracy +/-0.03 mm, 1 kg Spool, 1.75 mm - Blue",2,7,<a_237><b_49>,0.9727318,0.984127,0.78761613,0.7734196,0.25166503,0.63789344,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"T&uuml;rlen Precision TEST DIAL INDICATOR 7 JEWELS .0005"" 0-15-0",1,1,<a_120><b_147>,0.91052336,1.0,0.91122574,0.8135775,0.08342252,0.44734758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54,"Industrial & Scientific"" />",1,1,<a_5><b_234>,0.91299367,1.0,0.934279,0.83732367,0.25073203,0.68333954,0.0,7.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,1.0,1.0
55,CRC 5037 White Lithium Grease - 10 Wt Oz.,1,1,<a_128><b_102>,0.8807664,1.0,0.98943186,0.84268314,0.29323223,0.74279535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56,"RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)",2,2,<a_122><b_155>,0.8627726,1.0,0.9695819,0.8008306,0.29399344,0.71322775,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,2.0
57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",1,1,<a_174><b_233>,0.91689545,1.0,0.9329752,0.84143305,0.2567313,0.6941806,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.3125,0.0625,0.5,0.0,1.0,1.0
58,American Terminal E-FFR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects,6,1,<a_248><b_163>,0.91148067,0.8965517,0.94497806,0.7494218,0.30797383,0.6939573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Loctite Ultra Gel Control Super Glue 4-Gram (1363589),3,4,<a_174><b_62>,0.9311441,1.0,0.98025596,0.9025228,0.270251,0.7564594,-1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.08333333333333333,3.0,4.0
60,"Shop-Vac 2030100 1.5-Gallon 2.0 Peak HP Wet Dry Vacuum, Small, Red/Black",1,1,<a_223><b_70>,0.92431706,1.0,0.95611817,0.8719385,0.28957903,0.75938463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,B&K Precision 879B Dual Display Handheld Deluxe Universal LCR Meter with Backlit Display,3,1,<a_247><b_185>,0.8899206,1.0,0.96295315,0.8315864,0.27626,0.71251166,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
62,"Anytime Tools Dial Caliper 6"" / 150mm DUAL Reading Scale METRIC SAE Standard INCH MM",2,2,<a_172><b_73>,0.88744974,1.0,0.97294694,0.8371024,0.06958585,0.44644383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
63,WEN 73002 500-Pound Capacity Service Cart,2,2,<a_122><b_114>,0.8934119,1.0,0.94296217,0.81859463,0.279273,0.7069621,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
64,Shop-Vac 9068400 2.5-Inch by 40-Inch Extension Wands,2,3,<a_223><b_97>,0.89585054,0.984127,0.9944231,0.85282487,0.27655953,0.7284123,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Shop-Vac 9197000 2.5-Inch Gutter Cleaning Kit,1,3,<a_223><b_173>,0.9048418,1.0,0.99202937,0.8774634,0.272752,0.7414284,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide,2,3,<a_120><b_2>,0.8943214,0.93333334,0.9288168,0.7458582,0.28761196,0.66474473,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
67,"W1 Tool Steel Round Rod, Polished Finish, Precision Ground, Annealed, 0.0625"" Diameter, 36"" Length",6,2,<a_253><b_33>,0.91532266,0.9677419,0.95927364,0.83287024,0.2176195,0.63681376,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"MLCS 9080 Billy Pedal Foot Switch, Deadman Style",4,2,<a_104><b_224>,0.85722864,1.0,0.78446966,0.6294356,0.2946554,0.588933,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
69,"Vestil FWD-1824-3R Fiberwood Dolly with 3"" Rubber Casters, 800 lbs Capacity, 23-3/4"" Length x 17-7/8"" Width x 4-11/16"" Height Deck",1,1,<a_122><b_20>,0.89602935,1.0,0.96472734,0.8413988,0.30178964,0.75304085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Spectra 360 Electrode Gel - Parker Laboratories - 60g (2oz) Tube - (Pack of 3),3,2,<a_8><b_13>,0.84343445,1.0,0.9719567,0.7768443,0.080383755,0.41655225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Metronic 12 inch Impulse Bag Sealer Poly Bag Sealing Machine Heat Seal Closer with Repair Kit(12 inch),1,1,<a_134><b_124>,0.9215929,0.984127,0.9978513,0.8905897,0.094849706,0.51851904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter",4,1,<a_253><b_222>,0.9160838,1.0,0.9933238,0.89377636,0.2346427,0.703537,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
73,HHIP 6 X 3-1/8 X 3-1/2 INCH CAST IRON V BLOCK SET (3402-1006),4,1,<a_195><b_22>,0.87913716,0.9508197,0.9845163,0.7908094,0.28602615,0.69549763,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"Hot Max 27050 Tap Magic Cutting Fluid, 4 oz.",4,1,<a_128><b_182>,0.86563075,1.0,0.84867495,0.6976244,0.26264122,0.596889,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4",1,1,<a_10><b_140>,0.8492787,1.0,0.8216266,0.6516126,0.2747582,0.57912457,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0
76,10pcs Mini Cabinet Drawer Butt Hinge,3,1,<a_66><b_55>,0.8603869,0.9677419,0.947081,0.7479597,0.32573667,0.7161034,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)",2,1,<a_101><b_107>,0.90925074,1.0,0.99125284,0.882724,0.30721393,0.79030716,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,2.0,1.0
78,PSI LCENTLT2 No. 2MT Heavy Duty Live Tailstock Center,3,1,<a_254><b_52>,0.8579383,0.9508197,0.9965593,0.7728739,0.2780148,0.6719306,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,3.0,1.0
79,"Brass Wood Screw, Plain Finish, Flat Head, Slotted Drive, 3/8"" Length, #6 Threads (Pack of 100)",6,2,<a_230><b_109>,0.9205737,0.984127,0.95312685,0.8496115,0.35261273,0.8254572,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"RapidFix Dual Adhesive System, 25 mL,Boss Products USA,RFX7121100,RFX7121101"" />",2,2,<a_253><b_111>,0.9129722,1.0,0.97282326,0.8714254,0.23258214,0.6845225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,"Packard C230B 2 Pole 30 Amp Contactor, 120 Voltage Coil",1,1,<a_104><b_82>,0.88647354,1.0,0.98374134,0.84534377,0.2801585,0.72765267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
82,"25-Pack 7/64"" Stainless Steel Screw Eye Rings",1,1,<a_10><b_101>,0.871508,1.0,0.971304,0.8141405,0.29298982,0.7216356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Wixey WR300 Type 2 Digital Angle Gauge with Backlight&hellip;,1,2,<a_134><b_229>,0.9330165,0.984127,0.9684186,0.87993884,0.2035995,0.6528629,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,2.0
