item_id,family_keyword,brand,title,original_sid,qcr_sid,original_l1,qcr_l1,original_l2_prefix,qcr_l2_prefix,original_l1_bucket_size,qcr_l1_bucket_size,delta_l1_bucket_size,original_l2_bucket_size,qcr_l2_bucket_size,delta_l2_bucket_size,original_full_bucket_size,qcr_full_bucket_size,delta_full_bucket_size,original_l1_same_family_frac,qcr_l1_same_family_frac,delta_l1_same_family_frac,original_l2_same_family_frac,qcr_l2_same_family_frac,delta_l2_same_family_frac,original_l1_same_brand_frac,qcr_l1_same_brand_frac,delta_l1_same_brand_frac,original_l2_same_brand_frac,qcr_l2_same_brand_frac,delta_l2_same_brand_frac,original_l1_avg_cos_to_bucket,qcr_l1_avg_cos_to_bucket,delta_l1_avg_cos_to_bucket,original_l2_avg_cos_to_bucket,qcr_l2_avg_cos_to_bucket,delta_l2_avg_cos_to_bucket
17,other,BOSTITCH,"BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box",<a_42><b_244><c_29>,<a_2><b_98><c_35>,<a_42>,<a_2>,<a_42><b_244>,<a_2><b_98>,100,59,-41,4,3,-1,1,1,0,0.53,0.3728813559322034,-0.15711864406779663,1.0,1.0,0.0,0.1,0.1694915254237288,0.0694915254237288,1.0,1.0,0.0,0.850721725309738,0.8700935100686962,0.019371784758958177,0.9751270612080892,0.9923129081726074,0.017185846964518192
18,other,Shop-Vac,Shop-Vac 9064900 2-1/2-to-1-1/2-Inch Conversion Unit,<a_24><b_173><c_157>,<a_237><b_163><c_87>,<a_24>,<a_237>,<a_24><b_173>,<a_237><b_163>,119,53,-66,5,1,-4,1,1,0,0.6890756302521008,0.660377358490566,-0.028698271761534833,1.0,1.0,0.0,0.10084033613445378,0.2641509433962264,0.16331060726177263,1.0,1.0,0.0,0.8218299089852026,0.8960074644822341,0.07417755549703153,0.9493153095245361,,
19,other,BOSTITCH,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",<a_42><b_244><c_17>,<a_2><b_98><c_3>,<a_42>,<a_2>,<a_42><b_244>,<a_2><b_98>,100,59,-41,4,3,-1,1,1,0,0.53,0.3728813559322034,-0.15711864406779663,1.0,1.0,0.0,0.1,0.1694915254237288,0.0694915254237288,1.0,1.0,0.0,0.8497666638306897,0.8706094807591932,0.020842816928503538,0.9781084060668945,0.9920964241027832,0.013988018035888672
20,wire_cable,PORTER-CABLE,"PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack",<a_42><b_226><c_185>,<a_170><b_156><c_0>,<a_42>,<a_170>,<a_42><b_226>,<a_170><b_156>,100,59,-41,5,7,2,1,1,0,0.16,0.15254237288135594,-0.007457627118644061,1.0,1.0,0.0,0.12,0.15254237288135594,0.032542372881355947,1.0,1.0,0.0,0.8743364738695549,0.8770794046336207,0.002742930764065732,0.9474455118179321,0.9725977579752604,0.02515224615732825
21,3d_filament,Swordfish,"Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece",<a_224><b_128><c_119>,<a_51><b_31><c_201>,<a_224>,<a_51>,<a_224><b_128>,<a_51><b_31>,191,16,-175,1,1,0,1,1,0,0.17277486910994763,0.125,-0.04777486910994763,1.0,1.0,0.0,0.015706806282722512,0.0625,0.046793193717277484,1.0,1.0,0.0,0.8799495496247944,0.8765270233154296,-0.003422526309364793,,,
22,other,EyeVac,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag-less Canister. Floor Care",<a_197><b_91><c_69>,<a_58><b_251><c_185>,<a_197>,<a_58>,<a_197><b_91>,<a_58><b_251>,60,29,-31,3,1,-2,1,1,0,0.5666666666666667,0.5862068965517241,0.019540229885057436,1.0,1.0,0.0,0.016666666666666666,0.034482758620689655,0.017816091954022988,0.3333333333333333,1.0,0.6666666666666667,0.8799245802022643,0.8981124332972935,0.01818785309502924,0.9492437839508057,,
23,tape,Gardner Bender,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_202><b_100><c_73>,<a_98><b_130><c_231>,<a_202>,<a_98>,<a_202><b_100>,<a_98><b_130>,117,19,-98,1,1,0,1,1,0,0.9743589743589743,0.42105263157894735,-0.553306342780027,1.0,1.0,0.0,0.008547008547008548,0.15789473684210525,0.1493477282950967,1.0,1.0,0.0,0.8757619528934873,0.8254103130764432,-0.05035163981704416,,,
24,other,Red Star,Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10,<a_150><b_50><c_166>,<a_50><b_97><c_90>,<a_150>,<a_50>,<a_150><b_50>,<a_50><b_97>,116,16,-100,4,1,-3,1,1,0,0.7413793103448276,0.75,0.008620689655172376,1.0,1.0,0.0,0.017241379310344827,0.125,0.10775862068965517,0.5,1.0,0.5,0.7514644456946331,0.7714988708496093,0.02003442515497622,0.9507207870483398,,
25,other,Wixey,Wixey WR300 Digital Angle Gauge,<a_104><b_196><c_96>,<a_38><b_132><c_3>,<a_104>,<a_38>,<a_104><b_196>,<a_38><b_132>,60,46,-14,3,2,-1,1,1,0,0.7333333333333333,0.7391304347826086,0.005797101449275366,1.0,1.0,0.0,0.08333333333333333,0.10869565217391304,0.025362318840579712,0.6666666666666666,1.0,0.33333333333333337,0.8492454916743909,0.8579557630750868,0.008710271400695913,0.9478366374969482,0.9746663570404053,0.02682971954345703
26,other,SharkNinja,Shark Navigator Lift-Away Professional NV356E,<a_24><b_116><c_155>,<a_237><b_93><c_168>,<a_24>,<a_237>,<a_24><b_116>,<a_237><b_93>,119,53,-66,1,1,0,1,1,0,0.6890756302521008,0.660377358490566,-0.028698271761534833,1.0,1.0,0.0,0.03361344537815126,0.07547169811320754,0.041858252735056285,1.0,1.0,0.0,0.8273852073540122,0.8667892309335562,0.03940402357954398,,,
27,wire_cable,uxcell,Uxcell a11060700ux0191 RG6 F-Type Coax Coaxial Cable RF Connector Male (Pack of 5),<a_23><b_32><c_151>,<a_223><b_0><c_48>,<a_23>,<a_223>,<a_23><b_32>,<a_223><b_0>,50,40,-10,1,1,0,1,1,0,0.32,0.275,-0.044999999999999984,1.0,1.0,0.0,0.36,0.7,0.33999999999999997,1.0,1.0,0.0,0.8574835329639668,0.8858218070788261,0.02833827411485923,,,
28,3d_filament,A World Of Deals,"A World Of Deals 1 oz. Non-Sterile Graduated Plastic Medicine Cups, 100 Piece",<a_150><b_179><c_64>,<a_180><b_62><c_23>,<a_150>,<a_180>,<a_150><b_179>,<a_180><b_62>,116,21,-95,1,1,0,1,1,0,0.15517241379310345,0.38095238095238093,0.22577996715927748,1.0,1.0,0.0,0.008620689655172414,0.047619047619047616,0.0389983579638752,1.0,1.0,0.0,0.81112060546875,0.8418521881103516,0.030731582641601585,,,
29,other,System Three,"System Three 1100K16 T-88 Kit, 1 quart Bottle, Amber",<a_99><b_71><c_160>,<a_238><b_89><c_22>,<a_99>,<a_238>,<a_99><b_71>,<a_238><b_89>,32,19,-13,1,1,0,1,1,0,0.46875,0.3157894736842105,-0.1529605263157895,1.0,1.0,0.0,0.0625,0.05263157894736842,-0.009868421052631582,1.0,1.0,0.0,0.850083504953692,0.8571080101860894,0.007024505232397393,,,
30,pipe_fitting,Ludell Tools,"Ludell 11604 High Grade Steel Splitting Wedge, 4lb",<a_159><b_248><c_184>,<a_245><b_223><c_21>,<a_159>,<a_245>,<a_159><b_248>,<a_245><b_223>,52,49,-3,1,2,1,1,1,0,0.057692307692307696,0.061224489795918366,0.0035321821036106704,1.0,0.5,-0.5,0.038461538461538464,0.04081632653061224,0.002354788069073778,1.0,1.0,0.0,0.8016701492608762,0.8021184603373209,0.00044831107644471846,,0.8811149597167969,
31,other,American Science & Surplus,Set of Rubber Magnetic Vise Jaws. Protection for your Projects,<a_193><b_43><c_134>,<a_20><b_59><c_62>,<a_193>,<a_20>,<a_193><b_43>,<a_20><b_59>,133,34,-99,2,1,-1,1,1,0,0.48120300751879697,0.7941176470588235,0.3129146395400265,1.0,1.0,0.0,0.007518796992481203,0.029411764705882353,0.02189296771340115,0.5,1.0,0.5,0.7992883162064985,0.8537327737519236,0.05444445754542504,0.9309887886047363,,
32,pipe_fitting,Warrior,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",<a_193><b_36><c_63>,<a_15><b_73><c_205>,<a_193>,<a_15>,<a_193><b_36>,<a_15><b_73>,133,37,-96,1,1,0,1,1,0,0.06766917293233082,0.08108108108108109,0.013411908148750262,1.0,1.0,0.0,0.007518796992481203,0.02702702702702703,0.019508230034545826,1.0,1.0,0.0,0.8636754353841146,0.8998966217041016,0.03622118631998694,,,
33,other,Bessey,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),<a_193><b_97><c_87>,<a_20><b_240><c_10>,<a_193>,<a_20>,<a_193><b_97>,<a_20><b_240>,133,34,-99,1,1,0,1,1,0,0.48120300751879697,0.7941176470588235,0.3129146395400265,1.0,1.0,0.0,0.022556390977443608,0.08823529411764706,0.06567890314020346,1.0,1.0,0.0,0.8043227918220289,0.8671918926816998,0.0628691008596709,,,
34,other,Racor,Racor LDL-1B Ladder Lift,<a_206><b_235><c_138>,<a_114><b_16><c_111>,<a_206>,<a_114>,<a_206><b_235>,<a_114><b_16>,60,67,7,1,1,0,1,1,0,0.5333333333333333,0.43283582089552236,-0.10049751243781097,1.0,1.0,0.0,0.016666666666666666,0.014925373134328358,-0.0017412935323383085,1.0,1.0,0.0,0.8357782525531317,0.8908321496212122,0.055053897068080504,,,
35,other,Olympia Tools,Olympia Tools 38-644 5-Inch Open End Multi-Purpose Vise,<a_193><b_69><c_243>,<a_20><b_54><c_174>,<a_193>,<a_20>,<a_193><b_69>,<a_20><b_54>,133,34,-99,1,1,0,1,1,0,0.48120300751879697,0.7941176470588235,0.3129146395400265,1.0,1.0,0.0,0.007518796992481203,0.029411764705882353,0.02189296771340115,1.0,1.0,0.0,0.8460857506954309,0.8681499018813624,0.022064151185931524,,,
36,pipe_fitting,Neiko,"Neiko 50463A SAE Hydraulic Grease Fitting Kit, 110 Piece | Straight and Angled | 1/4"", 1/8",<a_108><b_55><c_140>,<a_193><b_76><c_87>,<a_108>,<a_193>,<a_108><b_55>,<a_193><b_76>,143,24,-119,1,1,0,1,1,0,0.7272727272727273,0.6666666666666666,-0.06060606060606066,1.0,1.0,0.0,0.006993006993006993,0.041666666666666664,0.03467365967365967,1.0,1.0,0.0,0.8428919080277564,0.8431432972783628,0.00025138925060641526,,,
37,fastener_screw,Hillman,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",<a_224><b_81><c_180>,<a_104><b_194><c_208>,<a_224>,<a_104>,<a_224><b_81>,<a_104><b_194>,191,36,-155,2,1,-1,1,1,0,0.5706806282722513,0.75,0.1793193717277487,1.0,1.0,0.0,0.1256544502617801,0.4166666666666667,0.2910122164048866,1.0,1.0,0.0,0.8654580367238898,0.9056635175432478,0.04020548081935804,0.9201927185058594,,
38,wire_cable,SharkNinja,"SharkNinja Rocket DeluxePro Ultra-Light Upright Corded Stick Vacuum, Bordeaux",<a_24><b_170><c_144>,<a_237><b_154><c_216>,<a_24>,<a_237>,<a_24><b_170>,<a_237><b_154>,119,53,-66,2,6,4,1,1,0,0.09243697478991597,0.20754716981132076,0.1151101950214048,0.5,0.8333333333333334,0.33333333333333337,0.03361344537815126,0.07547169811320754,0.041858252735056285,1.0,0.16666666666666666,-0.8333333333333334,0.8402408664509401,0.8878018305851862,0.04756096413424615,0.9700037240982056,0.9303998947143555,-0.0396038293838501
39,other,Augbunny,"Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack",<a_210><b_171><c_210>,<a_211><b_2><c_35>,<a_210>,<a_211>,<a_210><b_171>,<a_211><b_2>,95,57,-38,2,1,-1,1,1,0,0.6,0.5789473684210527,-0.021052631578947323,1.0,1.0,0.0,0.010526315789473684,0.017543859649122806,0.007017543859649122,0.5,1.0,0.5,0.8211295756887882,0.8315327508108956,0.010403175122107422,0.9114043712615967,,
40,other,Forney,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_173><b_93><c_124>,<a_184><b_2><c_205>,<a_173>,<a_184>,<a_173><b_93>,<a_184><b_2>,64,10,-54,2,1,-1,1,1,0,0.765625,0.9,0.13437500000000002,1.0,1.0,0.0,0.015625,0.1,0.084375,0.5,1.0,0.5,0.8412497989715092,0.8779170778062608,0.036667278834751627,0.9307155609130859,,
41,other,Loctite,"Loctite 1329837 243 Blue Medium Strength Threadlockers, 0.34 oz., 10 mL, 3/4"" Thread",<a_165><b_151><c_145>,<a_6><b_220><c_181>,<a_165>,<a_6>,<a_165><b_151>,<a_6><b_220>,72,30,-42,3,1,-2,1,1,0,0.09722222222222222,0.3,0.20277777777777778,1.0,1.0,0.0,0.2361111111111111,0.13333333333333333,-0.10277777777777777,1.0,1.0,0.0,0.8694707843619334,0.872357204042632,0.002886419680698582,0.9711899757385254,,
42,bearing_mechanical,Precision Brand,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",<a_71><b_242><c_21>,<a_57><b_24><c_154>,<a_71>,<a_57>,<a_71><b_242>,<a_57><b_24>,118,46,-72,2,3,1,1,1,0,0.0423728813559322,0.06521739130434782,0.022844509948415623,1.0,0.6666666666666666,-0.33333333333333337,0.01694915254237288,0.043478260869565216,0.026529108327192335,1.0,0.6666666666666666,-0.33333333333333337,0.8438956105810964,0.8716456943088108,0.02775008372771437,0.9744319915771484,0.953291654586792,-0.021140336990356445
43,3d_filament,Online Best Service,4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake),<a_87><b_0><c_203>,<a_125><b_2><c_48>,<a_87>,<a_125>,<a_87><b_0>,<a_125><b_2>,71,32,-39,2,2,0,1,1,0,0.23943661971830985,0.375,0.13556338028169015,1.0,1.0,0.0,0.028169014084507043,0.0625,0.034330985915492954,0.5,0.5,0.0,0.8480163029261998,0.8816743050852129,0.033658002159013156,0.9708468914031982,0.9708468914031982,0.0
44,other,Permatex,"Permatex 51813 Anaerobic Gasket Maker, 50 ml Tube",<a_244><b_24><c_193>,<a_6><b_78><c_35>,<a_244>,<a_6>,<a_244><b_24>,<a_6><b_78>,72,30,-42,2,1,-1,1,1,0,0.25,0.3,0.04999999999999999,0.5,1.0,0.5,0.027777777777777776,0.06666666666666667,0.03888888888888889,0.5,1.0,0.5,0.8726626114106514,0.8882815262366985,0.015618914826047159,0.9319134950637817,,
45,adhesive_glue,Permatex,"Permatex 80050 Clear RTV Silicone Adhesive Sealant, 3 oz",<a_244><b_4><c_183>,<a_69><b_134><c_32>,<a_244>,<a_69>,<a_244><b_4>,<a_69><b_134>,72,37,-35,1,2,1,1,1,0,0.6111111111111112,0.8648648648648649,0.25375375375375375,1.0,1.0,0.0,0.027777777777777776,0.02702702702702703,-0.0007507507507507477,1.0,0.5,-0.5,0.8973717488033671,0.9188830057779948,0.021511256974627635,,0.9461836814880371,
46,other,POR-15,POR-15 40204 Metal Prep - 1 quart,<a_173><b_82><c_3>,<a_214><b_220><c_166>,<a_173>,<a_214>,<a_173><b_82>,<a_214><b_220>,64,15,-49,1,1,0,1,1,0,0.765625,0.6666666666666666,-0.09895833333333337,1.0,1.0,0.0,0.015625,0.06666666666666667,0.051041666666666666,1.0,1.0,0.0,0.8174625578380766,0.8110328401838031,-0.006429717654273581,,,
47,abrasive_sandpaper,Flex-Hone Tool,"Brush Research FLEX-HONE Cylinder Hone, GB Series, Silicon Carbide Abrasive, 3-1/4"" (83 mm) Diameter, 240 Grit Size",<a_193><b_192><c_14>,<a_161><b_153><c_96>,<a_193>,<a_161>,<a_193><b_192>,<a_161><b_153>,133,35,-98,2,1,-1,1,1,0,0.14285714285714285,0.17142857142857143,0.02857142857142858,1.0,1.0,0.0,0.015037593984962405,0.05714285714285714,0.042105263157894736,1.0,1.0,0.0,0.8331719022808652,0.8516626358032227,0.018490733522357417,0.9952630996704102,,
48,battery_electrical,daier,New 12V 5A 12V 19mm Red LED Momentary Push Button Metal Switch Car Boat Speakers Bells Horn,<a_158><b_14><c_251>,<a_85><b_150><c_152>,<a_158>,<a_85>,<a_158><b_14>,<a_85><b_150>,109,42,-67,2,1,-1,1,1,0,0.01834862385321101,0.047619047619047616,0.029270423765836606,0.5,1.0,0.5,0.009174311926605505,0.023809523809523808,0.014635211882918303,0.5,1.0,0.5,0.9227467289677372,0.9272027364591273,0.004456007491390079,0.958824872970581,,
49,3d_filament,Geeetech,"Geeetech I3 Pro C, Dual Extruder,double Head,reprap Pursa I3 3d Printer,two-color Printing, High Resolution",<a_91><b_95><c_172>,<a_53><b_166><c_255>,<a_91>,<a_53>,<a_91><b_95>,<a_53><b_166>,72,51,-21,3,2,-1,1,1,0,0.75,0.7254901960784313,-0.02450980392156865,1.0,1.0,0.0,0.013888888888888888,0.0196078431372549,0.005718954248366014,0.3333333333333333,0.5,0.16666666666666669,0.880600566595373,0.8811788940429688,0.0005783274475957834,0.9060220718383789,0.9469262361526489,0.04090416431427002
50,3d_filament,HATCHBOX,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_223><b_198><c_36>,<a_191><b_36><c_0>,<a_223>,<a_191>,<a_223><b_198>,<a_191><b_36>,247,214,-33,47,29,-18,1,1,0,0.9433198380566802,0.9953271028037384,0.05200726474705819,1.0,1.0,0.0,0.2631578947368421,0.2897196261682243,0.026561731431382185,1.0,0.896551724137931,-0.10344827586206895,0.9340890403685531,0.9464548316919748,0.012365791323421638,0.9826756352963655,0.9932930810110909,0.010617445714725449
51,3d_filament,HATCHBOX,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack,<a_223><b_29><c_58>,<a_59><b_253><c_198>,<a_223>,<a_59>,<a_223><b_29>,<a_59><b_253>,247,46,-201,3,3,0,1,1,0,0.9433198380566802,0.717391304347826,-0.22592853370885413,1.0,1.0,0.0,0.2631578947368421,0.06521739130434782,-0.19794050343249425,1.0,1.0,0.0,0.8711893965558308,0.8417264302571614,-0.029462966298669402,0.9983563423156738,0.9983563423156738,0.0
