item_a,item_b,semantic_affinity,mid_affinity,reliability,rule,weak_threshold
560,1776,0.018654385581612587,0.0,0.018654385581612587,semantic_near_mid_weak,1e-08
2964,3436,0.018652765080332756,0.0,0.018652765080332756,semantic_near_mid_weak,1e-08
302,1085,0.018646877259016037,0.0,0.018646877259016037,semantic_near_mid_weak,1e-08
2086,2087,0.018646810203790665,0.0,0.018646810203790665,semantic_near_mid_weak,1e-08
2351,2352,0.018646376207470894,0.0,0.018646376207470894,semantic_near_mid_weak,1e-08
56,836,0.018645772710442543,0.0,0.018645772710442543,semantic_near_mid_weak,1e-08
1389,2528,0.018639881163835526,0.0,0.018639881163835526,semantic_near_mid_weak,1e-08
70,1995,0.018636107444763184,0.0,0.018636107444763184,semantic_near_mid_weak,1e-08
501,1333,0.018629519268870354,0.0,0.018629519268870354,semantic_near_mid_weak,1e-08
207,2351,0.01862061768770218,0.0,0.01862061768770218,semantic_near_mid_weak,1e-08
2256,2257,0.01860980875790119,0.0,0.01860980875790119,semantic_near_mid_weak,1e-08
2676,3081,0.01860121451318264,0.0,0.01860121451318264,semantic_near_mid_weak,1e-08
306,489,0.01860020123422146,0.0,0.01860020123422146,semantic_near_mid_weak,1e-08
805,959,0.018593471497297287,0.0,0.018593471497297287,semantic_near_mid_weak,1e-08
319,2868,0.018570436164736748,0.0,0.018570436164736748,semantic_near_mid_weak,1e-08
635,2931,0.018566524609923363,0.0,0.018566524609923363,semantic_near_mid_weak,1e-08
283,780,0.01855459250509739,0.0,0.01855459250509739,semantic_near_mid_weak,1e-08
163,3167,0.018553007394075394,0.0,0.018553007394075394,semantic_near_mid_weak,1e-08
375,2110,0.01855134405195713,0.0,0.01855134405195713,semantic_near_mid_weak,1e-08
282,483,0.018547356128692627,0.0,0.018547356128692627,semantic_near_mid_weak,1e-08
330,3337,0.018543057143688202,0.0,0.018543057143688202,semantic_near_mid_weak,1e-08
1000,1078,0.018538523465394974,0.0,0.018538523465394974,semantic_near_mid_weak,1e-08
636,1805,0.018534353002905846,0.0,0.018534353002905846,semantic_near_mid_weak,1e-08
2179,2351,0.01853402890264988,0.0,0.01853402890264988,semantic_near_mid_weak,1e-08
2067,3640,0.018530454486608505,0.0,0.018530454486608505,semantic_near_mid_weak,1e-08
1779,2503,0.018526745960116386,0.0,0.018526745960116386,semantic_near_mid_weak,1e-08
1970,3315,0.018519775941967964,0.0,0.018519775941967964,semantic_near_mid_weak,1e-08
2838,2840,0.01851731352508068,0.0,0.01851731352508068,semantic_near_mid_weak,1e-08
284,1333,0.0185109693557024,0.0,0.0185109693557024,semantic_near_mid_weak,1e-08
2648,3337,0.018508287146687508,0.0,0.018508287146687508,semantic_near_mid_weak,1e-08
753,2459,0.018502574414014816,0.0,0.018502574414014816,semantic_near_mid_weak,1e-08
993,1085,0.01850023865699768,0.0,0.01850023865699768,semantic_near_mid_weak,1e-08
1602,1779,0.018485190346837044,0.0,0.018485190346837044,semantic_near_mid_weak,1e-08
911,1776,0.01847878284752369,0.0,0.01847878284752369,semantic_near_mid_weak,1e-08
840,3161,0.018475046381354332,0.0,0.018475046381354332,semantic_near_mid_weak,1e-08
1747,2991,0.018469493836164474,0.0,0.018469493836164474,semantic_near_mid_weak,1e-08
284,501,0.018457455560564995,0.0,0.018457455560564995,semantic_near_mid_weak,1e-08
13,715,0.018457408994436264,0.0,0.018457408994436264,semantic_near_mid_weak,1e-08
825,1916,0.01845645345747471,0.0,0.01845645345747471,semantic_near_mid_weak,1e-08
560,911,0.018455805256962776,0.0,0.018455805256962776,semantic_near_mid_weak,1e-08
1531,1544,0.01844627782702446,0.0,0.01844627782702446,semantic_near_mid_weak,1e-08
1761,1995,0.01843428611755371,0.0,0.01843428611755371,semantic_near_mid_weak,1e-08
1882,2625,0.01843351498246193,0.0,0.01843351498246193,semantic_near_mid_weak,1e-08
263,1273,0.018432362005114555,0.0,0.018432362005114555,semantic_near_mid_weak,1e-08
319,323,0.018431005999445915,0.0,0.018431005999445915,semantic_near_mid_weak,1e-08
701,702,0.018427032977342606,0.0,0.018427032977342606,semantic_near_mid_weak,1e-08
2931,3206,0.018424926325678825,0.0,0.018424926325678825,semantic_near_mid_weak,1e-08
3092,3289,0.01842113956809044,0.0,0.01842113956809044,semantic_near_mid_weak,1e-08
1333,2798,0.01841796189546585,0.0,0.01841796189546585,semantic_near_mid_weak,1e-08
501,2690,0.01841593347489834,0.0,0.01841593347489834,semantic_near_mid_weak,1e-08
479,560,0.018413247540593147,0.0,0.018413247540593147,semantic_near_mid_weak,1e-08
2110,2849,0.01840953342616558,0.0,0.01840953342616558,semantic_near_mid_weak,1e-08
301,2176,0.018400393426418304,0.0,0.018400393426418304,semantic_near_mid_weak,1e-08
284,1945,0.01839730516076088,0.0,0.01839730516076088,semantic_near_mid_weak,1e-08
283,602,0.018391398712992668,0.0,0.018391398712992668,semantic_near_mid_weak,1e-08
1475,1476,0.018384840339422226,0.0,0.018384840339422226,semantic_near_mid_weak,1e-08
1566,1814,0.018384046852588654,0.0,0.018384046852588654,semantic_near_mid_weak,1e-08
959,1499,0.018380025401711464,0.0,0.018380025401711464,semantic_near_mid_weak,1e-08
290,291,0.018379665911197662,0.0,0.018379665911197662,semantic_near_mid_weak,1e-08
287,2777,0.018378647044301033,0.0,0.018378647044301033,semantic_near_mid_weak,1e-08
1273,2670,0.018372461199760437,0.0,0.018372461199760437,semantic_near_mid_weak,1e-08
1706,2976,0.018368128687143326,0.0,0.018368128687143326,semantic_near_mid_weak,1e-08
375,2849,0.01836763136088848,0.0,0.01836763136088848,semantic_near_mid_weak,1e-08
1492,3129,0.018364539369940758,0.0,0.018364539369940758,semantic_near_mid_weak,1e-08
852,3336,0.018363354727625847,0.0,0.018363354727625847,semantic_near_mid_weak,1e-08
1890,2810,0.018361501395702362,0.0,0.018361501395702362,semantic_near_mid_weak,1e-08
263,2176,0.01835922710597515,0.0,0.01835922710597515,semantic_near_mid_weak,1e-08
1157,2453,0.018352722749114037,0.0,0.018352722749114037,semantic_near_mid_weak,1e-08
1157,2454,0.018351752310991287,0.0,0.018351752310991287,semantic_near_mid_weak,1e-08
2176,2670,0.01834985427558422,0.0,0.01834985427558422,semantic_near_mid_weak,1e-08
1068,2812,0.018349818885326385,0.0,0.018349818885326385,semantic_near_mid_weak,1e-08
494,1578,0.018347378820180893,0.0,0.018347378820180893,semantic_near_mid_weak,1e-08
1154,2453,0.018346155062317848,0.0,0.018346155062317848,semantic_near_mid_weak,1e-08
805,1499,0.018345104530453682,0.0,0.018345104530453682,semantic_near_mid_weak,1e-08
477,3161,0.01834244281053543,0.0,0.01834244281053543,semantic_near_mid_weak,1e-08
1157,2452,0.018338987603783607,0.0,0.018338987603783607,semantic_near_mid_weak,1e-08
449,2798,0.018337147310376167,0.0,0.018337147310376167,semantic_near_mid_weak,1e-08
1344,1597,0.018334748223423958,0.0,0.018334748223423958,semantic_near_mid_weak,1e-08
1158,2453,0.018332626670598984,0.0,0.018332626670598984,semantic_near_mid_weak,1e-08
746,1993,0.018331680446863174,0.0,0.018331680446863174,semantic_near_mid_weak,1e-08
2453,2454,0.018330568447709084,0.0,0.018330568447709084,semantic_near_mid_weak,1e-08
207,678,0.018329445272684097,0.0,0.018329445272684097,semantic_near_mid_weak,1e-08
1153,2453,0.018328025937080383,0.0,0.018328025937080383,semantic_near_mid_weak,1e-08
455,3327,0.0183266568928957,0.0,0.0183266568928957,semantic_near_mid_weak,1e-08
1158,2454,0.01832660287618637,0.0,0.01832660287618637,semantic_near_mid_weak,1e-08
2452,2453,0.01832614466547966,0.0,0.01832614466547966,semantic_near_mid_weak,1e-08
449,501,0.018323548138141632,0.0,0.018323548138141632,semantic_near_mid_weak,1e-08
1156,2453,0.01832214556634426,0.0,0.01832214556634426,semantic_near_mid_weak,1e-08
449,1333,0.018321268260478973,0.0,0.018321268260478973,semantic_near_mid_weak,1e-08
1154,2454,0.01831916719675064,0.0,0.01831916719675064,semantic_near_mid_weak,1e-08
283,1282,0.018318060785531998,0.0,0.018318060785531998,semantic_near_mid_weak,1e-08
47,2265,0.018316933885216713,0.0,0.018316933885216713,semantic_near_mid_weak,1e-08
479,1776,0.01831667870283127,0.0,0.01831667870283127,semantic_near_mid_weak,1e-08
1155,2453,0.018316276371479034,0.0,0.018316276371479034,semantic_near_mid_weak,1e-08
1154,2452,0.018315743654966354,0.0,0.018315743654966354,semantic_near_mid_weak,1e-08
1559,2754,0.018313884735107422,0.0,0.018313884735107422,semantic_near_mid_weak,1e-08
645,3269,0.018313780426979065,0.0,0.018313780426979065,semantic_near_mid_weak,1e-08
1072,1389,0.018312722444534302,0.0,0.018312722444534302,semantic_near_mid_weak,1e-08
455,3328,0.018310684710741043,0.0,0.018310684710741043,semantic_near_mid_weak,1e-08
641,1133,0.018304985016584396,0.0,0.018304985016584396,semantic_near_mid_weak,1e-08
207,2264,0.01830229163169861,0.0,0.01830229163169861,semantic_near_mid_weak,1e-08
1158,2452,0.018301554024219513,0.0,0.018301554024219513,semantic_near_mid_weak,1e-08
2264,2351,0.01830132305622101,0.0,0.01830132305622101,semantic_near_mid_weak,1e-08
1153,2454,0.018297113478183746,0.0,0.018297113478183746,semantic_near_mid_weak,1e-08
962,2435,0.01829548180103302,0.0,0.01829548180103302,semantic_near_mid_weak,1e-08
1156,2454,0.01829547807574272,0.0,0.01829547807574272,semantic_near_mid_weak,1e-08
833,3092,0.018294861540198326,0.0,0.018294861540198326,semantic_near_mid_weak,1e-08
1155,2454,0.01829099841415882,0.0,0.01829099841415882,semantic_near_mid_weak,1e-08
1987,3176,0.018290791660547256,0.0,0.018290791660547256,semantic_near_mid_weak,1e-08
381,2025,0.018287327140569687,0.0,0.018287327140569687,semantic_near_mid_weak,1e-08
2452,2454,0.018287135288119316,0.0,0.018287135288119316,semantic_near_mid_weak,1e-08
2083,3020,0.018287118524312973,0.0,0.018287118524312973,semantic_near_mid_weak,1e-08
2839,2840,0.018283478915691376,0.0,0.018283478915691376,semantic_near_mid_weak,1e-08
1602,2503,0.01828046515583992,0.0,0.01828046515583992,semantic_near_mid_weak,1e-08
1156,2452,0.01828020252287388,0.0,0.01828020252287388,semantic_near_mid_weak,1e-08
2280,3516,0.018279675394296646,0.0,0.018279675394296646,semantic_near_mid_weak,1e-08
2503,2563,0.018278561532497406,0.0,0.018278561532497406,semantic_near_mid_weak,1e-08
1155,2452,0.018278252333402634,0.0,0.018278252333402634,semantic_near_mid_weak,1e-08
1312,1622,0.01827799528837204,0.0,0.01827799528837204,semantic_near_mid_weak,1e-08
395,2637,0.018277738243341446,0.0,0.018277738243341446,semantic_near_mid_weak,1e-08
479,911,0.018277226015925407,0.0,0.018277226015925407,semantic_near_mid_weak,1e-08
1153,2452,0.01827624812722206,0.0,0.01827624812722206,semantic_near_mid_weak,1e-08
2264,2352,0.01826315000653267,0.0,0.01826315000653267,semantic_near_mid_weak,1e-08
1599,1965,0.018262645229697227,0.0,0.018262645229697227,semantic_near_mid_weak,1e-08
1333,2690,0.01825653202831745,0.0,0.01825653202831745,semantic_near_mid_weak,1e-08
602,1282,0.018251478672027588,0.0,0.018251478672027588,semantic_near_mid_weak,1e-08
2992,3266,0.018251247704029083,0.0,0.018251247704029083,semantic_near_mid_weak,1e-08
874,1748,0.018247496336698532,0.0,0.018247496336698532,semantic_near_mid_weak,1e-08
602,780,0.018246445804834366,0.0,0.018246445804834366,semantic_near_mid_weak,1e-08
501,2798,0.018244480714201927,0.0,0.018244480714201927,semantic_near_mid_weak,1e-08
416,798,0.01824178919196129,0.0,0.01824178919196129,semantic_near_mid_weak,1e-08
1776,3192,0.01823890022933483,0.0,0.01823890022933483,semantic_near_mid_weak,1e-08
1462,2026,0.018238399177789688,0.0,0.018238399177789688,semantic_near_mid_weak,1e-08
448,2792,0.018234044313430786,0.0,0.018234044313430786,semantic_near_mid_weak,1e-08
70,2349,0.018232962116599083,0.0,0.018232962116599083,semantic_near_mid_weak,1e-08
1761,2349,0.018231503665447235,0.0,0.018231503665447235,semantic_near_mid_weak,1e-08
123,1354,0.018225237727165222,0.0,0.018225237727165222,semantic_near_mid_weak,1e-08
2840,3177,0.01822325959801674,0.0,0.01822325959801674,semantic_near_mid_weak,1e-08
2839,3177,0.018222853541374207,0.0,0.018222853541374207,semantic_near_mid_weak,1e-08
1435,3032,0.01822267286479473,0.0,0.01822267286479473,semantic_near_mid_weak,1e-08
2378,2390,0.018222203478217125,0.0,0.018222203478217125,semantic_near_mid_weak,1e-08
1686,1800,0.01821831800043583,0.0,0.01821831800043583,semantic_near_mid_weak,1e-08
1758,3471,0.01821405068039894,0.0,0.01821405068039894,semantic_near_mid_weak,1e-08
501,2517,0.018213758245110512,0.0,0.018213758245110512,semantic_near_mid_weak,1e-08
2202,2581,0.018210239708423615,0.0,0.018210239708423615,semantic_near_mid_weak,1e-08
2029,3269,0.018205741420388222,0.0,0.018205741420388222,semantic_near_mid_weak,1e-08
850,2391,0.01820528879761696,0.0,0.01820528879761696,semantic_near_mid_weak,1e-08
825,998,0.018205154687166214,0.0,0.018205154687166214,semantic_near_mid_weak,1e-08
501,1945,0.018204065039753914,0.0,0.018204065039753914,semantic_near_mid_weak,1e-08
76,3588,0.018203826621174812,0.0,0.018203826621174812,semantic_near_mid_weak,1e-08
580,1567,0.018202314153313637,0.0,0.018202314153313637,semantic_near_mid_weak,1e-08
1228,2377,0.01820213906466961,0.0,0.01820213906466961,semantic_near_mid_weak,1e-08
678,2352,0.01819663681089878,0.0,0.01819663681089878,semantic_near_mid_weak,1e-08
219,769,0.018194524571299553,0.0,0.018194524571299553,semantic_near_mid_weak,1e-08
2377,2390,0.018191298469901085,0.0,0.018191298469901085,semantic_near_mid_weak,1e-08
625,641,0.018189214169979095,0.0,0.018189214169979095,semantic_near_mid_weak,1e-08
1337,2650,0.018184565007686615,0.0,0.018184565007686615,semantic_near_mid_weak,1e-08
2377,2378,0.018184322863817215,0.0,0.018184322863817215,semantic_near_mid_weak,1e-08
625,1133,0.018182724714279175,0.0,0.018182724714279175,semantic_near_mid_weak,1e-08
1228,2390,0.018182702362537384,0.0,0.018182702362537384,semantic_near_mid_weak,1e-08
2838,3177,0.018182367086410522,0.0,0.018182367086410522,semantic_near_mid_weak,1e-08
1228,2378,0.01817934960126877,0.0,0.01817934960126877,semantic_near_mid_weak,1e-08
277,1273,0.018177563324570656,0.0,0.018177563324570656,semantic_near_mid_weak,1e-08
2083,3421,0.018175344914197922,0.0,0.018175344914197922,semantic_near_mid_weak,1e-08
375,2307,0.018174979835748672,0.0,0.018174979835748672,semantic_near_mid_weak,1e-08
998,1916,0.01817270927131176,0.0,0.01817270927131176,semantic_near_mid_weak,1e-08
2931,3077,0.01817237213253975,0.0,0.01817237213253975,semantic_near_mid_weak,1e-08
501,2792,0.01817193813621998,0.0,0.01817193813621998,semantic_near_mid_weak,1e-08
645,2029,0.01817183569073677,0.0,0.01817183569073677,semantic_near_mid_weak,1e-08
1159,2202,0.018171830102801323,0.0,0.018171830102801323,semantic_near_mid_weak,1e-08
1333,1945,0.018168708309531212,0.0,0.018168708309531212,semantic_near_mid_weak,1e-08
284,449,0.01816139928996563,0.0,0.01816139928996563,semantic_near_mid_weak,1e-08
678,2179,0.01815696619451046,0.0,0.01815696619451046,semantic_near_mid_weak,1e-08
2179,2264,0.01815692149102688,0.0,0.01815692149102688,semantic_near_mid_weak,1e-08
431,1006,0.018156489357352257,0.0,0.018156489357352257,semantic_near_mid_weak,1e-08
284,2798,0.018155226483941078,0.0,0.018155226483941078,semantic_near_mid_weak,1e-08
2110,2307,0.018154116347432137,0.0,0.018154116347432137,semantic_near_mid_weak,1e-08
2018,2026,0.018151717260479927,0.0,0.018151717260479927,semantic_near_mid_weak,1e-08
678,2351,0.018150927498936653,0.0,0.018150927498936653,semantic_near_mid_weak,1e-08
2067,3117,0.018146062269806862,0.0,0.018146062269806862,semantic_near_mid_weak,1e-08
731,1981,0.01814582198858261,0.0,0.01814582198858261,semantic_near_mid_weak,1e-08
2410,2977,0.018145769834518433,0.0,0.018145769834518433,semantic_near_mid_weak,1e-08
671,1626,0.018144600093364716,0.0,0.018144600093364716,semantic_near_mid_weak,1e-08
1814,2558,0.01814257726073265,0.0,0.01814257726073265,semantic_near_mid_weak,1e-08
2919,3251,0.018141094595193863,0.0,0.018141094595193863,semantic_near_mid_weak,1e-08
1945,2517,0.018133481964468956,0.0,0.018133481964468956,semantic_near_mid_weak,1e-08
280,978,0.018130900338292122,0.0,0.018130900338292122,semantic_near_mid_weak,1e-08
1522,2676,0.018124978989362717,0.0,0.018124978989362717,semantic_near_mid_weak,1e-08
3020,3421,0.01812313124537468,0.0,0.01812313124537468,semantic_near_mid_weak,1e-08
513,2148,0.018122833222150803,0.0,0.018122833222150803,semantic_near_mid_weak,1e-08
1966,2309,0.0181227196007967,0.0,0.0181227196007967,semantic_near_mid_weak,1e-08
777,1496,0.018120871856808662,0.0,0.018120871856808662,semantic_near_mid_weak,1e-08
956,1805,0.018118375912308693,0.0,0.018118375912308693,semantic_near_mid_weak,1e-08
672,1854,0.018113261088728905,0.0,0.018113261088728905,semantic_near_mid_weak,1e-08
680,1644,0.01811094582080841,0.0,0.01811094582080841,semantic_near_mid_weak,1e-08
1920,2002,0.018109653145074844,0.0,0.018109653145074844,semantic_near_mid_weak,1e-08
2458,3137,0.018104592338204384,0.0,0.018104592338204384,semantic_near_mid_weak,1e-08
1588,1670,0.018103260546922684,0.0,0.018103260546922684,semantic_near_mid_weak,1e-08
1520,3170,0.01810178905725479,0.0,0.01810178905725479,semantic_near_mid_weak,1e-08
284,2690,0.018101230263710022,0.0,0.018101230263710022,semantic_near_mid_weak,1e-08
420,421,0.018100332468748093,0.0,0.018100332468748093,semantic_near_mid_weak,1e-08
88,283,0.018095938488841057,0.0,0.018095938488841057,semantic_near_mid_weak,1e-08
2690,2798,0.018094753846526146,0.0,0.018094753846526146,semantic_near_mid_weak,1e-08
2547,3464,0.018094634637236595,0.0,0.018094634637236595,semantic_near_mid_weak,1e-08
1435,2650,0.018093030899763107,0.0,0.018093030899763107,semantic_near_mid_weak,1e-08
871,1892,0.018085647374391556,0.0,0.018085647374391556,semantic_near_mid_weak,1e-08
231,2256,0.018084045499563217,0.0,0.018084045499563217,semantic_near_mid_weak,1e-08
1991,3219,0.018082862719893456,0.0,0.018082862719893456,semantic_near_mid_weak,1e-08
515,2235,0.018082432448863983,0.0,0.018082432448863983,semantic_near_mid_weak,1e-08
1825,2984,0.01808234490454197,0.0,0.01808234490454197,semantic_near_mid_weak,1e-08
653,1342,0.018078472465276718,0.0,0.018078472465276718,semantic_near_mid_weak,1e-08
713,2595,0.01807675138115883,0.0,0.01807675138115883,semantic_near_mid_weak,1e-08
2307,2849,0.018074417486786842,0.0,0.018074417486786842,semantic_near_mid_weak,1e-08
501,2914,0.01807420700788498,0.0,0.01807420700788498,semantic_near_mid_weak,1e-08
449,2690,0.018072815611958504,0.0,0.018072815611958504,semantic_near_mid_weak,1e-08
25,2540,0.018069950863718987,0.0,0.018069950863718987,semantic_near_mid_weak,1e-08
833,3289,0.018069589510560036,0.0,0.018069589510560036,semantic_near_mid_weak,1e-08
96,3129,0.018068401142954826,0.0,0.018068401142954826,semantic_near_mid_weak,1e-08
3586,3593,0.01806783489882946,0.0,0.01806783489882946,semantic_near_mid_weak,1e-08
2123,2495,0.018066007643938065,0.0,0.018066007643938065,semantic_near_mid_weak,1e-08
2087,2217,0.018061840906739235,0.0,0.018061840906739235,semantic_near_mid_weak,1e-08
1256,1830,0.018061360344290733,0.0,0.018061360344290733,semantic_near_mid_weak,1e-08
678,2264,0.018060768023133278,0.0,0.018060768023133278,semantic_near_mid_weak,1e-08
1337,3251,0.01805592142045498,0.0,0.01805592142045498,semantic_near_mid_weak,1e-08
1619,2450,0.018055567517876625,0.0,0.018055567517876625,semantic_near_mid_weak,1e-08
734,1785,0.01805109903216362,0.0,0.01805109903216362,semantic_near_mid_weak,1e-08
1462,3463,0.01804998703300953,0.0,0.01804998703300953,semantic_near_mid_weak,1e-08
1068,1069,0.018049176782369614,0.0,0.018049176782369614,semantic_near_mid_weak,1e-08
448,2479,0.018046680837869644,0.0,0.018046680837869644,semantic_near_mid_weak,1e-08
1241,1635,0.01804378069937229,0.0,0.01804378069937229,semantic_near_mid_weak,1e-08
1626,2148,0.01804358698427677,0.0,0.01804358698427677,semantic_near_mid_weak,1e-08
141,340,0.01804092712700367,0.0,0.01804092712700367,semantic_near_mid_weak,1e-08
2067,2790,0.01803911291062832,0.0,0.01803911291062832,semantic_near_mid_weak,1e-08
1989,3427,0.018036946654319763,0.0,0.018036946654319763,semantic_near_mid_weak,1e-08
2278,3307,0.01803680509328842,0.0,0.01803680509328842,semantic_near_mid_weak,1e-08
283,1256,0.018034351989626884,0.0,0.018034351989626884,semantic_near_mid_weak,1e-08
3111,3231,0.018030820414423943,0.0,0.018030820414423943,semantic_near_mid_weak,1e-08
780,1256,0.018030453473329544,0.0,0.018030453473329544,semantic_near_mid_weak,1e-08
1578,2575,0.018029825761914253,0.0,0.018029825761914253,semantic_near_mid_weak,1e-08
186,489,0.01802978850901127,0.0,0.01802978850901127,semantic_near_mid_weak,1e-08
301,1273,0.01802939735352993,0.0,0.01802939735352993,semantic_near_mid_weak,1e-08
2999,3415,0.01802685856819153,0.0,0.01802685856819153,semantic_near_mid_weak,1e-08
3168,3231,0.01802414283156395,0.0,0.01802414283156395,semantic_near_mid_weak,1e-08
1760,3175,0.018023818731307983,0.0,0.018023818731307983,semantic_near_mid_weak,1e-08
1945,2792,0.01802320033311844,0.0,0.01802320033311844,semantic_near_mid_weak,1e-08
3102,3398,0.018022989854216576,0.0,0.018022989854216576,semantic_near_mid_weak,1e-08
2552,3168,0.01802239939570427,0.0,0.01802239939570427,semantic_near_mid_weak,1e-08
3111,3168,0.018022015690803528,0.0,0.018022015690803528,semantic_near_mid_weak,1e-08
1337,2560,0.018020790070295334,0.0,0.018020790070295334,semantic_near_mid_weak,1e-08
2552,3231,0.018020465970039368,0.0,0.018020465970039368,semantic_near_mid_weak,1e-08
2680,2913,0.018019715324044228,0.0,0.018019715324044228,semantic_near_mid_weak,1e-08
513,671,0.018019111827015877,0.0,0.018019111827015877,semantic_near_mid_weak,1e-08
2026,3463,0.018017219379544258,0.0,0.018017219379544258,semantic_near_mid_weak,1e-08
1256,1282,0.018015749752521515,0.0,0.018015749752521515,semantic_near_mid_weak,1e-08
186,306,0.018014434725046158,0.0,0.018014434725046158,semantic_near_mid_weak,1e-08
303,641,0.018013780936598778,0.0,0.018013780936598778,semantic_near_mid_weak,1e-08
303,625,0.018013689666986465,0.0,0.018013689666986465,semantic_near_mid_weak,1e-08
2555,3570,0.018013570457696915,0.0,0.018013570457696915,semantic_near_mid_weak,1e-08
307,2195,0.0180103350430727,0.0,0.0180103350430727,semantic_near_mid_weak,1e-08
