item_id,semantic_density,semantic_collab_disagreement,graph_competition,offline_combined
67,0.83088076,0.98039216,0.546025,0.6776805
68,0.90322065,0.9508197,0.9257568,0.8573467
69,0.85816836,0.9677419,0.70488423,0.74940586
70,0.8501344,0.76086956,0.70896894,0.5659084
71,0.86397684,0.962963,0.5151,0.6880769
72,0.86519104,0.984127,0.66193193,0.7565432
73,0.8408648,1.0,0.678609,0.7494847
74,0.87801135,1.0,0.6676065,0.7857504
75,0.8527876,1.0,0.7280688,0.77885646
76,0.8409848,0.93333334,0.6191013,0.6729116
77,0.83045375,0.93333334,0.72634476,0.6974716
78,0.85364103,0.8965517,0.7939274,0.71368885
79,0.85299075,0.9677419,0.7170082,0.74789476
80,0.84619474,0.984127,0.93849653,0.8286571
81,0.86242855,0.877193,0.858432,0.7282322
82,0.79015565,0.984127,0.87448907,0.746975
83,0.8867872,0.984127,0.7323463,0.8033293
84,0.8413679,1.0,0.5584686,0.7098251
85,0.7325072,0.984127,0.58005553,0.5864585
86,0.7049103,1.0,0.83759713,0.6564793
87,0.804715,1.0,0.6614402,0.70486444
88,0.8320225,0.9677419,0.93575156,0.7985401
89,0.83043194,0.93333334,0.9256622,0.7641426
90,0.8857871,0.984127,0.77417743,0.8162511
91,0.88368607,1.0,0.762632,0.8236499
92,0.7637957,1.0,0.8587537,0.7268837
93,0.85593903,0.8965517,0.8043795,0.7196574
94,0.8181335,0.9677419,0.708369,0.7075186
95,0.7285003,0.9677419,0.9865183,0.70419997
96,0.8271117,0.93333334,0.9820219,0.7794308
97,0.82797027,1.0,0.6747883,0.7343395
98,0.8597745,0.9677419,0.7113286,0.75328946
99,0.79903615,1.0,0.98973566,0.80860966
100,0.84043753,1.0,0.8723362,0.81384903
101,0.8404721,0.984127,0.780951,0.76978606
102,0.9118079,0.984127,0.9820456,0.9137893
103,0.8644289,1.0,0.74126476,0.7957909
104,0.9123337,0.9677419,0.96840006,0.89583117
105,0.9124048,0.984127,0.98255986,0.9146033
106,0.9360596,0.9508197,0.8228781,0.85823697
107,0.91632617,0.9677419,0.906636,0.8794575
108,0.8574352,0.9508197,0.8908144,0.796417
109,0.8660477,1.0,0.8020954,0.8178866
110,0.8952629,0.9677419,0.77272314,0.811997
111,0.8492648,0.984127,0.54816586,0.70134854
112,0.87936556,0.9677419,0.9748468,0.8625345
113,0.9041572,1.0,0.9869344,0.92071915
114,0.8625085,0.9677419,0.82317424,0.7936547
115,0.8867659,0.93333334,0.93684596,0.8284662
116,0.85699075,1.0,0.8081625,0.8101769
117,0.869045,1.0,0.94381315,0.8685306
118,0.8250793,1.0,0.8039735,0.77445775
119,0.8697678,0.984127,0.88265246,0.8353212
120,0.8803917,1.0,0.96545815,0.8879755
121,0.8442826,1.0,0.6180245,0.7328878
122,0.86894226,0.984127,0.5854427,0.73498297
123,0.8424431,1.0,0.64769727,0.7408385
124,0.88670635,0.9677419,0.93254054,0.85627246
125,0.8509487,0.984127,0.8797273,0.8141044
126,0.8447039,1.0,0.9124462,0.83185846
127,0.86378694,0.9508197,0.6469157,0.72163576
128,0.8604716,0.984127,0.69855225,0.76372164
129,0.8399588,0.984127,0.98151624,0.8363459
130,0.80355513,0.984127,0.5506114,0.6530108
131,0.8562106,1.0,0.58675337,0.7352514
132,0.85743284,0.984127,0.8725734,0.8186836
133,0.8854464,0.9508197,0.94058293,0.84319335
134,0.86494863,1.0,0.688802,0.77879506
135,0.83501935,0.98333335,0.5653585,0.69110584
136,0.8418076,0.9677419,0.9908501,0.8274997
137,0.87844706,0.984127,0.8381316,0.82975763
138,0.8949951,0.9677419,0.86121523,0.84131974
139,0.8870996,1.0,0.82511055,0.84822696
140,0.8568608,1.0,0.67338055,0.7649372
141,0.9400391,1.0,0.5917971,0.82708794
142,0.92594934,1.0,0.72370493,0.8560741
143,0.9122071,1.0,0.99190134,0.93103796
144,0.89148605,0.9508197,0.96044314,0.8563339
145,0.7917553,0.984127,0.9842233,0.7854139
146,0.93113166,1.0,0.7902597,0.8839173
147,0.9323083,1.0,0.81349707,0.89295816
148,0.8569415,1.0,0.6539681,0.7585284
149,0.84139067,1.0,0.72304577,0.76491934
150,0.8788211,1.0,0.85871077,0.85056734
151,0.91248155,0.8301887,0.57281315,0.6464463
152,0.8729735,1.0,0.7499481,0.80788535
153,0.8859457,0.93333334,0.73101914,0.7587116
154,0.85819125,1.0,0.6596956,0.76178885
155,0.8485146,0.984127,0.6949644,0.7496626
156,0.8455343,0.9508197,0.83798176,0.76594025
157,0.8814913,0.984127,0.77072865,0.81047744
158,0.9204861,0.984127,0.52340275,0.76965356
159,0.9140681,1.0,0.4987296,0.7680171
160,0.86773956,0.9677419,0.7274782,0.76725894
161,0.8414084,1.0,0.86310196,0.81180316
162,0.8417546,1.0,0.6951287,0.75596935
163,0.84754694,0.9508197,0.8292557,0.7651848
164,0.7756657,0.9677419,0.83401006,0.7038901
165,0.85194373,0.984127,0.77927697,0.7815624
166,0.7813504,0.984127,0.9796301,0.7726875
167,0.8765536,0.93333334,0.6960275,0.7369027
168,0.87355375,0.9677419,0.98092216,0.8583174
169,0.8761873,1.0,0.79480803,0.8263522
170,0.8335916,1.0,0.67001736,0.7387883
171,0.7602899,0.984127,0.9128721,0.72770095
172,0.8394224,0.85714287,0.81091756,0.67051274
173,0.88607347,1.0,0.9147057,0.87710315
174,0.83985513,1.0,0.8608133,0.809367
175,0.8576528,0.984127,0.9825446,0.85571814
176,0.84935486,1.0,0.8112567,0.8030007
177,0.80944926,0.984127,0.8859056,0.77154344
178,0.88011503,0.984127,0.8439512,0.83349866
179,0.92783093,0.877193,0.7189704,0.7518999
180,0.8668254,1.0,0.85070395,0.83498794
181,0.8550422,0.9508197,0.8677323,0.78612
182,0.91282904,0.9508197,0.9247442,0.86734074
183,0.8676375,1.0,0.94525075,0.8674981
184,0.86222434,0.9677419,0.69632775,0.7509045
185,0.8681922,0.9508197,0.96877193,0.8340707
186,0.95127904,0.877193,0.61601394,0.7426653
187,0.88670665,1.0,0.9093993,0.8760085
188,0.8286216,0.984127,0.7202825,0.73674154
189,0.90452385,0.9677419,0.70969135,0.8008649
190,0.8623725,1.0,0.731061,0.7901652
191,0.91493,0.9508197,0.76835114,0.8172688
192,0.9139887,0.91525424,0.688056,0.75909215
193,0.90717006,0.877193,0.7572362,0.7424855
194,0.9120208,0.9677419,0.81202775,0.84317034
195,0.9214167,0.984127,0.80895215,0.8662031
196,0.8958292,1.0,0.9788975,0.909074
197,0.8889619,1.0,0.8019029,0.842464
198,0.90740705,0.8965517,0.75671995,0.7590585
199,0.9040849,0.8965517,0.5968186,0.7019806
200,0.8727843,0.92156863,0.61591095,0.69601935
201,0.9058739,0.9508197,0.66337305,0.77240276
202,0.8906547,0.9433962,0.6305435,0.73872715
203,0.8913377,0.9677419,0.7080098,0.78612185
204,0.8412008,1.0,0.61465,0.7284445
205,0.82793856,1.0,0.93679047,0.821975
206,0.8986314,0.95,0.604885,0.744345
207,0.8705827,0.9508197,0.9818699,0.8410242
208,0.88617027,0.93333334,0.8484983,0.7982633
209,0.86757094,0.984127,0.80058664,0.80549836
210,0.8796706,1.0,0.959229,0.8851157
211,0.9404005,1.0,0.67664206,0.85586685
212,0.8694196,0.9508197,0.89019394,0.80909735
213,0.9071098,1.0,0.8627785,0.88235
214,0.82167304,1.0,0.7704536,0.7595784
215,0.8203746,1.0,0.6267758,0.7101056
216,0.8252929,0.93333334,0.84461313,0.7314959
217,0.89126,1.0,0.58891124,0.7736654
218,0.88504493,1.0,0.74650633,0.81971526
219,0.871479,0.9677419,0.9804974,0.8559441
220,0.961162,0.9677419,0.77715933,0.8843491
221,0.891564,0.9677419,0.84790295,0.8331755
222,0.8446487,0.9677419,0.8467607,0.7823407
223,0.76825,1.0,0.9930545,0.7766128
224,0.90239394,0.9677419,0.6593613,0.7817333
225,0.847018,0.984127,0.98063284,0.84364176
226,0.8509275,0.984127,0.8584489,0.80696154
227,0.80756867,1.0,0.97976524,0.81444925
228,0.8839905,0.9508197,0.67263204,0.7519676
229,0.86173725,0.9677419,0.85557127,0.8036658
230,0.8813602,1.0,0.7260486,0.8089072
231,0.91069996,0.91525424,0.79759914,0.7922101
232,0.9104111,0.9508197,0.5817896,0.74998313
233,0.87084836,0.984127,0.73564863,0.78729373
234,0.9196649,0.8965517,0.6138286,0.72442704
235,0.8599635,0.91525424,0.5685723,0.6610127
236,0.88606846,1.0,0.64214194,0.7858942
237,0.8498455,0.9677419,0.7043331,0.7402711
238,0.87722063,0.9677419,0.9739814,0.8599382
239,0.92190605,0.8965517,0.96648717,0.84484166
240,0.88708806,0.9677419,0.9714989,0.869719
241,0.86973107,1.0,0.77179843,0.8117099
242,0.93799067,1.0,0.73496,0.8727894
243,0.8144206,1.0,0.7180847,0.7342558
244,0.8530794,1.0,0.49906495,0.7025423
245,0.8950988,0.9508197,0.9515777,0.85725254
246,0.8750646,1.0,0.68411934,0.7881069
247,0.8296157,0.93333334,0.6826953,0.6819647
248,0.8645792,1.0,0.72784805,0.7914632
249,0.8758478,0.8965517,0.9702839,0.79658127
250,0.8559111,0.9508197,0.91307473,0.80222654
251,0.90116036,0.9508197,0.72822213,0.78903323
252,0.902874,0.93333334,0.96680087,0.8558121
253,0.89728904,0.9508197,0.8502652,0.8257074
254,0.88400507,0.984127,0.47263637,0.7134349
255,0.8890526,0.9677419,0.9190029,0.85426575
256,0.917332,1.0,0.93547374,0.9176678
257,0.9287118,0.984127,0.6246693,0.8123846
258,0.92724395,0.9508197,0.9868844,0.90363544
259,0.8733636,1.0,0.82056266,0.8319335
260,0.8758675,1.0,0.8425046,0.84196824
261,0.88979816,0.9677419,0.9782892,0.8749056
262,0.8622182,1.0,0.76011366,0.7997207
263,0.85815203,1.0,0.71953773,0.7817707
264,0.9145903,0.93333334,0.94660324,0.8616533
265,0.9233394,0.91525424,0.9490183,0.8564696
266,0.85147667,0.91525424,0.99074775,0.7931518
267,0.86799717,0.984127,0.73445,0.78382653
268,0.8367918,1.0,0.98971784,0.849206
269,0.9125047,1.0,0.85553044,0.8857264
270,0.87303126,1.0,0.888422,0.8542828
271,0.90677977,1.0,0.86482006,0.8826783
272,0.8573376,1.0,0.6990426,0.7740369
273,0.856295,0.984127,0.77959913,0.78634953
274,0.90233606,0.9508197,0.97211224,0.8719066
275,0.89730734,0.984127,0.9635475,0.89200574
276,0.90168536,0.9677419,0.98311937,0.8893053
277,0.84912443,1.0,0.58872235,0.7282898
278,0.8880716,0.9677419,0.9519778,0.86424464
279,0.8806008,0.9508197,0.9512366,0.8415473
280,0.8352058,0.9677419,0.989382,0.8199089
281,0.81807154,1.0,0.77436996,0.7570159
282,0.92065,0.8965517,0.928312,0.830717
283,0.87131625,0.984127,0.7101231,0.7792557
284,0.8024717,1.0,0.813014,0.75317067
285,0.8944672,0.9677419,0.9800622,0.88051987
286,0.872134,0.9677419,0.6891533,0.7591607
287,0.88408256,0.984127,0.9208343,0.86349136
288,0.8362934,1.0,0.5836439,0.712792
289,0.8885728,0.9677419,0.8950094,0.84572124
290,0.8347209,1.0,0.74188566,0.7640509
291,0.9317734,1.0,0.6377151,0.8335638
292,0.9099395,0.984127,0.9602845,0.9044985
293,0.89435434,1.0,0.7022602,0.8149212
294,0.9063038,0.984127,0.9851682,0.9089151
295,0.8550733,0.9677419,0.986975,0.8404689
296,0.90382046,0.9508197,0.9862949,0.87824863
297,0.90084934,1.0,0.81358624,0.8591571
298,0.8711747,0.984127,0.7949045,0.8074725
299,0.8651006,0.984127,0.9288714,0.8457677
300,0.89173096,0.984127,0.9874619,0.8940111
301,0.8979587,1.0,0.9672983,0.9074828
302,0.9099728,1.0,0.8982355,0.89729327
303,0.97114825,0.9677419,0.72732043,0.8784115
304,0.8847208,1.0,0.9312624,0.88118863
305,0.901783,0.984127,0.94552594,0.8907886
306,0.8836951,1.0,0.5633647,0.7569819
307,0.8874098,0.91525424,0.98414797,0.82958585
308,0.8540562,1.0,0.9799771,0.8645126
309,0.8442189,1.0,0.8448125,0.80870575
310,0.92031777,0.9677419,0.8632482,0.86923194
311,0.87402695,0.984127,0.9544144,0.8639141
312,0.9181654,1.0,0.8997982,0.90662646
313,0.85485184,0.9508197,0.9384326,0.8095725
314,0.85405374,1.0,0.95229435,0.855247
315,0.8507896,0.9508197,0.94220924,0.8064678
316,0.8947565,1.0,0.59741616,0.78027135
317,0.92520654,0.8965517,0.6496988,0.7423892
318,0.91599494,0.8965517,0.8160337,0.7881411
319,0.89818716,0.984127,0.91502696,0.8767163
320,0.9104035,1.0,0.9788702,0.92473793
321,0.9116724,0.984127,0.8719017,0.87678796
322,0.9726726,0.9677419,0.8321599,0.9151315
323,0.9699961,0.984127,0.86139905,0.9359947
324,0.86210966,1.0,0.474892,0.7041648
325,0.86557055,1.0,0.70170254,0.7837806
326,0.8630508,0.9677419,0.7037878,0.75428957
327,0.8759326,1.0,0.9480239,0.87734646
328,0.84644747,0.984127,0.7568311,0.76814103
329,0.8667324,1.0,0.6418288,0.7649955
330,0.8666358,1.0,0.7355588,0.79625493
331,0.8574128,0.9677419,0.76998407,0.7703767
332,0.86493266,1.0,0.935952,0.8614778
333,0.870718,0.984127,0.9204052,0.84897566
334,0.8974277,0.9677419,0.9621737,0.8777178
335,0.87707925,1.0,0.8122053,0.8331328
336,0.8935063,0.984127,0.7699569,0.8231401
337,0.8650129,0.9508197,0.7662486,0.76288456
338,0.8603896,0.93333334,0.9167591,0.7933798
339,0.87575865,0.984127,0.9820043,0.8750083
340,0.86290103,0.984127,0.7391169,0.7799077
341,0.9030378,1.0,0.39023313,0.7198508
342,0.8578986,0.984127,0.98420537,0.8565381
343,0.87122893,1.0,0.85012704,0.83953047
344,0.87273425,0.9677419,0.78890765,0.7931853
345,0.8457626,1.0,0.6026274,0.72932726
346,0.9026328,1.0,0.8570871,0.87563103
347,0.82679474,1.0,0.6060605,0.71007806
348,0.85989344,0.984127,0.9870353,0.85963035
349,0.87386227,0.9677419,0.8192373,0.80454713
350,0.9367236,0.984127,0.7233702,0.8540272
351,0.8745792,1.0,0.6211215,0.766505
352,0.820366,0.984127,0.8063506,0.7566631
353,0.8961792,1.0,0.99358433,0.9143648
354,0.89997905,1.0,0.799035,0.85335225
355,0.907883,1.0,0.5211571,0.7688703
356,0.8789924,0.984127,0.9555352,0.8696289
357,0.8795631,0.8965517,0.9684533,0.799964
358,0.867756,0.9677419,0.8816417,0.8188619
359,0.8465501,0.984127,0.8068064,0.78497386
360,0.86274743,1.0,0.7146358,0.7850723
361,0.9282501,0.8363636,0.7338842,0.72256047
362,0.7395426,1.0,0.57880694,0.6071281
363,0.88426995,0.8363636,0.88364524,0.7253764
364,0.8678317,0.984127,0.8617419,0.8262422
365,0.9147365,0.984127,0.9355234,0.9013718
366,0.74243224,1.0,0.94865537,0.7339919
367,0.7898463,1.0,0.76997524,0.725192
368,0.8272885,1.0,0.8689462,0.79857427
369,0.8124832,1.0,0.74650294,0.7416815
370,0.87522805,0.984127,0.9523275,0.8645074
371,0.93597627,1.0,0.8912151,0.92290825
372,0.8114897,1.0,0.9193938,0.7984648
373,0.8570231,1.0,0.85070944,0.8244485
374,0.8714458,0.9677419,0.93569803,0.8409178
375,0.88171625,0.9508197,0.81510717,0.7971961
376,0.8682609,0.984127,0.8911803,0.8365543
377,0.8947692,1.0,0.69313645,0.81231433
378,0.90794075,0.9677419,0.9783726,0.8944439
379,0.86113393,0.9677419,0.7772405,0.7768064
380,0.95592034,1.0,0.64308995,0.86132985
381,0.8747736,1.0,0.94074893,0.8736658
382,0.85875094,0.984127,0.9173845,0.8350956
383,0.8195503,0.85714287,0.8084727,0.64832425
384,0.86615396,0.8965517,0.935844,0.77463245
385,0.86116886,0.9677419,0.8774935,0.81039006
386,0.92718184,0.91525424,0.9266843,0.85312843
387,0.91434515,0.8965517,0.6020542,0.7147663
388,0.90474546,0.9677419,0.60650355,0.76657516
389,0.91699386,0.984127,0.9049225,0.8935599
390,0.8663253,0.9677419,0.9561974,0.8422707
391,0.89365387,1.0,0.92393523,0.8883435
392,0.94208735,1.0,0.93080837,0.9427285
393,0.8584161,0.984127,0.51372504,0.69966537
394,0.8934656,0.984127,0.8733082,0.85767907
395,0.827881,0.9677419,0.7791688,0.7416916
396,0.8710582,0.984127,0.78327066,0.8034544
397,0.9044307,0.984127,0.9781378,0.90454835
398,0.9098689,0.93333334,0.88838285,0.8370946
399,0.948577,0.9677419,0.92967176,0.921848
400,0.9014318,1.0,0.9641341,0.91015893
401,0.8586756,1.0,0.8278166,0.8185653
402,0.8541176,1.0,0.62277216,0.745053
403,0.86438906,0.984127,0.81822693,0.8079793
404,0.81867766,0.91525424,0.92840266,0.73701835
405,0.8760457,0.9677419,0.846995,0.8161833
406,0.87288404,0.984127,0.7621815,0.7983611
407,0.852901,1.0,0.5480142,0.7187295
408,0.801556,1.0,0.6320238,0.69162416
409,0.90350235,1.0,0.4260872,0.73234767
410,0.9284414,0.8965517,0.98291624,0.8573672
411,0.91147476,1.0,0.71701884,0.8382709
412,0.88491315,0.984127,0.5993223,0.75680226
413,0.8659899,0.9677419,0.8008572,0.78993106
414,0.86215025,1.0,0.38511497,0.6741679
415,0.88120323,0.984127,0.97879565,0.87978965
416,0.90433234,0.984127,0.9239718,0.8863179
417,0.89046097,1.0,0.815702,0.84869355
418,0.8499095,0.9677419,0.72542584,0.7473977
419,0.82438135,1.0,0.53841174,0.6848466
420,0.86387175,0.9677419,0.90037763,0.8209541
421,0.8240483,0.93333334,0.76053905,0.7020251
422,0.8655653,0.984127,0.8414646,0.8170199
423,0.84530956,1.0,0.3454305,0.64277846
424,0.8247124,0.984127,0.7524336,0.7432957
425,0.79918766,1.0,0.9840883,0.80688286
426,0.9478392,0.9508197,0.61261255,0.80054694
427,0.929808,1.0,0.8930904,0.91690236
428,0.8723525,0.9677419,0.9541692,0.84807366
429,0.89745253,0.9677419,0.35031605,0.6730085
430,0.86068225,0.9508197,0.91706884,0.80869395
431,0.8813906,1.0,0.57833034,0.7595114
432,0.84967005,0.93333334,0.8782916,0.7689803
433,0.84764457,1.0,0.73784393,0.7765965
434,0.8309097,1.0,0.30188918,0.6127234
435,0.84624994,0.8965517,0.94935346,0.7577481
436,0.8365414,1.0,0.890691,0.81580096
437,0.83239067,0.984127,0.6389909,0.7135934
438,0.837295,0.984127,0.39340466,0.63669103
439,0.8376484,0.9677419,0.87452585,0.7841032
440,0.85789806,0.93333334,0.86139333,0.7721743
441,0.86583614,0.93333334,0.8010286,0.76051205
442,0.84457755,0.9508197,0.9551098,0.80410403
443,0.72882724,1.0,0.8837574,0.6976454
444,0.8817462,0.93333334,0.74109346,0.75756645
445,0.89015996,0.984127,0.9633185,0.88424283
446,0.80290496,1.0,0.6528423,0.7000409
447,0.86679906,0.9677419,0.6454122,0.7387871
448,0.8832352,0.8965517,0.91506344,0.7860481
449,0.8589765,0.984127,0.8525686,0.81364983
450,0.81805336,0.984127,0.88039184,0.77895135
451,0.8604762,0.93333334,0.9852173,0.81638
452,0.8287493,1.0,0.73247266,0.7544792
453,0.8865284,0.9677419,0.8308315,0.82204777
454,0.82720166,1.0,0.6178715,0.7144678
455,0.8668216,0.9677419,0.6522652,0.7411044
456,0.92520016,0.984127,0.5657931,0.78890747
457,0.9381787,0.984127,0.9827844,0.9423956
458,0.82974505,1.0,0.9845408,0.83989555
459,0.86951613,1.0,0.9503303,0.87121797
460,0.8543236,0.984127,0.77718836,0.7834229
461,0.851339,1.0,0.74381095,0.7825661
462,0.87824285,0.9677419,0.88424915,0.83101195
463,0.87580633,1.0,0.6779343,0.78683496
464,0.8831427,1.0,0.7114137,0.8059271
465,0.8798189,1.0,0.9803698,0.8923492
466,0.8446071,0.984127,0.6618588,0.73438287
467,0.871521,0.984127,0.97086006,0.8667221
468,0.85317934,0.9677419,0.88435763,0.804095
469,0.85279405,0.984127,0.9819839,0.8503054
470,0.87618834,0.93333334,0.7705957,0.76146144
471,0.81733805,0.984127,0.54171145,0.6648548
472,0.8554134,0.984127,0.9910935,0.8561704
473,0.8098242,1.0,0.5435444,0.67090935
474,0.76735514,0.93333334,0.97080797,0.7114164
475,0.8043798,0.93333334,0.6032867,0.6282549
476,0.85217786,0.984127,0.9756393,0.8475197
477,0.8309304,0.984127,0.74708354,0.7481925
478,0.86850226,0.984127,0.69674563,0.7717533
479,0.85438985,0.9508197,0.7034843,0.73045874
480,0.8729936,0.9508197,0.86139315,0.8033037
481,0.82761055,0.9677419,0.9692787,0.80501413
482,0.7554655,0.984127,0.7292632,0.6610747
483,0.93139815,0.9677419,0.80230695,0.8607559
484,0.92194283,1.0,0.563323,0.7980995
485,0.8751994,0.984127,0.97913265,0.873446
486,0.8653567,1.0,0.6603318,0.7697074
487,0.9339051,0.877193,0.59119296,0.715676
488,0.84872323,0.984127,0.98671955,0.84751225
489,0.8932777,1.0,0.9500035,0.89666176
490,0.8214471,0.8965517,0.9646654,0.73619884
491,0.85658383,0.93333334,0.83209956,0.76095885
492,0.88330734,1.0,0.7237245,0.8102236
493,0.78638315,0.93333334,0.6791355,0.6342814
494,0.844978,1.0,0.6416697,0.7415476
495,0.86827993,0.984127,0.81816673,0.8121433
496,0.90108526,1.0,0.79038113,0.8516461
497,0.8653541,1.0,0.8095727,0.8196427
498,0.8973291,1.0,0.8312728,0.8612897
499,0.9014106,0.984127,0.69216985,0.8056116
500,0.8526702,1.0,0.98573935,0.86495036
501,0.90447366,1.0,0.8005147,0.8586808
502,0.8738833,1.0,0.66080713,0.779036
503,0.8897984,0.8965517,0.97286856,0.8124485
504,0.90598583,0.9677419,0.9792395,0.8926317
505,0.84426475,1.0,0.8426804,0.8080416
506,0.8456752,0.93333334,0.8337962,0.74979544
507,0.89602196,1.0,0.7162874,0.8214083
508,0.9141917,0.93877554,0.64320743,0.7643402
509,0.8769979,0.984127,0.7836358,0.809964
510,0.9476135,1.0,0.7897325,0.90146536
511,0.89928484,0.984127,0.6386012,0.78540087
512,0.85089046,0.9677419,0.4314068,0.6500699
513,0.87292755,0.984127,0.79362977,0.80893105
514,0.93733567,0.877193,0.7857505,0.7844668
515,0.8779348,1.0,0.52935636,0.7394077
516,0.8752786,1.0,0.8529587,0.8448331
517,0.8787888,1.0,0.836883,0.8432288
518,0.88899195,0.9508197,0.6766013,0.7586744
519,0.8896507,0.9677419,0.93185806,0.85921043
520,0.88146186,0.9508197,0.92564625,0.8339104
521,0.90887606,1.0,0.6635597,0.8175881
522,0.885622,0.984127,0.8404209,0.8382395
523,0.812284,0.97619045,0.66892177,0.6952253
524,0.82801574,1.0,0.6695464,0.7326345
525,0.87670666,1.0,0.55239844,0.74579716
526,0.88315916,0.9508197,0.9855736,0.85578823
527,0.8335731,1.0,0.77622235,0.77430606
528,0.8734952,0.9508197,0.8689766,0.8063807
529,0.8072355,1.0,0.70137805,0.7209387
530,0.8491237,0.984127,0.66453487,0.7401355
531,0.8735038,0.984127,0.76950794,0.80147916
532,0.86320084,1.0,0.6632888,0.76837844
533,0.8914876,1.0,0.595501,0.77611524
534,0.8519454,1.0,0.6463928,0.75062084
535,0.88253224,0.984127,0.57452035,0.7459428
536,0.9091485,0.984127,0.7913388,0.8471163
537,0.8680919,0.93333334,0.91232216,0.80017823
538,0.90836346,1.0,0.69602454,0.8279
539,0.8694371,1.0,0.86644477,0.8430638
540,0.82708406,0.9508197,0.5609416,0.65339744
541,0.84425175,0.9508197,0.5976432,0.6841404
542,0.86745626,0.91525424,0.73712355,0.72547007
543,0.85809624,0.8965517,0.70475876,0.6886428
544,0.84459335,0.93333334,0.68175423,0.6977567
545,0.9482288,1.0,0.768701,0.8950896
546,0.86872244,0.9677419,0.5987628,0.72524595
547,0.8439026,0.9508197,0.6761171,0.7100234
548,0.86965996,1.0,0.914321,0.85932344
549,0.89415514,0.984127,0.7378046,0.8130792
550,0.91167223,0.9677419,0.9603674,0.892432
551,0.8601369,0.9508197,0.9679892,0.8251462
552,0.86312747,0.9677419,0.94304925,0.8344322
553,0.8833478,0.984127,0.61618173,0.7607603
554,0.6794446,0.984127,0.8512514,0.6201411
555,0.8695057,0.984127,0.95683855,0.8598631
556,0.8618825,0.984127,0.97026604,0.8561582
557,0.87212014,0.9677419,0.8852317,0.8247563
558,0.8308145,1.0,0.34817132,0.6281076
559,0.80909765,0.97619045,0.7561945,0.7210014
