item_a,item_b,semantic_sim,rank,family_a,family_b,brand_a,brand_b,same_family,same_brand,weight,rule
5,745,0.9222463965415955,7,adhesive_epoxy,adhesive_epoxy,hot,rockler,True,False,0.9222463965415955,same_brand_or_family_strong_semantic
5,1053,0.9221336841583252,8,adhesive_epoxy,adhesive_epoxy,hot,krazy,True,False,0.9221336841583252,same_brand_or_family_strong_semantic
5,311,0.9215797185897827,9,adhesive_epoxy,adhesive_epoxy,hot,krazy,True,False,0.9215797185897827,same_brand_or_family_strong_semantic
5,1386,0.9199878573417664,10,adhesive_epoxy,adhesive_epoxy,hot,bob,True,False,0.9199878573417664,same_brand_or_family_strong_semantic
5,2050,0.9165956974029541,11,adhesive_epoxy,adhesive_epoxy,hot,e6000,True,False,0.9165956974029541,same_brand_or_family_strong_semantic
5,924,0.9163962602615356,12,adhesive_epoxy,adhesive_epoxy,hot,loctite,True,False,0.9163962602615356,same_brand_or_family_strong_semantic
5,1204,0.9132432341575623,13,adhesive_epoxy,adhesive_epoxy,hot,loctite,True,False,0.9132432341575623,same_brand_or_family_strong_semantic
5,1595,0.9121899008750916,15,adhesive_epoxy,adhesive_epoxy,hot,krazy,True,False,0.9121899008750916,same_brand_or_family_strong_semantic
5,172,0.9109355211257935,16,adhesive_epoxy,adhesive_epoxy,hot,gorilla,True,False,0.9109355211257935,same_brand_or_family_strong_semantic
6,16,0.9943838715553284,1,adhesive_epoxy,adhesive_epoxy,porter,porter,True,True,1.2429798394441605,same_brand_or_family_strong_semantic
6,355,0.8922433257102966,12,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.1153041571378708,same_brand_or_family_strong_semantic
6,20,0.8916172385215759,13,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.11452154815197,same_brand_or_family_strong_semantic
6,358,0.8847170472145081,17,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.105896309018135,same_brand_or_family_strong_semantic
6,356,0.8817185759544373,21,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.1021482199430466,same_brand_or_family_strong_semantic
6,710,0.8809717297554016,24,adhesive_epoxy,other,porter,porter,False,True,1.101214662194252,same_brand_or_family_strong_semantic
6,1083,0.8746566772460938,35,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0933208465576172,same_brand_or_family_strong_semantic
6,2520,0.8740026950836182,36,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0925033688545227,same_brand_or_family_strong_semantic
6,357,0.8715943098068237,39,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0894928872585297,same_brand_or_family_strong_semantic
6,2071,0.871197521686554,40,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0889969021081924,same_brand_or_family_strong_semantic
6,2011,0.8707468509674072,43,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.088433563709259,same_brand_or_family_strong_semantic
6,2519,0.8624625205993652,62,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0780781507492065,same_brand_or_family_strong_semantic
7,8,1.0000001192092896,1,other,other,ultrasource,ultrasource,False,True,1.250000149011612,same_brand_or_family_strong_semantic
8,7,1.0000001192092896,1,other,other,ultrasource,ultrasource,False,True,1.250000149011612,same_brand_or_family_strong_semantic
9,1035,0.9436029195785522,1,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1795036494731903,same_brand_or_family_strong_semantic
9,403,0.9399045705795288,2,connector_fitting,connector_fitting,anderson,anderson,True,True,1.174880713224411,same_brand_or_family_strong_semantic
9,2846,0.9387477040290833,3,connector_fitting,connector_fitting,anderson,anderson,True,True,1.173434630036354,same_brand_or_family_strong_semantic
9,980,0.9368345141410828,4,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1710431426763535,same_brand_or_family_strong_semantic
9,225,0.9328696131706238,5,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1660870164632797,same_brand_or_family_strong_semantic
9,818,0.9305142760276794,6,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1631428450345993,same_brand_or_family_strong_semantic
9,1003,0.9290060997009277,7,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1612576246261597,same_brand_or_family_strong_semantic
9,226,0.9262526631355286,8,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1578158289194107,same_brand_or_family_strong_semantic
9,1285,0.9222356677055359,9,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1527945846319199,same_brand_or_family_strong_semantic
9,979,0.9193312525749207,10,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1491640657186508,same_brand_or_family_strong_semantic
9,2301,0.9182180762290955,11,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1477725952863693,same_brand_or_family_strong_semantic
9,1918,0.9180948138237,12,connector_fitting,connector_fitting,anderson,anderson,True,True,1.147618517279625,same_brand_or_family_strong_semantic
9,2693,0.9178807139396667,13,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1473508924245834,same_brand_or_family_strong_semantic
9,2468,0.917012631893158,14,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1462657898664474,same_brand_or_family_strong_semantic
9,1767,0.9153584241867065,15,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1441980302333832,same_brand_or_family_strong_semantic
9,1177,0.9151830673217773,16,connector_fitting,connector_fitting,anderson,anderson,True,True,1.1439788341522217,same_brand_or_family_strong_semantic
10,353,0.9495505690574646,1,tape,tape,scotch,scotch,True,True,1.1869382113218307,same_brand_or_family_strong_semantic
10,648,0.9430704712867737,2,tape,tape,scotch,,True,False,0.9430704712867737,same_brand_or_family_strong_semantic
10,2159,0.9429275989532471,3,tape,tape,scotch,scotch,True,True,1.1786594986915588,same_brand_or_family_strong_semantic
10,1110,0.936871349811554,4,tape,tape,scotch,scotch,True,True,1.1710891872644424,same_brand_or_family_strong_semantic
10,1927,0.9329718947410583,5,tape,tape,scotch,,True,False,0.9329718947410583,same_brand_or_family_strong_semantic
10,1884,0.9324238300323486,6,tape,tape,scotch,nashua,True,False,0.9324238300323486,same_brand_or_family_strong_semantic
10,647,0.9320427775382996,7,tape,tape,scotch,,True,False,0.9320427775382996,same_brand_or_family_strong_semantic
10,588,0.931620717048645,8,tape,tape,scotch,scotch,True,True,1.1645258963108063,same_brand_or_family_strong_semantic
10,1596,0.9287676215171814,9,tape,tape,scotch,scotch,True,True,1.1609595268964767,same_brand_or_family_strong_semantic
10,1673,0.9253355264663696,10,tape,tape,scotch,,True,False,0.9253355264663696,same_brand_or_family_strong_semantic
10,467,0.9249391555786133,11,tape,tape,scotch,,True,False,0.9249391555786133,same_brand_or_family_strong_semantic
10,1210,0.9247788786888123,12,tape,tape,scotch,sparco,True,False,0.9247788786888123,same_brand_or_family_strong_semantic
10,1527,0.9244410991668701,13,tape,tape,scotch,xfasten,True,False,0.9244410991668701,same_brand_or_family_strong_semantic
10,528,0.9232079386711121,14,tape,tape,scotch,protapes,True,False,0.9232079386711121,same_brand_or_family_strong_semantic
10,221,0.9224526882171631,15,tape,tape,scotch,,True,False,0.9224526882171631,same_brand_or_family_strong_semantic
10,684,0.9223242998123169,16,tape,tape,scotch,jvcc,True,False,0.9223242998123169,same_brand_or_family_strong_semantic
13,715,0.9914390444755554,1,other,other,amprobe,amprobe,False,True,1.2392988055944443,same_brand_or_family_strong_semantic
13,2700,0.9269205331802368,2,other,gauge_meter,amprobe,amprobe,False,True,1.158650666475296,same_brand_or_family_strong_semantic
13,1371,0.8488860130310059,31,other,other,amprobe,amprobe,False,True,1.0611075162887573,same_brand_or_family_strong_semantic
15,1985,0.9828711152076721,1,fastener,fastener,kreg,kreg,True,True,1.2285888940095901,same_brand_or_family_strong_semantic
15,909,0.9787111282348633,2,fastener,fastener,kreg,kreg,True,True,1.223388910293579,same_brand_or_family_strong_semantic
15,908,0.9777169823646545,3,fastener,fastener,kreg,kreg,True,True,1.2221462279558182,same_brand_or_family_strong_semantic
15,2521,0.9752823710441589,4,fastener,fastener,kreg,kreg,True,True,1.2191029638051987,same_brand_or_family_strong_semantic
15,2508,0.9735640287399292,5,fastener,fastener,kreg,kreg,True,True,1.2169550359249115,same_brand_or_family_strong_semantic
15,387,0.9684327840805054,6,fastener,fastener,kreg,kreg,True,True,1.2105409801006317,same_brand_or_family_strong_semantic
15,910,0.9676409363746643,7,fastener,fastener,kreg,kreg,True,True,1.2095511704683304,same_brand_or_family_strong_semantic
15,3,0.9672424793243408,8,fastener,fastener,kreg,kreg,True,True,1.209053099155426,same_brand_or_family_strong_semantic
15,2491,0.9647130370140076,9,fastener,fastener,kreg,kreg,True,True,1.2058912962675095,same_brand_or_family_strong_semantic
15,721,0.9556472897529602,10,fastener,fastener,kreg,kreg,True,True,1.1945591121912003,same_brand_or_family_strong_semantic
15,1921,0.9394402503967285,11,fastener,fastener,kreg,rok,True,False,0.9394402503967285,same_brand_or_family_strong_semantic
15,3325,0.9383522272109985,12,fastener,fastener,kreg,rok,True,False,0.9383522272109985,same_brand_or_family_strong_semantic
15,359,0.9304570555686951,13,fastener,fastener,kreg,kreg,True,True,1.1630713194608688,same_brand_or_family_strong_semantic
15,2347,0.9283179044723511,14,fastener,fastener,kreg,fastcap,True,False,0.9283179044723511,same_brand_or_family_strong_semantic
15,603,0.9239205718040466,15,fastener,fastener,kreg,,True,False,0.9239205718040466,same_brand_or_family_strong_semantic
15,1431,0.9216991662979126,16,fastener,fastener,kreg,spax,True,False,0.9216991662979126,same_brand_or_family_strong_semantic
16,6,0.9943838715553284,1,adhesive_epoxy,adhesive_epoxy,porter,porter,True,True,1.2429798394441605,same_brand_or_family_strong_semantic
16,20,0.8888900279998779,14,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.1111125349998474,same_brand_or_family_strong_semantic
16,355,0.8884395360946655,15,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.110549420118332,same_brand_or_family_strong_semantic
16,358,0.8827401995658875,22,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.1034252494573593,same_brand_or_family_strong_semantic
16,356,0.8798993825912476,31,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0998742282390594,same_brand_or_family_strong_semantic
16,710,0.8786230683326721,34,adhesive_epoxy,other,porter,porter,False,True,1.0982788354158401,same_brand_or_family_strong_semantic
16,1083,0.8769286870956421,36,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0961608588695526,same_brand_or_family_strong_semantic
16,2520,0.8737705945968628,39,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0922132432460785,same_brand_or_family_strong_semantic
16,357,0.8707998394966125,49,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0884997993707657,same_brand_or_family_strong_semantic
16,2011,0.870648205280304,51,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.08831025660038,same_brand_or_family_strong_semantic
16,2071,0.8660175204277039,62,adhesive_epoxy,gauge_meter,porter,porter,False,True,1.0825219005346298,same_brand_or_family_strong_semantic
17,363,0.9930416941642761,1,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.2413021177053452,same_brand_or_family_strong_semantic
17,19,0.9915838241577148,2,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.2394797801971436,same_brand_or_family_strong_semantic
17,762,0.9776977300643921,3,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.2221221625804901,same_brand_or_family_strong_semantic
17,775,0.9466170072555542,4,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.1832712590694427,same_brand_or_family_strong_semantic
17,91,0.940755307674408,5,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.17594413459301,same_brand_or_family_strong_semantic
17,1367,0.9372280240058899,6,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.1715350300073624,same_brand_or_family_strong_semantic
17,346,0.9362033009529114,7,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.1702541261911392,same_brand_or_family_strong_semantic
17,574,0.9254308938980103,8,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.1567886173725128,same_brand_or_family_strong_semantic
17,20,0.918808102607727,9,gauge_meter,gauge_meter,bostitch,porter,True,False,0.918808102607727,same_brand_or_family_strong_semantic
17,1301,0.9170926809310913,10,gauge_meter,other,bostitch,bostitch,False,True,1.1463658511638641,same_brand_or_family_strong_semantic
17,355,0.9130641222000122,11,gauge_meter,gauge_meter,bostitch,porter,True,False,0.9130641222000122,same_brand_or_family_strong_semantic
17,2520,0.910585343837738,12,gauge_meter,gauge_meter,bostitch,porter,True,False,0.910585343837738,same_brand_or_family_strong_semantic
17,376,0.9031984210014343,14,gauge_meter,gauge_meter,bostitch,,True,False,0.9031984210014343,same_brand_or_family_strong_semantic
17,2071,0.9029629230499268,15,gauge_meter,gauge_meter,bostitch,porter,True,False,0.9029629230499268,same_brand_or_family_strong_semantic
17,419,0.8756519556045532,39,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.0945649445056915,same_brand_or_family_strong_semantic
18,344,0.9581943154335022,1,other,connector_fitting,shop,shop,False,True,1.1977428942918777,same_brand_or_family_strong_semantic
18,1534,0.9572128057479858,2,other,connector_fitting,shop,shop,False,True,1.1965160071849823,same_brand_or_family_strong_semantic
18,764,0.9503932595252991,3,other,connector_fitting,shop,shop,False,True,1.1879915744066238,same_brand_or_family_strong_semantic
18,872,0.9492136836051941,4,other,connector_fitting,shop,shop,False,True,1.1865171045064926,same_brand_or_family_strong_semantic
18,65,0.9442223906517029,5,other,other,shop,shop,False,True,1.1802779883146286,same_brand_or_family_strong_semantic
18,589,0.9416183233261108,6,other,other,shop,shop,False,True,1.1770229041576385,same_brand_or_family_strong_semantic
18,64,0.9404414892196655,7,other,other,shop,shop,False,True,1.175551861524582,same_brand_or_family_strong_semantic
18,60,0.9371291399002075,8,other,other,shop,shop,False,True,1.1714114248752594,same_brand_or_family_strong_semantic
18,2116,0.935364842414856,9,other,other,shop,shop,False,True,1.16920605301857,same_brand_or_family_strong_semantic
18,2111,0.9257358312606812,10,other,other,shop,shop,False,True,1.1571697890758514,same_brand_or_family_strong_semantic
18,1540,0.9196687936782837,11,other,other,shop,shop,False,True,1.1495859920978546,same_brand_or_family_strong_semantic
18,714,0.917188286781311,12,other,other,shop,shop,False,True,1.1464853584766388,same_brand_or_family_strong_semantic
18,922,0.9072766304016113,15,other,other,shop,shop,False,True,1.1340957880020142,same_brand_or_family_strong_semantic
18,941,0.8757959604263306,43,other,other,shop,shop,False,True,1.0947449505329132,same_brand_or_family_strong_semantic
18,627,0.8615849614143372,53,other,other,shop,shop,False,True,1.0769812017679214,same_brand_or_family_strong_semantic
19,363,0.9926090240478516,1,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.2407612800598145,same_brand_or_family_strong_semantic
19,17,0.9915838241577148,2,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.2394797801971436,same_brand_or_family_strong_semantic
19,762,0.9734773635864258,3,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.2168467044830322,same_brand_or_family_strong_semantic
19,91,0.9501321315765381,4,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.1876651644706726,same_brand_or_family_strong_semantic
19,775,0.9428090453147888,5,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.178511306643486,same_brand_or_family_strong_semantic
19,1367,0.9357655644416809,6,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.1697069555521011,same_brand_or_family_strong_semantic
19,346,0.934829831123352,7,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.16853728890419,same_brand_or_family_strong_semantic
19,574,0.9218109250068665,8,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.152263656258583,same_brand_or_family_strong_semantic
19,20,0.9153921604156494,9,gauge_meter,gauge_meter,bostitch,porter,True,False,0.9153921604156494,same_brand_or_family_strong_semantic
19,1301,0.9139847755432129,10,gauge_meter,other,bostitch,bostitch,False,True,1.1424809694290161,same_brand_or_family_strong_semantic
19,355,0.9115719199180603,11,gauge_meter,gauge_meter,bostitch,porter,True,False,0.9115719199180603,same_brand_or_family_strong_semantic
19,2520,0.906975269317627,13,gauge_meter,gauge_meter,bostitch,porter,True,False,0.906975269317627,same_brand_or_family_strong_semantic
19,391,0.9023656845092773,15,gauge_meter,gauge_meter,bostitch,senco,True,False,0.9023656845092773,same_brand_or_family_strong_semantic
19,2071,0.9014413356781006,16,gauge_meter,gauge_meter,bostitch,porter,True,False,0.9014413356781006,same_brand_or_family_strong_semantic
19,419,0.8708775043487549,41,gauge_meter,gauge_meter,bostitch,bostitch,True,True,1.0885968804359436,same_brand_or_family_strong_semantic
20,355,0.9934834241867065,1,gauge_meter,gauge_meter,porter,porter,True,True,1.2418542802333832,same_brand_or_family_strong_semantic
20,2520,0.982615053653717,2,gauge_meter,gauge_meter,porter,porter,True,True,1.2282688170671463,same_brand_or_family_strong_semantic
20,710,0.9792489409446716,3,gauge_meter,other,porter,porter,False,True,1.2240611761808395,same_brand_or_family_strong_semantic
20,2071,0.9724417328834534,4,gauge_meter,gauge_meter,porter,porter,True,True,1.2155521661043167,same_brand_or_family_strong_semantic
20,356,0.9549127817153931,5,gauge_meter,gauge_meter,porter,porter,True,True,1.1936409771442413,same_brand_or_family_strong_semantic
20,358,0.9528852105140686,6,gauge_meter,gauge_meter,porter,porter,True,True,1.1911065131425858,same_brand_or_family_strong_semantic
20,2011,0.9493325352668762,7,gauge_meter,gauge_meter,porter,porter,True,True,1.1866656690835953,same_brand_or_family_strong_semantic
20,224,0.9480584859848022,8,gauge_meter,gauge_meter,porter,senco,True,False,0.9480584859848022,same_brand_or_family_strong_semantic
20,357,0.9475599527359009,9,gauge_meter,gauge_meter,porter,porter,True,True,1.184449940919876,same_brand_or_family_strong_semantic
20,1083,0.9450477361679077,10,gauge_meter,gauge_meter,porter,porter,True,True,1.1813096702098846,same_brand_or_family_strong_semantic
20,2519,0.94008868932724,11,gauge_meter,gauge_meter,porter,porter,True,True,1.17511086165905,same_brand_or_family_strong_semantic
20,1542,0.9394214153289795,12,gauge_meter,gauge_meter,porter,spot,True,False,0.9394214153289795,same_brand_or_family_strong_semantic
20,1040,0.9355717897415161,13,gauge_meter,gauge_meter,porter,spot,True,False,0.9355717897415161,same_brand_or_family_strong_semantic
20,897,0.9344242811203003,14,gauge_meter,gauge_meter,porter,porter,True,True,1.1680303514003754,same_brand_or_family_strong_semantic
20,936,0.9307366013526917,16,gauge_meter,gauge_meter,porter,paslode,True,False,0.9307366013526917,same_brand_or_family_strong_semantic
20,6,0.8916172385215759,44,gauge_meter,adhesive_epoxy,porter,porter,False,True,1.11452154815197,same_brand_or_family_strong_semantic
21,137,0.9412952661514282,1,fastener,fastener,swordfish,swordfish,True,True,1.1766190826892853,same_brand_or_family_strong_semantic
21,611,0.9386484622955322,2,fastener,fastener,swordfish,maxcraft,True,False,0.9386484622955322,same_brand_or_family_strong_semantic
21,3045,0.9304324388504028,3,fastener,fastener,swordfish,100pc,True,False,0.9304324388504028,same_brand_or_family_strong_semantic
21,1431,0.9265096783638,5,fastener,fastener,swordfish,spax,True,False,0.9265096783638,same_brand_or_family_strong_semantic
21,610,0.9209071397781372,7,fastener,fastener,swordfish,accessbuy,True,False,0.9209071397781372,same_brand_or_family_strong_semantic
21,923,0.9202129244804382,8,fastener,fastener,swordfish,,True,False,0.9202129244804382,same_brand_or_family_strong_semantic
21,3174,0.9177109599113464,9,fastener,fastener,swordfish,,True,False,0.9177109599113464,same_brand_or_family_strong_semantic
21,917,0.9174305200576782,10,fastener,fastener,swordfish,reliable,True,False,0.9174305200576782,same_brand_or_family_strong_semantic
21,1736,0.9169886708259583,12,fastener,other,swordfish,swordfish,False,True,1.1462358385324478,same_brand_or_family_strong_semantic
21,616,0.9164093136787415,13,fastener,fastener,swordfish,hard,True,False,0.9164093136787415,same_brand_or_family_strong_semantic
21,2232,0.9160370230674744,14,fastener,fastener,swordfish,stainless,True,False,0.9160370230674744,same_brand_or_family_strong_semantic
21,1488,0.9148324131965637,16,fastener,fastener,swordfish,ansen,True,False,0.9148324131965637,same_brand_or_family_strong_semantic
21,1408,0.9120099544525146,20,fastener,fastener,swordfish,swordfish,True,True,1.1400124430656433,same_brand_or_family_strong_semantic
23,743,0.930873453617096,1,tape,tape,gardner,shoreline,True,False,0.930873453617096,same_brand_or_family_strong_semantic
23,3148,0.9245129823684692,2,tape,tape,gardner,plasti,True,False,0.9245129823684692,same_brand_or_family_strong_semantic
23,711,0.9239850044250488,3,tape,tape,gardner,,True,False,0.9239850044250488,same_brand_or_family_strong_semantic
23,490,0.9219990968704224,4,tape,tape,gardner,duck,True,False,0.9219990968704224,same_brand_or_family_strong_semantic
