item_id,semantic_density,semantic_collab_disagreement,graph_competition,offline_combined
66,0.89182943,1.0,0.7931596,0.80298346
67,0.9433584,0.9508197,0.5838241,0.76158494
68,0.91032475,0.984127,0.58845747,0.746629
69,0.91833,0.9677419,0.5546834,0.7302556
70,0.92980075,1.0,0.0,0.5977674
71,0.9000661,1.0,0.6770178,0.77721006
72,0.9324153,1.0,0.8417729,0.88412255
73,0.9139082,0.9677419,0.5815586,0.73219997
74,0.93105865,0.984127,0.9533356,0.90206903
75,0.8988391,1.0,0.6194409,0.75594884
76,0.9037889,0.9508197,0.9140256,0.8090555
77,0.9353398,0.877193,0.437083,0.6194122
78,0.9431454,0.9508197,0.9872634,0.89648503
79,0.9310461,0.9508197,0.7783935,0.8071372
80,0.8273643,0.93333334,0.5925513,0.5601489
81,0.8847538,1.0,0.7943891,0.7920911
82,0.94469404,1.0,0.694548,0.8543875
83,0.9400358,0.9830508,0.6199898,0.8034961
84,0.95125425,1.0,0.6671917,0.8556983
85,0.8618485,0.91525424,0.89182025,0.69587773
86,0.8913312,0.984127,0.5952185,0.7185499
87,0.93582237,0.984127,0.9719799,0.91592985
88,0.92275,0.984127,0.5527034,0.75449514
89,0.88300025,1.0,0.6983888,0.7571084
90,0.9040594,0.9677419,0.8230285,0.7974101
91,0.9395009,0.9677419,0.3681418,0.7015477
92,0.9528154,1.0,0.86358035,0.9240256
93,0.9095832,0.984127,0.7406306,0.7964556
94,0.9276607,1.0,0.7014654,0.82949257
95,0.938027,1.0,0.7056653,0.8474625
96,0.923935,0.9677419,0.6147055,0.75933117
97,0.91353416,0.9677419,0.488865,0.7005299
98,0.920362,0.9677419,0.78919935,0.8121162
99,0.9479639,0.984127,0.9943759,0.9428356
100,0.84693456,1.0,0.51521236,0.6380829
101,0.9258977,1.0,0.68098617,0.81981087
102,0.900182,0.93333334,0.5584821,0.6650673
103,0.8995823,0.9677419,0.93573195,0.8280375
104,0.9579487,0.93333334,0.96139574,0.89242387
105,0.93209153,0.91525424,0.5144126,0.6815893
106,0.9330724,1.0,0.6543666,0.8223503
107,0.94061893,0.984127,0.9003028,0.8995657
108,0.83466864,0.984127,0.91643023,0.7356977
109,0.93689907,1.0,0.7617809,0.8644714
110,0.94381046,0.97959185,0.7039946,0.8339203
111,0.90714896,0.984127,0.8215454,0.8196905
112,0.953058,0.9508197,0.8101292,0.8529435
113,0.8925928,0.9677419,0.9371878,0.8173585
114,0.9348013,0.91525424,0.9754425,0.8404644
115,0.9632093,0.9677419,0.9831712,0.94559526
116,0.9225475,0.877193,0.9711289,0.77799636
117,0.91402626,0.9508197,0.9111685,0.82445365
118,0.953058,1.0,0.9766453,0.96231467
119,0.8791621,1.0,0.927901,0.827913
120,0.96289945,0.9508197,0.6805049,0.8252144
121,0.95594496,0.9677419,0.8327473,0.8835643
122,0.92429674,0.9677419,0.70483035,0.7901206
123,0.9454605,0.9677419,0.8798308,0.8825968
124,0.95589423,0.91525424,0.93314815,0.8599863
125,0.91050375,0.8965517,0.6542242,0.67360157
126,0.9055997,1.0,0.8333179,0.83844566
127,0.850168,0.9508197,0.8812883,0.7124124
128,0.9376439,0.9677419,0.5936157,0.7741638
129,0.90108246,1.0,0.7182841,0.7926671
130,0.92319703,0.984127,0.9404158,0.8851778
131,0.9112966,0.93333334,0.9151376,0.8023824
132,0.9035509,0.9677419,0.8965352,0.8212385
133,0.88028455,0.9508197,0.58650416,0.66171175
134,0.89745367,0.984127,0.71514255,0.76853245
135,0.96384597,0.9508197,0.9374354,0.9128545
136,0.91406685,0.8965517,0.97833073,0.78794074
137,0.9250152,0.93333334,0.7452958,0.7673662
138,0.92045164,0.8965517,0.68777746,0.7007427
139,0.9134182,0.9677419,0.6228111,0.74524575
140,0.8510712,1.0,0.6601125,0.69326514
141,0.89645255,0.984127,0.718211,0.76796156
142,0.8475385,0.984127,0.84923065,0.73373294
143,0.80794954,0.9508197,0.7434781,0.5987645
144,0.91244835,0.9677419,0.84264785,0.81738967
145,0.8773211,1.0,0.7537259,0.76658493
146,0.9476038,0.93333334,0.8826368,0.84949464
147,0.89705837,1.0,0.6898117,0.7766934
148,0.90420336,0.984127,0.8371336,0.8202099
149,0.84974587,0.9677419,0.8201374,0.70966554
150,0.960983,0.9508197,0.7282433,0.83815527
151,0.9354464,1.0,0.98780066,0.93791646
152,0.93725425,1.0,0.9903137,0.9416473
153,0.9046302,0.9677419,0.58319867,0.7179267
154,0.9033875,0.984127,0.8909554,0.83694845
155,0.90229225,1.0,0.7896536,0.81852436
156,0.87723714,1.0,0.7779631,0.77457553
157,0.9359095,0.984127,0.9547254,0.910285
158,0.9410627,1.0,0.6189368,0.8232395
159,0.9354494,0.9677419,0.87902653,0.86633277
160,0.87897915,1.0,0.87647945,0.81038326
161,0.892733,0.93333334,0.78082395,0.7276993
162,0.8203962,1.0,0.6811055,0.6512937
163,0.93673176,0.9677419,0.70710474,0.8107502
164,0.9358886,0.984127,0.8030101,0.85939384
165,0.9319289,1.0,0.83785504,0.8820321
166,0.8707559,0.9677419,0.85633665,0.75536746
167,0.9354249,0.9677419,0.77807784,0.8324537
168,0.80744517,0.984127,0.67517036,0.6113286
169,0.93864286,0.91525424,0.5778962,0.7133371
170,0.8792929,1.0,0.0,0.51707226
171,0.94606376,0.91525424,0.820203,0.8064191
172,0.9383803,0.984127,0.73859465,0.84178144
173,0.856817,0.984127,0.6609249,0.68543345
174,0.8962198,1.0,0.6456318,0.76054376
175,0.84736025,1.0,0.0,0.46605423
176,0.80544615,1.0,0.0,0.3990891
177,0.9647434,1.0,0.6808052,0.88181305
178,0.9357945,0.984127,0.9311778,0.9022076
179,0.9394509,0.91525424,0.7459035,0.7709473
180,0.89650697,0.984127,0.44796348,0.67745644
181,0.9616024,0.91525424,0.7576388,0.81027204
182,0.8900062,0.984127,0.84282327,0.7994347
183,0.9127366,1.0,0.695083,0.80350924
184,0.86637235,1.0,0.7090881,0.73412895
185,0.83513534,0.93333334,0.7973434,0.64121455
186,0.94903284,1.0,0.6352039,0.8414262
187,0.86581546,0.9782609,0.73831457,0.71936494
188,0.90415716,1.0,0.33464363,0.66897607
189,0.827896,1.0,0.0,0.43495667
190,0.9361268,0.984127,0.5191969,0.7646349
191,0.9069633,0.925,0.5822225,0.6747857
192,0.8973588,1.0,0.71264094,0.7848261
193,0.7748327,0.9818182,0.5376607,0.5106147
194,0.80322874,1.0,0.0,0.39554635
195,0.880925,1.0,0.30608362,0.6222847
196,0.90668285,1.0,0.7391755,0.8086179
197,0.94347394,0.9508197,0.7896009,0.83074975
198,0.92017895,0.93333334,0.75055885,0.7614036
199,0.8840259,0.984127,0.7916616,0.7727298
200,0.909871,0.9508197,0.97211117,0.83824396
201,0.84577036,1.0,0.6621709,0.68548614
202,0.8915888,0.9677419,0.9627981,0.82433957
203,0.9500873,1.0,0.54543406,0.8130185
204,0.8831877,1.0,0.40831164,0.6601686
205,0.8431666,1.0,0.5781386,0.65315694
206,0.9609616,0.877193,0.7917293,0.77923155
207,0.9602958,0.984127,0.97972655,0.9576273
208,0.8947604,0.984127,0.6855786,0.754319
209,0.9141692,1.0,0.7621961,0.8282955
210,0.8974874,1.0,0.9254736,0.8563771
211,0.913727,0.984127,0.85152364,0.84024936
212,0.93279123,0.9677419,0.8961804,0.8678362
213,0.9015622,0.9677419,0.6681545,0.7415037
214,0.85839605,0.984127,0.52159107,0.64124894
215,0.9376472,0.9677419,0.9524276,0.89444953
216,0.9568355,0.9508197,0.9540849,0.9072353
217,0.8986497,0.9677419,0.78071594,0.77458316
218,0.9461056,0.91525424,0.85852224,0.8193312
219,0.91294205,0.984127,0.6356922,0.76664466
220,0.9145042,1.0,0.6564773,0.7933919
221,0.9225451,0.9677419,0.9099006,0.85606533
222,0.88270366,1.0,0.50752425,0.6926531
223,0.9238294,0.984127,0.5498061,0.75524837
224,0.94189036,1.0,0.41427368,0.7559549
225,0.8958697,0.984127,0.8298931,0.8044682
226,0.9261802,0.9677419,0.8918114,0.8558092
227,0.8906517,0.9508197,0.8178191,0.7558162
228,0.87339014,0.91525424,0.72113985,0.65710235
229,0.87719864,0.984127,0.9691942,0.8213343
230,0.92636657,0.9677419,0.6455184,0.773545
231,0.8717693,1.0,0.59202886,0.70351106
232,0.9584768,0.85714287,0.9777863,0.81579906
233,0.93041754,0.9508197,0.6757562,0.771727
234,0.93480074,0.984127,0.98064345,0.91720176
235,0.8926088,1.0,0.9848205,0.8684769
236,0.93431365,0.93333334,0.5659345,0.72209674
237,0.9343891,1.0,0.94305295,0.92122704
238,0.9029119,1.0,0.6396278,0.7692229
239,0.8897852,0.984127,0.8758821,0.8101635
240,0.9299567,0.984127,0.74852216,0.8316512
241,0.9026222,0.984127,0.8221768,0.81267
242,0.94840086,0.9508197,0.89708793,0.87465304
243,0.942031,0.9677419,0.9173916,0.8897087
244,0.8026191,1.0,0.31631243,0.50060624
245,0.89885354,0.9508197,0.8503159,0.7798136
246,0.9567533,0.984127,0.8037414,0.8929741
247,0.8778527,1.0,0.6001034,0.7159371
248,0.9395237,0.984127,0.8347839,0.87585276
249,0.90378034,0.9677419,0.85004395,0.8060203
250,0.9559626,0.93333334,0.83760196,0.84775275
251,0.9142407,0.9508197,0.8570911,0.8066685
252,0.94216245,0.98275864,0.54961413,0.78298444
253,0.8462527,0.984127,0.5729755,0.63907284
254,0.9441557,1.0,0.772802,0.8797596
255,0.93328094,1.0,0.63630456,0.81662875
256,0.9192956,0.984127,0.7845892,0.82670856
257,0.92227,1.0,0.70837873,0.82319754
258,0.8412398,1.0,0.5291136,0.6336445
259,0.95380884,0.8363636,0.82764965,0.7353863
260,0.95760906,0.9508197,0.9511699,0.90749407
261,0.8874057,0.9508197,0.8911328,0.77520627
262,0.90832496,1.0,0.973243,0.88970524
263,0.91009116,0.984127,0.6868121,0.7792261
264,0.8729164,0.9508197,0.85126525,0.73869276
265,0.8943371,0.9677419,0.8821893,0.8017089
266,0.8876202,0.984127,0.86534566,0.8031726
267,0.79729027,1.0,0.7128612,0.62502295
268,0.89776826,1.0,0.9676867,0.8709765
269,0.94233644,0.984127,0.6823624,0.829252
270,0.95319843,1.0,0.0,0.6351493
271,0.93981194,0.98333335,0.41560256,0.7349317
272,0.94674826,1.0,0.6265528,0.83487624
273,0.94203603,0.9722222,0.5726288,0.7790243
274,0.8369179,0.9677419,0.8282632,0.6918945
275,0.8945708,1.0,0.8378685,0.82235056
276,0.8959533,1.0,0.80053014,0.8120428
277,0.8775977,1.0,0.6679425,0.7382706
278,0.9291326,0.984127,0.8205252,0.85447127
279,0.86739326,0.984127,0.7421246,0.72955054
280,0.92021215,1.0,0.5914413,0.78071004
281,0.90987676,1.0,0.69564,0.79912686
282,0.94951844,1.0,0.5027152,0.7977894
283,0.8458113,1.0,0.7199038,0.70490474
284,0.8831386,0.9677419,0.7826163,0.7504385
285,0.9206855,0.9508197,0.9347257,0.84298986
286,0.8982553,1.0,0.5545786,0.733273
287,0.8479176,1.0,0.56554425,0.6565257
288,0.8391465,1.0,0.431346,0.59752655
289,0.9322443,0.9508197,0.7663701,0.80502105
290,0.9133558,0.9508197,0.9801072,0.84649205
291,0.92795706,0.9508197,0.94900846,0.8593952
292,0.913965,0.91525424,0.8801991,0.7752474
293,0.87304705,0.984127,0.39772397,0.62313396
294,0.88686275,1.0,0.9005283,0.8310403
295,0.9186164,1.0,0.5859141,0.7763078
296,0.93969643,0.9508197,0.65412664,0.7793011
297,0.9217535,0.98,0.6972912,0.79687786
298,0.8823925,0.9677419,0.94962794,0.805232
299,0.86015725,1.0,0.55301684,0.67188126
300,0.9343812,1.0,0.45020458,0.7560024
301,0.9029432,0.984127,0.7069299,0.7745499
302,0.92604685,0.984127,0.9010043,0.8765194
303,0.9031848,1.0,0.96975106,0.8803224
304,0.9279046,1.0,0.0,0.594738
305,0.93827343,0.984127,0.8231773,0.8699644
306,0.91953254,0.984127,0.6471109,0.7810018
307,0.88487816,1.0,0.8823211,0.82176614
308,0.92418814,1.0,0.80838567,0.8597862
309,0.94762856,0.9508197,0.9725721,0.8987228
310,0.9152975,0.9508197,0.81873536,0.7954993
311,0.8916676,0.7692308,0.5822261,0.48073402
312,0.93160653,0.85714287,0.7550123,0.6981911
313,0.93429756,0.9508197,0.98944205,0.88307935
314,0.9251276,0.93333334,0.878083,0.81205845
315,0.9447367,0.975,0.71906775,0.835453
316,0.9466619,0.9677419,0.8582871,0.87729436
317,0.9006852,0.91525424,0.9170233,0.76637477
318,0.93173003,1.0,0.7545752,0.85379744
319,0.90369546,0.98333335,0.6401796,0.7525117
320,0.9409925,1.0,0.83142823,0.89435846
321,0.9301001,1.0,0.60409456,0.8007495
322,0.94350004,1.0,0.89259624,0.9188693
323,0.9369875,0.9677419,0.8353822,0.85415983
324,0.9115589,0.9508197,0.58597887,0.7115021
325,0.9391029,0.9508197,0.64766175,0.7761856
326,0.9292036,0.984127,0.7226407,0.8217721
327,0.92610854,0.984127,0.744637,0.8242007
328,0.86180484,1.0,0.8843023,0.7855666
329,0.9252547,0.984127,0.6691048,0.79751676
330,0.91330314,0.9677419,0.89867455,0.8375366
331,0.9392728,0.984127,0.9782324,0.92353845
332,0.94783133,0.9677419,0.8526839,0.8772845
333,0.8644408,1.0,0.632981,0.7055304
334,0.91123664,1.0,0.29700053,0.6676681
335,0.89790404,0.984127,0.54952383,0.7137335
336,0.90793407,0.984127,0.978817,0.87366533
337,0.9210169,0.984127,0.9717932,0.89221287
338,0.91073024,1.0,0.725806,0.81060266
339,0.91681135,0.984127,0.88826454,0.8574934
340,0.9541264,0.8363636,0.87413776,0.7514774
341,0.9703747,0.9677419,0.98748285,0.95848864
342,0.93507594,0.9508197,0.88853264,0.85049623
343,0.8363216,0.984127,0.56517124,0.62059
344,0.929031,0.9677419,0.9641475,0.8846124
345,0.93444955,0.984127,0.869486,0.8793786
346,0.9124601,0.8965517,0.48535314,0.62011844
347,0.90329915,0.9508197,0.8561218,0.7888625
348,0.8991678,1.0,0.6392118,0.7631016
349,0.903134,0.9677419,0.9239371,0.829758
350,0.9596174,0.984127,0.58586085,0.82451224
351,0.8938593,1.0,0.7625405,0.7959625
352,0.9000155,1.0,0.8537086,0.83635926
353,0.9425619,0.984127,0.7530832,0.8533192
354,0.9513426,0.984127,0.9852447,0.9451728
355,0.8922077,0.984127,0.9637975,0.8435047
356,0.90557635,0.9508197,0.7385038,0.75307304
357,0.8647281,0.984127,0.73940545,0.72438097
358,0.8831676,0.91525424,0.73100233,0.6760297
359,0.8149495,0.984127,0.5348021,0.5762641
360,0.963099,1.0,0.7994838,0.91896915
361,0.82876,0.98214287,0.64323664,0.6325176
362,0.92978394,0.984127,0.49694696,0.7470425
363,0.9465159,0.93333334,0.5500095,0.7362537
364,0.8076717,1.0,0.7165207,0.6428359
365,0.9242751,1.0,0.8583017,0.87665796
366,0.9158367,1.0,0.87135476,0.86755174
367,0.8623522,0.984127,0.6720375,0.69800204
368,0.96687365,0.93333334,0.635342,0.7973838
369,0.8927618,0.984127,0.67859334,0.74878436
370,0.9606199,0.8965517,0.7663244,0.79124904
371,0.9209799,1.0,0.9783721,0.9116432
372,0.9609577,1.0,0.8779455,0.9418499
373,0.91630375,0.984127,0.8078679,0.829732
374,0.92238545,0.984127,0.7816647,0.8306648
375,0.9300617,0.9508197,0.9538624,0.8643849
376,0.89851665,1.0,0.8242881,0.82410234
377,0.82417095,0.91525424,0.74003303,0.58479935
378,0.93707347,0.9677419,0.9848152,0.9043898
379,0.9084624,1.0,0.6806779,0.7918515
380,0.8886872,1.0,0.52011853,0.7064347
381,0.9356758,0.983871,0.55617154,0.7760301
382,0.8338475,1.0,0.6462967,0.66111594
383,0.96051526,0.8965517,0.8846825,0.8307576
384,0.91728026,0.9677419,0.93387204,0.8556896
385,0.93548906,0.9508197,0.9812883,0.88224965
386,0.92860615,0.9677419,0.8181619,0.83499646
387,0.879217,0.984127,0.6558952,0.71953535
388,0.9204347,1.0,0.87647915,0.8766157
389,0.8851486,1.0,0.79459894,0.79279214
390,0.9514523,0.9677419,0.65602845,0.8171471
391,0.9587139,0.9677419,0.7079919,0.84616786
392,0.9328543,0.93333334,0.78489804,0.79316586
393,0.9177561,0.9508197,0.92924505,0.83647233
394,0.92891085,0.984127,0.96869725,0.9037871
395,0.8610395,1.0,0.9290925,0.79935837
396,0.9123461,1.0,0.7971535,0.8371013
397,0.93334603,1.0,0.7128027,0.8423764
398,0.9672268,0.8965517,0.7048321,0.78119135
399,0.91800094,1.0,0.83947515,0.8603228
400,0.9275358,0.8965517,0.7990845,0.749373
401,0.90844595,0.9508197,0.9527864,0.82948923
402,0.9216316,1.0,0.8545543,0.8711782
403,0.9174839,0.9677419,0.8741057,0.8359802
404,0.9516262,0.984127,0.83212733,0.894298
405,0.92025506,1.0,0.9123882,0.88836604
406,0.89785075,0.9677419,0.6841151,0.74092436
407,0.9562903,0.9508197,0.9384453,0.9011216
408,0.8974974,0.984127,0.7787838,0.78993607
409,0.9384424,1.0,0.5274712,0.78839225
410,0.93160456,0.984127,0.6370294,0.7969095
411,0.8942899,0.97959185,0.60578763,0.7218817
412,0.94046664,0.984127,0.80344325,0.86685324
413,0.9407755,0.984127,0.8490283,0.88262767
414,0.864013,1.0,0.68379825,0.72188187
415,0.9373554,0.984127,0.6946017,0.8253968
416,0.9149455,1.0,0.5426906,0.7559535
417,0.9152999,0.984127,0.6589648,0.7782131
418,0.8801487,0.984127,0.6516394,0.71959734
419,0.8300507,1.0,0.6507254,0.6565345
420,0.9374596,0.9508197,0.7167645,0.7967246
421,0.9340037,0.9677419,0.7497565,0.82068926
422,0.95783794,0.984127,0.74205333,0.8740279
423,0.84186625,0.984127,0.74866706,0.6909599
424,0.9568044,1.0,0.8235477,0.916979
425,0.93022096,0.984127,0.72929823,0.82562923
426,0.8790916,0.9677419,0.84142154,0.7636854
427,0.89242136,0.9677419,0.6781731,0.73025805
428,0.88760525,0.9677419,0.9102649,0.800365
429,0.8959527,0.9508197,0.8754155,0.7835929
430,0.9562001,0.91525424,0.8987065,0.84892946
431,0.91193664,1.0,0.5596429,0.7568291
432,0.83450794,0.984127,0.79453784,0.6945803
433,0.9107393,1.0,0.6265246,0.7773361
434,0.9307829,0.9677419,0.9711688,0.889765
435,0.89940304,0.984127,0.9820514,0.86111975
436,0.9026277,1.0,0.7413985,0.80288434
437,0.8425697,1.0,0.728067,0.70246214
438,0.93412423,0.9508197,0.9582023,0.87233025
439,0.83503306,1.0,0.54618895,0.62945205
440,0.8967706,1.0,0.7765416,0.80530715
441,0.9334129,0.9508197,0.7145483,0.78951645
442,0.9218106,0.9677419,0.84873426,0.83438784
443,0.87510806,1.0,0.9495216,0.82868356
444,0.95879316,0.9677419,0.9751283,0.93584365
445,0.91975844,0.984127,0.63920337,0.778712
446,0.9297391,1.0,0.97370535,0.92407316
447,0.8906195,1.0,0.70479923,0.7714303
448,0.93892205,0.8965517,0.79249346,0.76535517
449,0.93599254,0.984127,0.95672935,0.9110894
450,0.91103244,1.0,0.76162905,0.82309407
451,0.9204312,0.93333334,0.63712996,0.7237832
452,0.90913296,1.0,0.97940356,0.89306134
453,0.9612904,1.0,0.6960363,0.881402
454,0.9359075,1.0,0.9608838,0.9296301
455,0.94527864,0.9508197,0.7471629,0.81940705
456,0.9063738,0.984127,0.5805605,0.73766947
457,0.93659824,0.93333334,0.9695778,0.86105555
458,0.8765353,1.0,0.6149325,0.7188032
459,0.964834,0.93333334,0.9760556,0.9083386
460,0.95576,0.984127,0.6647108,0.8447814
461,0.9095175,0.984127,0.68143845,0.77650833
462,0.8951739,1.0,0.7077821,0.7797067
463,0.94525945,0.9508197,0.74501425,0.81865615
464,0.8871809,0.9677419,0.51856357,0.66838145
465,0.9171305,0.9508197,0.8208893,0.79914993
466,0.9314486,0.9677419,0.553473,0.75080913
467,0.9186507,0.91525424,0.5203918,0.6621195
468,0.9015188,0.9508197,0.7996391,0.7670841
469,0.9101262,0.9677419,0.8289999,0.8091046
470,0.88656616,0.984127,0.88060015,0.8066022
471,0.92652625,0.9677419,0.6688467,0.78162026
472,0.9170352,0.95555556,0.7221408,0.7710522
473,0.93149066,0.8965517,0.84754646,0.7719371
474,0.94665134,0.93333334,0.752602,0.8043828
475,0.9512992,0.9508197,0.7278342,0.82254666
476,0.9320649,1.0,0.6669681,0.82496494
477,0.9496522,1.0,0.65032727,0.8474855
478,0.9307157,0.984127,0.8079965,0.85280067
479,0.9406238,1.0,0.44712383,0.7649434
480,0.9549967,0.95238096,0.66973716,0.8106789
481,0.9437959,0.93333334,0.54584354,0.7305115
482,0.9555651,0.9508197,0.74074626,0.83369046
483,0.95433235,0.9677419,0.97174543,0.9275827
484,0.8936606,1.0,0.5168058,0.7132701
485,0.88817793,1.0,0.6843047,0.7606594
486,0.8891325,1.0,0.7758137,0.79286
487,0.93188804,1.0,0.6395691,0.8154977
488,0.8971795,1.0,0.9833561,0.8752885
489,0.8854052,0.984127,0.8418451,0.7917559
490,0.9477707,0.9508197,0.85746485,0.8603639
491,0.9605223,0.9677419,0.88363594,0.9079363
492,0.89427984,0.984127,0.87722385,0.8177943
493,0.863111,0.984127,0.7387742,0.72158575
494,0.9482875,1.0,0.0,0.6273032
495,0.9438269,1.0,0.8056595,0.8902488
496,0.9393643,0.9508197,0.75516564,0.8126406
497,0.9489847,0.93333334,0.9516646,0.87484026
498,0.9614738,0.9677419,0.962726,0.93596894
499,0.9379301,1.0,0.8051176,0.88064593
500,0.9139321,0.984127,0.92916876,0.8666051
501,0.92224634,1.0,0.4160381,0.7251616
502,0.8777829,0.9677419,0.78050053,0.74117255
503,0.9181647,0.9677419,0.84579927,0.82757896
504,0.9333483,0.93333334,0.86029464,0.8192294
505,0.9195858,0.984127,0.74876595,0.8151636
506,0.932323,0.91525424,0.9481666,0.8273615
507,0.940153,0.9508197,0.6000236,0.76189417
508,0.9306083,0.93333334,0.8952475,0.8265686
509,0.93096375,0.9508197,0.76028854,0.80093646
510,0.9727275,0.984127,0.84874374,0.9335812
511,0.79792297,0.984127,0.5381137,0.55017126
512,0.8189104,1.0,0.57556504,0.6135407
513,0.87991077,0.984127,0.97074497,0.8261872
514,0.8679092,0.984127,0.7054444,0.7180789
515,0.8253912,1.0,0.9461376,0.74811774
516,0.8812548,0.984127,0.5481807,0.6866832
517,0.91990846,1.0,0.79421353,0.84819794
518,0.867983,1.0,0.6447539,0.71513623
519,0.8436736,1.0,0.4653681,0.6161642
520,0.90162456,0.9508197,0.92346895,0.8087631
521,0.87679935,0.9677419,0.84365594,0.76077205
522,0.8787421,0.94827586,0.66466033,0.682677
523,0.9521917,0.9677419,0.719844,0.83972055
524,0.9007913,1.0,0.67220813,0.77675635
525,0.8977648,0.9677419,0.9385443,0.82607645
526,0.9452943,1.0,0.98550195,0.9528797
527,0.9389924,1.0,0.9172454,0.91993046
528,0.8404687,1.0,0.59078896,0.65308726
529,0.8913872,0.984127,0.78104025,0.78093034
530,0.89084375,0.984127,0.83993614,0.799805
531,0.932365,1.0,0.5567769,0.78850627
532,0.8805226,0.984127,0.57821876,0.6955827
533,0.8856337,0.9677419,0.96834886,0.8166859
534,0.9551243,0.984127,0.9688427,0.94571644
535,0.95866525,0.9677419,0.9746763,0.93548775
536,0.9082221,1.0,0.9577407,0.8843443
537,0.9559146,0.93333334,0.7106132,0.8051071
538,0.9457817,1.0,0.83778846,0.9041421
539,0.93800354,1.0,0.95795804,0.93199825
540,0.9250942,0.984127,0.7849529,0.8360947
541,0.8413815,1.0,0.64700437,0.6733901
542,0.87050873,1.0,0.72206575,0.7450879
543,0.93953824,0.8965517,0.8597773,0.7888945
544,0.944909,1.0,0.75327605,0.8744176
545,0.87590384,0.984127,0.79671425,0.76144713
546,0.8756621,0.984127,0.7790708,0.7551465
547,0.9273719,0.984127,0.62163806,0.7849876
548,0.9073505,1.0,0.9916873,0.8943313
549,0.92798436,0.984127,0.87481374,0.8708353
550,0.913412,0.984127,0.7257137,0.7975723
551,0.89136904,1.0,0.5430879,0.71841913
552,0.88711095,0.877193,0.9890295,0.72738093
553,0.9156048,1.0,0.5502467,0.75953984
554,0.8599156,1.0,0.7172829,0.7265602
555,0.8632438,0.984127,0.6256046,0.68386143
556,0.91596097,1.0,0.98414,0.90555805
557,0.91733515,0.984127,0.29190418,0.6584192
558,0.92050517,1.0,0.6628921,0.8051298
559,0.88917977,0.9677419,0.6734261,0.7234878
