user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A1959,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length","[1154, 1153, 1155]",1156,"['<a_211><b_111><c_100>', '<a_211><b_111><c_249>', '<a_211><b_111><c_90>']",<a_211><b_111><c_238>
A1959,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length","[1154, 1153, 1155, 1156]",1157,"['<a_211><b_111><c_100>', '<a_211><b_111><c_249>', '<a_211><b_111><c_90>', '<a_211><b_111><c_238>']",<a_211><b_111><c_14>
A1959,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 24"" Length","[1154, 1153, 1155, 1156, 1157]",1158,"['<a_211><b_111><c_100>', '<a_211><b_111><c_249>', '<a_211><b_111><c_90>', '<a_211><b_111><c_238>', '<a_211><b_111><c_14>']",<a_211><b_111><c_136>
A1396,"['Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",[257],130,['<a_110><b_12><c_138>'],<a_91><b_103><c_64>
A5443,"['E6000 230022 Medium Viscosity Auto/Industrial Adhesive, 3.7 fl oz']","E6000 230022 Medium Viscosity Auto/Industrial Adhesive, 3.7 fl oz",[2050],2050,['<a_110><b_84><c_220>'],<a_110><b_84><c_220>
A2306,"['Sparco Compact Luggage Cart, 150 lbs, Capacity, Open 14-3/4 x 13-3/4 x 35 Inches, CE (SPR01753)']",Uranium Ore,[1176],271,['<a_38><b_236><c_217>'],<a_135><b_77><c_178>
A296,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_200><b_90><c_249>'],<a_200><b_90><c_249>
A5303,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_200><b_90><c_249>'],<a_200><b_90><c_249>
A2962,"['Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[130],1089,['<a_91><b_103><c_64>'],<a_200><b_90><c_249>
A2962,"['Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,"[130, 1089]",1089,"['<a_91><b_103><c_64>', '<a_200><b_90><c_249>']",<a_200><b_90><c_249>
A5302,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_200><b_90><c_249>'],<a_200><b_90><c_249>
A5301,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_200><b_90><c_249>'],<a_200><b_90><c_249>
A4533,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_200><b_55><c_220>'],<a_200><b_55><c_220>
A5300,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_200><b_90><c_249>'],<a_200><b_90><c_249>
A924,"['2-P10KIT Available 2-P10 Adhesive Kit, Clear']",Philips Sonicare HX6732/02 HealthyWhite R732 Rechargeable Electric Toothbrush (Packaging may vary),[1284],1253,['<a_17><b_136><c_159>'],<a_200><b_90><c_15>
A49,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",[117],257,['<a_110><b_49><c_101>'],<a_110><b_12><c_138>
A49,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Glue Adhesive, 2-Ounces #50001","[117, 257]",205,"['<a_110><b_49><c_101>', '<a_110><b_12><c_138>']",<a_200><b_37><c_78>
A49,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown', 'Gorilla Glue Adhesive, 2-Ounces #50001']",Oreck Commercial PKBB12DW Super Compact Canister Advanced Filtration Disposable Bags (Pack of 12),"[117, 257, 205]",308,"['<a_110><b_49><c_101>', '<a_110><b_12><c_138>', '<a_200><b_37><c_78>']",<a_163><b_24><c_58>
A403,['Stanley 93-301 14-Inch Yellow Panel Carry Handle'],Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly,[986],1370,['<a_38><b_40><c_235>'],<a_72><b_183><c_62>
A5301,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1089, 1089]",1090,"['<a_200><b_90><c_249>', '<a_200><b_90><c_249>']",<a_149><b_213><c_104>
A2303,['Philips Sonicare HX6732/02 HealthyWhite R732 Rechargeable Electric Toothbrush (Packaging may vary)'],Oral-B Pc Bn Oral-B Elec. Toothbrush,[1253],1090,['<a_200><b_90><c_15>'],<a_149><b_213><c_104>
A296,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1089, 1089]",1090,"['<a_200><b_90><c_249>', '<a_200><b_90><c_249>']",<a_149><b_213><c_104>
A2049,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",[1095],1095,['<a_200><b_90><c_129>'],<a_200><b_90><c_129>
A403,"['Stanley 93-301 14-Inch Yellow Panel Carry Handle', 'Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly']","Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)","[986, 1370]",152,"['<a_38><b_40><c_235>', '<a_72><b_183><c_62>']",<a_181><b_22><c_212>
A1530,"['UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length']","UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",[1808],1809,['<a_56><b_31><c_35>'],<a_148><b_170><c_83>
A22,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', ""Grizzly G9849 Magnetic Base/Dial Indicator Combo - President's Special"", 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)']","Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base","[117, 118, 119, 119, 119, 119]",120,"['<a_110><b_49><c_101>', '<a_14><b_35><c_85>', '<a_72><b_135><c_74>', '<a_72><b_135><c_74>', '<a_72><b_135><c_74>', '<a_72><b_135><c_74>']",<a_106><b_72><c_25>
A3453,"['110 Copper Sheet, Unpolished (Mill) Finish, ASTM B152, 0.032"" Thickness, 12"" Width, 24"" Length']","Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length",[1311],107,['<a_148><b_33><c_122>'],<a_56><b_5><c_234>
A3453,"['110 Copper Sheet, Unpolished (Mill) Finish, ASTM B152, 0.032"" Thickness, 12"" Width, 24"" Length', 'Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length']","Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length","[1311, 107]",108,"['<a_148><b_33><c_122>', '<a_56><b_5><c_234>']",<a_56><b_5><c_63>
A1245,['Arctic Silver 5 AS5-3.5G Thermal Paste'],Arctic Silver 5 AS5-3.5G Thermal Paste,[395],395,['<a_182><b_129><c_13>'],<a_182><b_129><c_13>
A2049,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1095, 1095]",1090,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>']",<a_149><b_213><c_104>
A5300,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1089, 1089]",1090,"['<a_200><b_90><c_249>', '<a_200><b_90><c_249>']",<a_149><b_213><c_104>
A5276,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",[1095],1095,['<a_200><b_90><c_129>'],<a_200><b_90><c_129>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",[117],117,['<a_110><b_49><c_101>'],<a_110><b_49><c_101>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown","[117, 117]",117,"['<a_110><b_49><c_101>', '<a_110><b_49><c_101>']",<a_110><b_49><c_101>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown","[117, 117, 117]",272,"['<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_101>']",<a_110><b_49><c_88>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown']","Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown","[117, 117, 117, 272]",257,"['<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_88>']",<a_110><b_12><c_138>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Glue Adhesive, 2-Ounces #50001","[117, 117, 117, 272, 257]",205,"['<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_88>', '<a_110><b_12><c_138>']",<a_200><b_37><c_78>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown', 'Gorilla Glue Adhesive, 2-Ounces #50001']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)","[117, 117, 117, 272, 257, 205]",273,"['<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_101>', '<a_110><b_49><c_88>', '<a_110><b_12><c_138>', '<a_200><b_37><c_78>']",<a_110><b_96><c_216>
A3397,"['NTE Electronics HS-ASST-2 Thin Wall Heat Shrink Tubing Kit, Black, Assorted Dia, 2-1/2"" Length, 158 Pieces']",Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge,[2024],938,['<a_76><b_61><c_76>'],<a_184><b_33><c_212>
A2305,['Philips Sonicare Xtreme e3000 Power Toothbrush (Orange)'],Uranium Ore,[2360],271,['<a_149><b_217><c_49>'],<a_135><b_77><c_178>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",[1095],1095,['<a_200><b_90><c_129>'],<a_200><b_90><c_129>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095]",1095,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>']",<a_200><b_90><c_129>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,"[1095, 1095, 1095]",1089,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>']",<a_200><b_90><c_249>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095, 1095, 1089]",1095,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_249>']",<a_200><b_90><c_129>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095, 1095, 1089, 1095]",1095,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_249>', '<a_200><b_90><c_129>']",<a_200><b_90><c_129>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095, 1095, 1089, 1095, 1095]",1095,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_249>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>']",<a_200><b_90><c_129>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,"[1095, 1095, 1095, 1089, 1095, 1095, 1095]",1089,"['<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_249>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>', '<a_200><b_90><c_129>']",<a_200><b_90><c_249>
A835,"['Bamboo Active Charcoal Toothpaste, Highest quality ingredients, Natural Bamboo Charcoal, Enamel-safe, Achieve professional-level teeth whitening (Mint Flavor)']","Tom's of Maine Natural Antiplaque,Tartar Control and Whitening Toothpaste, Fennel, 6-Ounce Tubes (Pack of 6)",[947],2136,['<a_112><b_252><c_138>'],<a_200><b_45><c_22>
A835,"['Bamboo Active Charcoal Toothpaste, Highest quality ingredients, Natural Bamboo Charcoal, Enamel-safe, Achieve professional-level teeth whitening (Mint Flavor)', ""Tom's of Maine Natural Antiplaque,Tartar Control and Whitening Toothpaste, Fennel, 6-Ounce Tubes (Pack of 6)""]","Mentadent Fluoride Toothpaste Advanced Whitening Refreshing Mint , 2 Refills Each 5.25 Oz (Pack of 2) 21 Oz Total","[947, 2136]",2137,"['<a_112><b_252><c_138>', '<a_200><b_45><c_22>']",<a_112><b_102><c_35>
A1658,"['Lutron 822-A Fully Digital EMF Meter (Wide Range, High Resolution)']","Lutron 822-A Fully Digital EMF Meter (Wide Range, High Resolution)",[2857],2857,['<a_74><b_229><c_71>'],<a_74><b_229><c_71>
A2305,"['Philips Sonicare Xtreme e3000 Power Toothbrush (Orange)', 'Uranium Ore']",Philips Sonicare Xtreme e3000 Power Toothbrush (Orange),"[2360, 271]",2360,"['<a_149><b_217><c_49>', '<a_135><b_77><c_178>']",<a_149><b_217><c_49>
A3611,"['Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes']","Primacare DS-9290-BK Classic Series Adult Dual-Head Stethoscope, 22"" PVC Tubing Length, Black",[178],1467,['<a_86><b_197><c_213>'],<a_209><b_149><c_196>
A4801,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_200><b_55><c_220>'],<a_200><b_55><c_220>
A923,['Uranium Ore'],"3M Vinyl Duct Tape, Red, 2-Inch by 50-Yard",[271],1673,['<a_135><b_77><c_178>'],<a_91><b_162><c_156>
A47,"['Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",[257],117,['<a_110><b_12><c_138>'],<a_110><b_49><c_101>
A1082,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_200><b_55><c_220>'],<a_200><b_55><c_220>
A601,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_200><b_55><c_220>'],<a_200><b_55><c_220>
A2266,"['UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length']","UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",[1808],1809,['<a_56><b_31><c_35>'],<a_148><b_170><c_83>
