item_a,item_b,semantic_affinity,mid_affinity,reliability,rule,weak_threshold
2086,2087,0.018646810203790665,0.0,0.018646810203790665,semantic_near_mid_weak,1e-08
56,836,0.018645772710442543,0.0,0.018645772710442543,semantic_near_mid_weak,1e-08
1389,2528,0.018639881163835526,0.0,0.018639881163835526,semantic_near_mid_weak,1e-08
501,1333,0.018629519268870354,0.0,0.018629519268870354,semantic_near_mid_weak,1e-08
207,2351,0.01862061768770218,0.0,0.01862061768770218,semantic_near_mid_weak,1e-08
2676,3081,0.01860121451318264,0.0,0.01860121451318264,semantic_near_mid_weak,1e-08
306,489,0.01860020123422146,0.0,0.01860020123422146,semantic_near_mid_weak,1e-08
319,2868,0.018570436164736748,0.0,0.018570436164736748,semantic_near_mid_weak,1e-08
635,2931,0.018566524609923363,0.0,0.018566524609923363,semantic_near_mid_weak,1e-08
163,3167,0.018553007394075394,0.0,0.018553007394075394,semantic_near_mid_weak,1e-08
375,2110,0.01855134405195713,0.0,0.01855134405195713,semantic_near_mid_weak,1e-08
282,483,0.018547356128692627,0.0,0.018547356128692627,semantic_near_mid_weak,1e-08
330,3337,0.018543057143688202,0.0,0.018543057143688202,semantic_near_mid_weak,1e-08
1000,1078,0.018538523465394974,0.0,0.018538523465394974,semantic_near_mid_weak,1e-08
636,1805,0.018534353002905846,0.0,0.018534353002905846,semantic_near_mid_weak,1e-08
2179,2351,0.01853402890264988,0.0,0.01853402890264988,semantic_near_mid_weak,1e-08
2067,3640,0.018530454486608505,0.0,0.018530454486608505,semantic_near_mid_weak,1e-08
1779,2503,0.018526745960116386,0.0,0.018526745960116386,semantic_near_mid_weak,1e-08
284,1333,0.0185109693557024,0.0,0.0185109693557024,semantic_near_mid_weak,1e-08
2648,3337,0.018508287146687508,0.0,0.018508287146687508,semantic_near_mid_weak,1e-08
753,2459,0.018502574414014816,0.0,0.018502574414014816,semantic_near_mid_weak,1e-08
993,1085,0.01850023865699768,0.0,0.01850023865699768,semantic_near_mid_weak,1e-08
1602,1779,0.018485190346837044,0.0,0.018485190346837044,semantic_near_mid_weak,1e-08
911,1776,0.01847878284752369,0.0,0.01847878284752369,semantic_near_mid_weak,1e-08
1747,2991,0.018469493836164474,0.0,0.018469493836164474,semantic_near_mid_weak,1e-08
284,501,0.018457455560564995,0.0,0.018457455560564995,semantic_near_mid_weak,1e-08
560,911,0.018455805256962776,0.0,0.018455805256962776,semantic_near_mid_weak,1e-08
1715,2854,0.01844179444015026,0.0,0.01844179444015026,semantic_near_mid_weak,1e-08
1882,2625,0.01843351498246193,0.0,0.01843351498246193,semantic_near_mid_weak,1e-08
263,1273,0.018432362005114555,0.0,0.018432362005114555,semantic_near_mid_weak,1e-08
319,323,0.018431005999445915,0.0,0.018431005999445915,semantic_near_mid_weak,1e-08
2931,3206,0.018424926325678825,0.0,0.018424926325678825,semantic_near_mid_weak,1e-08
3092,3289,0.01842113956809044,0.0,0.01842113956809044,semantic_near_mid_weak,1e-08
1333,2798,0.01841796189546585,0.0,0.01841796189546585,semantic_near_mid_weak,1e-08
501,2690,0.01841593347489834,0.0,0.01841593347489834,semantic_near_mid_weak,1e-08
2110,2849,0.01840953342616558,0.0,0.01840953342616558,semantic_near_mid_weak,1e-08
301,2176,0.018400393426418304,0.0,0.018400393426418304,semantic_near_mid_weak,1e-08
284,1945,0.01839730516076088,0.0,0.01839730516076088,semantic_near_mid_weak,1e-08
283,602,0.018391398712992668,0.0,0.018391398712992668,semantic_near_mid_weak,1e-08
1566,1814,0.018384046852588654,0.0,0.018384046852588654,semantic_near_mid_weak,1e-08
287,2777,0.018378647044301033,0.0,0.018378647044301033,semantic_near_mid_weak,1e-08
1273,2670,0.018372461199760437,0.0,0.018372461199760437,semantic_near_mid_weak,1e-08
323,2868,0.01836860366165638,0.0,0.01836860366165638,semantic_near_mid_weak,1e-08
1492,3129,0.018364539369940758,0.0,0.018364539369940758,semantic_near_mid_weak,1e-08
852,3336,0.018363354727625847,0.0,0.018363354727625847,semantic_near_mid_weak,1e-08
1890,2810,0.018361501395702362,0.0,0.018361501395702362,semantic_near_mid_weak,1e-08
263,2176,0.01835922710597515,0.0,0.01835922710597515,semantic_near_mid_weak,1e-08
1157,2453,0.018352722749114037,0.0,0.018352722749114037,semantic_near_mid_weak,1e-08
1157,2454,0.018351752310991287,0.0,0.018351752310991287,semantic_near_mid_weak,1e-08
2176,2670,0.01834985427558422,0.0,0.01834985427558422,semantic_near_mid_weak,1e-08
1068,2812,0.018349818885326385,0.0,0.018349818885326385,semantic_near_mid_weak,1e-08
494,1578,0.018347378820180893,0.0,0.018347378820180893,semantic_near_mid_weak,1e-08
1154,2453,0.018346155062317848,0.0,0.018346155062317848,semantic_near_mid_weak,1e-08
1157,2452,0.018338987603783607,0.0,0.018338987603783607,semantic_near_mid_weak,1e-08
449,2798,0.018337147310376167,0.0,0.018337147310376167,semantic_near_mid_weak,1e-08
1158,2453,0.018332626670598984,0.0,0.018332626670598984,semantic_near_mid_weak,1e-08
746,1993,0.018331680446863174,0.0,0.018331680446863174,semantic_near_mid_weak,1e-08
1153,2453,0.018328025937080383,0.0,0.018328025937080383,semantic_near_mid_weak,1e-08
455,3327,0.0183266568928957,0.0,0.0183266568928957,semantic_near_mid_weak,1e-08
1158,2454,0.01832660287618637,0.0,0.01832660287618637,semantic_near_mid_weak,1e-08
1156,2453,0.01832214556634426,0.0,0.01832214556634426,semantic_near_mid_weak,1e-08
449,1333,0.018321268260478973,0.0,0.018321268260478973,semantic_near_mid_weak,1e-08
1154,2454,0.01831916719675064,0.0,0.01831916719675064,semantic_near_mid_weak,1e-08
479,1776,0.01831667870283127,0.0,0.01831667870283127,semantic_near_mid_weak,1e-08
1155,2453,0.018316276371479034,0.0,0.018316276371479034,semantic_near_mid_weak,1e-08
1154,2452,0.018315743654966354,0.0,0.018315743654966354,semantic_near_mid_weak,1e-08
645,3269,0.018313780426979065,0.0,0.018313780426979065,semantic_near_mid_weak,1e-08
1072,1389,0.018312722444534302,0.0,0.018312722444534302,semantic_near_mid_weak,1e-08
455,3328,0.018310684710741043,0.0,0.018310684710741043,semantic_near_mid_weak,1e-08
2847,3623,0.0183064267039299,0.0,0.0183064267039299,semantic_near_mid_weak,1e-08
641,1133,0.018304985016584396,0.0,0.018304985016584396,semantic_near_mid_weak,1e-08
207,2264,0.01830229163169861,0.0,0.01830229163169861,semantic_near_mid_weak,1e-08
1158,2452,0.018301554024219513,0.0,0.018301554024219513,semantic_near_mid_weak,1e-08
2264,2351,0.01830132305622101,0.0,0.01830132305622101,semantic_near_mid_weak,1e-08
1153,2454,0.018297113478183746,0.0,0.018297113478183746,semantic_near_mid_weak,1e-08
962,2435,0.01829548180103302,0.0,0.01829548180103302,semantic_near_mid_weak,1e-08
1156,2454,0.01829547807574272,0.0,0.01829547807574272,semantic_near_mid_weak,1e-08
833,3092,0.018294861540198326,0.0,0.018294861540198326,semantic_near_mid_weak,1e-08
877,1318,0.018293347209692,0.0,0.018293347209692,semantic_near_mid_weak,1e-08
1155,2454,0.01829099841415882,0.0,0.01829099841415882,semantic_near_mid_weak,1e-08
1987,3176,0.018290791660547256,0.0,0.018290791660547256,semantic_near_mid_weak,1e-08
381,2025,0.018287327140569687,0.0,0.018287327140569687,semantic_near_mid_weak,1e-08
1602,2503,0.01828046515583992,0.0,0.01828046515583992,semantic_near_mid_weak,1e-08
1156,2452,0.01828020252287388,0.0,0.01828020252287388,semantic_near_mid_weak,1e-08
2503,2563,0.018278561532497406,0.0,0.018278561532497406,semantic_near_mid_weak,1e-08
1155,2452,0.018278252333402634,0.0,0.018278252333402634,semantic_near_mid_weak,1e-08
1312,1622,0.01827799528837204,0.0,0.01827799528837204,semantic_near_mid_weak,1e-08
395,2637,0.018277738243341446,0.0,0.018277738243341446,semantic_near_mid_weak,1e-08
479,911,0.018277226015925407,0.0,0.018277226015925407,semantic_near_mid_weak,1e-08
1153,2452,0.01827624812722206,0.0,0.01827624812722206,semantic_near_mid_weak,1e-08
2631,2992,0.018274569883942604,0.0,0.018274569883942604,semantic_near_mid_weak,1e-08
2264,2352,0.01826315000653267,0.0,0.01826315000653267,semantic_near_mid_weak,1e-08
1599,1965,0.018262645229697227,0.0,0.018262645229697227,semantic_near_mid_weak,1e-08
1333,2690,0.01825653202831745,0.0,0.01825653202831745,semantic_near_mid_weak,1e-08
602,1282,0.018251478672027588,0.0,0.018251478672027588,semantic_near_mid_weak,1e-08
874,1748,0.018247496336698532,0.0,0.018247496336698532,semantic_near_mid_weak,1e-08
602,780,0.018246445804834366,0.0,0.018246445804834366,semantic_near_mid_weak,1e-08
501,2798,0.018244480714201927,0.0,0.018244480714201927,semantic_near_mid_weak,1e-08
416,798,0.01824178919196129,0.0,0.01824178919196129,semantic_near_mid_weak,1e-08
1776,3192,0.01823890022933483,0.0,0.01823890022933483,semantic_near_mid_weak,1e-08
70,2349,0.018232962116599083,0.0,0.018232962116599083,semantic_near_mid_weak,1e-08
1761,2349,0.018231503665447235,0.0,0.018231503665447235,semantic_near_mid_weak,1e-08
2840,3177,0.01822325959801674,0.0,0.01822325959801674,semantic_near_mid_weak,1e-08
2839,3177,0.018222853541374207,0.0,0.018222853541374207,semantic_near_mid_weak,1e-08
1435,3032,0.01822267286479473,0.0,0.01822267286479473,semantic_near_mid_weak,1e-08
2378,2390,0.018222203478217125,0.0,0.018222203478217125,semantic_near_mid_weak,1e-08
1758,3471,0.01821405068039894,0.0,0.01821405068039894,semantic_near_mid_weak,1e-08
501,2517,0.018213758245110512,0.0,0.018213758245110512,semantic_near_mid_weak,1e-08
850,2391,0.01820528879761696,0.0,0.01820528879761696,semantic_near_mid_weak,1e-08
825,998,0.018205154687166214,0.0,0.018205154687166214,semantic_near_mid_weak,1e-08
501,1945,0.018204065039753914,0.0,0.018204065039753914,semantic_near_mid_weak,1e-08
580,1567,0.018202314153313637,0.0,0.018202314153313637,semantic_near_mid_weak,1e-08
678,2352,0.01819663681089878,0.0,0.01819663681089878,semantic_near_mid_weak,1e-08
219,769,0.018194524571299553,0.0,0.018194524571299553,semantic_near_mid_weak,1e-08
625,641,0.018189214169979095,0.0,0.018189214169979095,semantic_near_mid_weak,1e-08
1337,2650,0.018184565007686615,0.0,0.018184565007686615,semantic_near_mid_weak,1e-08
625,1133,0.018182724714279175,0.0,0.018182724714279175,semantic_near_mid_weak,1e-08
2838,3177,0.018182367086410522,0.0,0.018182367086410522,semantic_near_mid_weak,1e-08
3428,3503,0.018181633204221725,0.0,0.018181633204221725,semantic_near_mid_weak,1e-08
277,1273,0.018177563324570656,0.0,0.018177563324570656,semantic_near_mid_weak,1e-08
375,2307,0.018174979835748672,0.0,0.018174979835748672,semantic_near_mid_weak,1e-08
998,1916,0.01817270927131176,0.0,0.01817270927131176,semantic_near_mid_weak,1e-08
645,2029,0.01817183569073677,0.0,0.01817183569073677,semantic_near_mid_weak,1e-08
1333,1945,0.018168708309531212,0.0,0.018168708309531212,semantic_near_mid_weak,1e-08
284,449,0.01816139928996563,0.0,0.01816139928996563,semantic_near_mid_weak,1e-08
678,2179,0.01815696619451046,0.0,0.01815696619451046,semantic_near_mid_weak,1e-08
2179,2264,0.01815692149102688,0.0,0.01815692149102688,semantic_near_mid_weak,1e-08
2110,2307,0.018154116347432137,0.0,0.018154116347432137,semantic_near_mid_weak,1e-08
2018,2026,0.018151717260479927,0.0,0.018151717260479927,semantic_near_mid_weak,1e-08
678,2351,0.018150927498936653,0.0,0.018150927498936653,semantic_near_mid_weak,1e-08
2067,3117,0.018146062269806862,0.0,0.018146062269806862,semantic_near_mid_weak,1e-08
1814,2558,0.01814257726073265,0.0,0.01814257726073265,semantic_near_mid_weak,1e-08
2919,3251,0.018141094595193863,0.0,0.018141094595193863,semantic_near_mid_weak,1e-08
2230,2879,0.01813715510070324,0.0,0.01813715510070324,semantic_near_mid_weak,1e-08
1945,2517,0.018133481964468956,0.0,0.018133481964468956,semantic_near_mid_weak,1e-08
280,978,0.018130900338292122,0.0,0.018130900338292122,semantic_near_mid_weak,1e-08
1522,2676,0.018124978989362717,0.0,0.018124978989362717,semantic_near_mid_weak,1e-08
3020,3421,0.01812313124537468,0.0,0.01812313124537468,semantic_near_mid_weak,1e-08
513,2148,0.018122833222150803,0.0,0.018122833222150803,semantic_near_mid_weak,1e-08
1966,2309,0.0181227196007967,0.0,0.0181227196007967,semantic_near_mid_weak,1e-08
777,1496,0.018120871856808662,0.0,0.018120871856808662,semantic_near_mid_weak,1e-08
956,1805,0.018118375912308693,0.0,0.018118375912308693,semantic_near_mid_weak,1e-08
672,1854,0.018113261088728905,0.0,0.018113261088728905,semantic_near_mid_weak,1e-08
2458,3137,0.018104592338204384,0.0,0.018104592338204384,semantic_near_mid_weak,1e-08
1588,1670,0.018103260546922684,0.0,0.018103260546922684,semantic_near_mid_weak,1e-08
1520,3170,0.01810178905725479,0.0,0.01810178905725479,semantic_near_mid_weak,1e-08
284,2690,0.018101230263710022,0.0,0.018101230263710022,semantic_near_mid_weak,1e-08
2690,2798,0.018094753846526146,0.0,0.018094753846526146,semantic_near_mid_weak,1e-08
2547,3464,0.018094634637236595,0.0,0.018094634637236595,semantic_near_mid_weak,1e-08
1435,2650,0.018093030899763107,0.0,0.018093030899763107,semantic_near_mid_weak,1e-08
231,2256,0.018084045499563217,0.0,0.018084045499563217,semantic_near_mid_weak,1e-08
1991,3219,0.018082862719893456,0.0,0.018082862719893456,semantic_near_mid_weak,1e-08
515,2235,0.018082432448863983,0.0,0.018082432448863983,semantic_near_mid_weak,1e-08
653,1342,0.018078472465276718,0.0,0.018078472465276718,semantic_near_mid_weak,1e-08
2307,2849,0.018074417486786842,0.0,0.018074417486786842,semantic_near_mid_weak,1e-08
501,2914,0.01807420700788498,0.0,0.01807420700788498,semantic_near_mid_weak,1e-08
449,2690,0.018072815611958504,0.0,0.018072815611958504,semantic_near_mid_weak,1e-08
25,2540,0.018069950863718987,0.0,0.018069950863718987,semantic_near_mid_weak,1e-08
3586,3593,0.01806783489882946,0.0,0.01806783489882946,semantic_near_mid_weak,1e-08
2123,2495,0.018066007643938065,0.0,0.018066007643938065,semantic_near_mid_weak,1e-08
1256,1830,0.018061360344290733,0.0,0.018061360344290733,semantic_near_mid_weak,1e-08
678,2264,0.018060768023133278,0.0,0.018060768023133278,semantic_near_mid_weak,1e-08
633,1965,0.018060680478811264,0.0,0.018060680478811264,semantic_near_mid_weak,1e-08
1337,3251,0.01805592142045498,0.0,0.01805592142045498,semantic_near_mid_weak,1e-08
1619,2450,0.018055567517876625,0.0,0.018055567517876625,semantic_near_mid_weak,1e-08
1462,3463,0.01804998703300953,0.0,0.01804998703300953,semantic_near_mid_weak,1e-08
448,2479,0.018046680837869644,0.0,0.018046680837869644,semantic_near_mid_weak,1e-08
1241,1635,0.01804378069937229,0.0,0.01804378069937229,semantic_near_mid_weak,1e-08
1626,2148,0.01804358698427677,0.0,0.01804358698427677,semantic_near_mid_weak,1e-08
2067,2790,0.01803911291062832,0.0,0.01803911291062832,semantic_near_mid_weak,1e-08
1989,3427,0.018036946654319763,0.0,0.018036946654319763,semantic_near_mid_weak,1e-08
283,1256,0.018034351989626884,0.0,0.018034351989626884,semantic_near_mid_weak,1e-08
780,1256,0.018030453473329544,0.0,0.018030453473329544,semantic_near_mid_weak,1e-08
3102,3398,0.018022989854216576,0.0,0.018022989854216576,semantic_near_mid_weak,1e-08
1337,2560,0.018020790070295334,0.0,0.018020790070295334,semantic_near_mid_weak,1e-08
2680,2913,0.018019715324044228,0.0,0.018019715324044228,semantic_near_mid_weak,1e-08
2026,3463,0.018017219379544258,0.0,0.018017219379544258,semantic_near_mid_weak,1e-08
1256,1282,0.018015749752521515,0.0,0.018015749752521515,semantic_near_mid_weak,1e-08
2555,3570,0.018013570457696915,0.0,0.018013570457696915,semantic_near_mid_weak,1e-08
307,2195,0.0180103350430727,0.0,0.0180103350430727,semantic_near_mid_weak,1e-08
1089,1253,0.01800684444606304,0.0,0.01800684444606304,semantic_near_mid_weak,1e-08
636,956,0.01800648681819439,0.0,0.01800648681819439,semantic_near_mid_weak,1e-08
2139,2342,0.018003376200795174,0.0,0.018003376200795174,semantic_near_mid_weak,1e-08
1314,2762,0.018001364544034004,0.0,0.018001364544034004,semantic_near_mid_weak,1e-08
1802,3170,0.018000900745391846,0.0,0.018000900745391846,semantic_near_mid_weak,1e-08
1256,3219,0.017999742180109024,0.0,0.017999742180109024,semantic_near_mid_weak,1e-08
1945,2690,0.017998069524765015,0.0,0.017998069524765015,semantic_near_mid_weak,1e-08
319,1154,0.01799646206200123,0.0,0.01799646206200123,semantic_near_mid_weak,1e-08
319,1153,0.01799437217414379,0.0,0.01799437217414379,semantic_near_mid_weak,1e-08
319,1156,0.017992405220866203,0.0,0.017992405220866203,semantic_near_mid_weak,1e-08
319,1157,0.01799139566719532,0.0,0.01799139566719532,semantic_near_mid_weak,1e-08
319,2453,0.017991162836551666,0.0,0.017991162836551666,semantic_near_mid_weak,1e-08
132,1311,0.01798970066010952,0.0,0.01798970066010952,semantic_near_mid_weak,1e-08
1683,1760,0.017989080399274826,0.0,0.017989080399274826,semantic_near_mid_weak,1e-08
1300,3176,0.01798844151198864,0.0,0.01798844151198864,semantic_near_mid_weak,1e-08
284,448,0.01798812486231327,0.0,0.01798812486231327,semantic_near_mid_weak,1e-08
319,2454,0.017985999584197998,0.0,0.017985999584197998,semantic_near_mid_weak,1e-08
319,2452,0.01798485405743122,0.0,0.01798485405743122,semantic_near_mid_weak,1e-08
2690,2914,0.017984682694077492,0.0,0.017984682694077492,semantic_near_mid_weak,1e-08
576,3280,0.017984634265303612,0.0,0.017984634265303612,semantic_near_mid_weak,1e-08
319,1155,0.01798313856124878,0.0,0.01798313856124878,semantic_near_mid_weak,1e-08
3271,3396,0.017982296645641327,0.0,0.017982296645641327,semantic_near_mid_weak,1e-08
1530,2981,0.01797936111688614,0.0,0.01797936111688614,semantic_near_mid_weak,1e-08
1424,2446,0.017978405579924583,0.0,0.017978405579924583,semantic_near_mid_weak,1e-08
558,1467,0.017977284267544746,0.0,0.017977284267544746,semantic_near_mid_weak,1e-08
319,1158,0.01797458529472351,0.0,0.01797458529472351,semantic_near_mid_weak,1e-08
1420,3199,0.017971230670809746,0.0,0.017971230670809746,semantic_near_mid_weak,1e-08
558,3328,0.01797017641365528,0.0,0.01797017641365528,semantic_near_mid_weak,1e-08
1520,1802,0.01796633191406727,0.0,0.01796633191406727,semantic_near_mid_weak,1e-08
126,2083,0.017965354025363922,0.0,0.017965354025363922,semantic_near_mid_weak,1e-08
820,3022,0.017964178696274757,0.0,0.017964178696274757,semantic_near_mid_weak,1e-08
448,1945,0.017963062971830368,0.0,0.017963062971830368,semantic_near_mid_weak,1e-08
821,2862,0.01796209253370762,0.0,0.01796209253370762,semantic_near_mid_weak,1e-08
1683,3175,0.01796147972345352,0.0,0.01796147972345352,semantic_near_mid_weak,1e-08
821,2774,0.017960432916879654,0.0,0.017960432916879654,semantic_near_mid_weak,1e-08
485,2366,0.017957543954253197,0.0,0.017957543954253197,semantic_near_mid_weak,1e-08
88,1256,0.017956815659999847,0.0,0.017956815659999847,semantic_near_mid_weak,1e-08
884,1809,0.017953870818018913,0.0,0.017953870818018913,semantic_near_mid_weak,1e-08
3022,3132,0.017953719943761826,0.0,0.017953719943761826,semantic_near_mid_weak,1e-08
3022,3176,0.017953144386410713,0.0,0.017953144386410713,semantic_near_mid_weak,1e-08
283,303,0.01795278675854206,0.0,0.01795278675854206,semantic_near_mid_weak,1e-08
2852,3428,0.01795230433344841,0.0,0.01795230433344841,semantic_near_mid_weak,1e-08
1687,2226,0.017947915941476822,0.0,0.017947915941476822,semantic_near_mid_weak,1e-08
1776,3181,0.01794521138072014,0.0,0.01794521138072014,semantic_near_mid_weak,1e-08
1069,2812,0.017943697050213814,0.0,0.017943697050213814,semantic_near_mid_weak,1e-08
2186,2315,0.01794072426855564,0.0,0.01794072426855564,semantic_near_mid_weak,1e-08
88,780,0.017939236015081406,0.0,0.017939236015081406,semantic_near_mid_weak,1e-08
1901,3383,0.017939100041985512,0.0,0.017939100041985512,semantic_near_mid_weak,1e-08
709,2295,0.017938844859600067,0.0,0.017938844859600067,semantic_near_mid_weak,1e-08
1779,2563,0.017937710508704185,0.0,0.017937710508704185,semantic_near_mid_weak,1e-08
64,764,0.017937202006578445,0.0,0.017937202006578445,semantic_near_mid_weak,1e-08
2454,2868,0.01793574169278145,0.0,0.01793574169278145,semantic_near_mid_weak,1e-08
911,3192,0.017933759838342667,0.0,0.017933759838342667,semantic_near_mid_weak,1e-08
780,1282,0.01793329045176506,0.0,0.01793329045176506,semantic_near_mid_weak,1e-08
1830,1991,0.01793328858911991,0.0,0.01793328858911991,semantic_near_mid_weak,1e-08
1333,2792,0.017933089286088943,0.0,0.017933089286088943,semantic_near_mid_weak,1e-08
269,3176,0.017931677401065826,0.0,0.017931677401065826,semantic_near_mid_weak,1e-08
448,2517,0.017931083217263222,0.0,0.017931083217263222,semantic_near_mid_weak,1e-08
591,769,0.017930176109075546,0.0,0.017930176109075546,semantic_near_mid_weak,1e-08
2698,3370,0.01792968064546585,0.0,0.01792968064546585,semantic_near_mid_weak,1e-08
560,3192,0.017929496243596077,0.0,0.017929496243596077,semantic_near_mid_weak,1e-08
126,3421,0.01792924664914608,0.0,0.01792924664914608,semantic_near_mid_weak,1e-08
669,3143,0.01792842149734497,0.0,0.01792842149734497,semantic_near_mid_weak,1e-08
2453,2868,0.017925702035427094,0.0,0.017925702035427094,semantic_near_mid_weak,1e-08
219,591,0.017925335094332695,0.0,0.017925335094332695,semantic_near_mid_weak,1e-08
2163,3606,0.017925044521689415,0.0,0.017925044521689415,semantic_near_mid_weak,1e-08
295,1624,0.01792466640472412,0.0,0.01792466640472412,semantic_near_mid_weak,1e-08
2517,2690,0.017924293875694275,0.0,0.017924293875694275,semantic_near_mid_weak,1e-08
284,2792,0.017923710867762566,0.0,0.017923710867762566,semantic_near_mid_weak,1e-08
1161,1666,0.017923694103956223,0.0,0.017923694103956223,semantic_near_mid_weak,1e-08
2650,3032,0.017922798171639442,0.0,0.017922798171639442,semantic_near_mid_weak,1e-08
2026,3062,0.01792187988758087,0.0,0.01792187988758087,semantic_near_mid_weak,1e-08
838,1467,0.01791994273662567,0.0,0.01791994273662567,semantic_near_mid_weak,1e-08
2195,2196,0.017917629331350327,0.0,0.017917629331350327,semantic_near_mid_weak,1e-08
159,338,0.01791725493967533,0.0,0.01791725493967533,semantic_near_mid_weak,1e-08
1619,2451,0.017916105687618256,0.0,0.017916105687618256,semantic_near_mid_weak,1e-08
871,2068,0.01791398972272873,0.0,0.01791398972272873,semantic_near_mid_weak,1e-08
1970,3351,0.017913294956088066,0.0,0.017913294956088066,semantic_near_mid_weak,1e-08
1566,2558,0.01791319251060486,0.0,0.01791319251060486,semantic_near_mid_weak,1e-08
